name,chr,start,end,length,abs_summit,pileup,-log10(pvalue),fold_enrichment,-log10(qvalue)
WT_DOX_peak_117,chr1,24614283,24615247,965,24615043,68,10.65551,2.42199,6.84198
WT_DOX_peak_118,chr1,24615493,24616044,552,24615856,71,11.32985,2.45632,7.42219
WT_DOX_peak_119,chr1,24634226,24634662,437,24634441,35,5.90949,2.33675,2.99137
WT_DOX_peak_120,chr1,24683928,24684360,433,24684145,54,21.3926,4.77902,16.78006
WT_DOX_peak_121,chr1,25106597,25106905,309,25106720,32,6.49439,2.57434,3.44488
WT_DOX_peak_122,chr1,25119033,25119583,551,25119201,32,7.18678,2.75101,3.98279
WT_DOX_peak_123,chr1,25229089,25230426,1338,25229917,41,8.04067,2.61637,4.6752
WT_DOX_peak_124,chr1,25827889,25829117,1229,25828611,57,9.57822,2.47834,5.93651
WT_DOX_peak_125,chr1,26633628,26633977,350,26633809,26,4.81963,2.34606,2.17345
WT_DOX_peak_126,chr1,26685994,26688424,2431,26687237,45,10.66096,3.00882,6.8468
WT_DOX_peak_127,chr1,29647971,29648301,331,29648116,27,5.25353,2.43295,2.49095
WT_DOX_peak_128,chr1,29736329,29737674,1346,29736591,43,13.92574,3.82321,9.71787
WT_DOX_peak_129,chr1,30793500,30793965,466,30793851,26,4.81963,2.34606,2.17345
WT_DOX_peak_130,chr1,31203446,31204034,589,31203675,33,8.14847,2.9543,4.75348
WT_DOX_peak_131,chr1,31204310,31204667,358,31204443,28,5.702,2.51984,2.82672
WT_DOX_peak_132,chr1,32173435,32173945,511,32173692,46,5.76894,2.07074,2.88017
WT_DOX_peak_133,chr1,32174168,32174517,350,32174353,54,8.71523,2.40761,5.21661
WT_DOX_peak_134,chr1,33102676,33102979,304,33102935,26,4.81963,2.34606,2.17345
WT_DOX_peak_135,chr1,33175844,33176149,306,33176048,31,5.93095,2.46803,3.00845
WT_DOX_peak_136,chr1,33673847,33674508,662,33674074,33,8.14847,2.9543,4.75348
WT_DOX_peak_137,chr1,33687476,33687908,433,33687531,43,5.68331,2.10784,2.82672
WT_DOX_peak_138,chr1,33688070,33688590,521,33688318,45,6.52034,2.22244,3.46592
WT_DOX_peak_139,chr1,33716139,33716542,404,33716269,27,4.96486,2.35148,2.28511
WT_DOX_peak_140,chr1,33745516,33745843,328,33745672,33,8.14847,2.9543,4.75348
WT_DOX_peak_141,chr1,33746434,33746938,505,33746649,29,5.66373,2.47064,2.81185
WT_DOX_peak_142,chr1,33837133,33837804,672,33837279,36,9.76632,3.21497,6.08659
WT_DOX_peak_143,chr1,33905435,33906850,1416,33905680,47,12.40439,3.27833,8.35881
WT_DOX_peak_144,chr1,34460565,34461000,436,34460877,56,8.78695,2.37883,5.27754
WT_DOX_peak_145,chr1,34471257,34472326,1070,34472181,48,7.24569,2.28933,4.03118
WT_DOX_peak_146,chr1,34484834,34485127,294,34484961,38,6.97274,2.48408,3.81982
WT_DOX_peak_147,chr1,34538042,34538358,317,34538182,37,9.14243,3.01276,5.57649
WT_DOX_peak_148,chr1,34559951,34560313,363,34560149,43,9.7552,2.90031,6.08659
WT_DOX_peak_149,chr1,34580243,34580956,714,34580775,56,8.78695,2.37883,5.27754
WT_DOX_peak_150,chr1,34636701,34637022,322,34636815,58,7.21468,2.11462,4.00577
WT_DOX_peak_151,chr1,34677052,34677454,403,34677237,55,5.54563,1.91047,2.71927
WT_DOX_peak_152,chr1,34723043,34723454,412,34723291,45,6.31353,2.18519,3.30016
WT_DOX_peak_153,chr1,34724118,34724674,557,34724208,48,7.46859,2.3277,4.21378
WT_DOX_peak_154,chr1,34751443,34751782,340,34751713,70,7.07646,1.95542,3.90456
WT_DOX_peak_155,chr1,34752189,34753479,1291,34752704,65,6.19089,1.89441,3.20162
WT_DOX_peak_156,chr1,34892417,34893163,747,34892948,49,8.86139,2.54588,5.34015
WT_DOX_peak_157,chr1,34929439,34929828,390,34929604,49,4.58353,1.82866,2.01188
WT_DOX_peak_158,chr1,34929986,34930279,294,34930155,51,5.44491,1.94361,2.64067
WT_DOX_peak_159,chr1,34960042,34960778,737,34960451,27,5.25353,2.43295,2.49095
WT_DOX_peak_160,chr1,35258254,35258690,437,35258458,38,10.90204,3.38876,7.04697
WT_DOX_peak_161,chr1,35386105,35386542,438,35386251,35,5.88984,2.3323,2.97608
WT_DOX_peak_162,chr1,35452978,35453724,747,35453557,42,8.28722,2.63522,4.86935
WT_DOX_peak_163,chr1,35682895,35683206,312,35682958,40,6.92442,2.41685,3.78062
WT_DOX_peak_164,chr1,35695847,35696533,687,35696356,36,5.46484,2.21173,2.65622
WT_DOX_peak_165,chr1,35748144,35748742,599,35748669,41,5.16753,2.04662,2.44106
WT_DOX_peak_166,chr1,35753176,35753493,318,35753301,36,6.08413,2.34789,3.12978
WT_DOX_peak_167,chr1,35807472,35808057,586,35807886,31,7.13064,2.78052,3.9373
WT_DOX_peak_168,chr1,36268532,36269162,631,36268725,70,10.27524,2.34232,6.52287
WT_DOX_peak_169,chr1,36369756,36370277,522,36369998,46,10.6346,2.96586,6.82394
WT_DOX_peak_170,chr1,36370570,36370971,402,36370913,39,5.90661,2.23401,2.98957
WT_DOX_peak_171,chr1,36472177,36473242,1066,36472387,43,9.02227,2.75103,5.47491
WT_DOX_peak_172,chr1,36559802,36560830,1029,36559999,49,7.56515,2.32329,4.29336
WT_DOX_peak_173,chr1,36741176,36741524,349,36741357,50,9.14668,2.56986,5.58022
WT_DOX_peak_174,chr1,36741856,36742242,387,36742019,53,10.80058,2.77028,6.96836
WT_DOX_peak_175,chr1,36780301,36780746,446,36780470,39,9.60302,3.03007,5.95751
WT_DOX_peak_176,chr1,37028333,37028944,612,37028382,30,6.64097,2.69363,3.55073
WT_DOX_peak_177,chr1,37186054,37186588,535,37186326,47,8.9813,2.62057,5.44007
WT_DOX_peak_178,chr1,37197734,37198382,649,37198262,32,7.63326,2.86741,4.33818
WT_DOX_peak_179,chr1,37300829,37301549,721,37300950,32,7.63326,2.86741,4.33818
WT_DOX_peak_180,chr1,37539287,37540059,773,37539876,39,9.00447,2.89469,5.45968
WT_DOX_peak_181,chr1,37541659,37542359,701,37542028,47,10.83525,2.96839,6.99821
WT_DOX_peak_182,chr1,37580257,37580678,422,37580503,39,5.5748,2.16642,2.74236
WT_DOX_peak_183,chr1,37631877,37632469,593,37632356,36,6.1637,2.36555,3.17989
WT_DOX_peak_184,chr1,37637523,37638460,938,37637709,36,9.06047,3.03976,5.50672
WT_DOX_peak_185,chr1,37649471,37649886,416,37649630,40,6.29813,2.28986,3.28755
WT_DOX_peak_186,chr1,37676626,37677033,408,37676826,39,9.14319,2.92582,5.57713
WT_DOX_peak_187,chr1,37677342,37677784,443,37677614,34,6.01559,2.39045,3.07531
WT_DOX_peak_188,chr1,37686876,37687285,410,37687030,44,7.39926,2.40657,4.15681
WT_DOX_peak_189,chr1,37718228,37718908,681,37718386,56,6.11471,1.98236,3.15401
WT_DOX_peak_190,chr1,37720844,37721326,483,37721075,59,6.32121,1.97559,3.30629
WT_DOX_peak_191,chr1,37721749,37722191,443,37722022,56,5.24518,1.85526,2.49095
WT_DOX_peak_192,chr1,37868201,37869423,1223,37868606,35,9.21532,3.12808,5.62831
WT_DOX_peak_193,chr1,38197237,38197589,353,38197460,40,5.77799,2.18578,2.88717
WT_DOX_peak_194,chr1,38219005,38219683,679,38219471,53,6.31325,2.05219,3.30001
WT_DOX_peak_195,chr1,38267461,38268168,708,38267909,41,6.5651,2.31906,3.50171
WT_DOX_peak_196,chr1,38358044,38358666,623,38358261,48,8.34369,2.48011,4.9166
WT_DOX_peak_197,chr1,38624725,38626232,1508,38625348,78,12.15655,2.44276,8.13667
WT_DOX_peak_198,chr1,38835269,38835609,341,38835401,43,11.42227,3.25338,7.50335
WT_DOX_peak_199,chr1,38837065,38837900,836,38837349,44,10.57619,3.03083,6.77299
WT_DOX_peak_200,chr1,38871157,38871549,393,38871396,26,4.46918,2.24532,1.92497
WT_DOX_peak_201,chr1,38896296,38897047,752,38896419,47,7.6225,2.37645,4.33818
WT_DOX_peak_202,chr1,38966696,38967182,487,38966961,35,6.50839,2.47365,3.45643
WT_DOX_peak_203,chr1,39015357,39015753,397,39015593,39,7.30193,2.52414,4.0774
WT_DOX_peak_204,chr1,39084950,39085897,948,39085217,31,7.13064,2.78052,3.9373
WT_DOX_peak_205,chr1,39177840,39178397,558,39178281,41,6.39584,2.28566,3.36647
WT_DOX_peak_206,chr1,39194704,39196371,1668,39195579,87,23.10813,3.52135,18.44599
WT_DOX_peak_207,chr1,39201266,39201671,406,39201392,26,4.81963,2.34606,2.17345
WT_DOX_peak_208,chr1,39270812,39271105,294,39271092,25,4.4008,2.25917,1.87343
WT_DOX_peak_209,chr1,39357948,39358522,575,39358376,33,7.84793,2.87668,4.51541
WT_DOX_peak_210,chr1,39477307,39477627,321,39477516,28,5.702,2.51984,2.82672
WT_DOX_peak_211,chr1,39582174,39582499,326,39582416,38,7.96719,2.70162,4.61359
WT_DOX_peak_212,chr1,39598464,39599025,562,39598658,38,7.25921,2.54606,4.04294
WT_DOX_peak_213,chr1,39651415,39652212,798,39652003,50,13.52033,3.36825,9.35322
WT_DOX_peak_214,chr1,39719930,39720347,418,39720178,31,6.1093,2.51363,3.14985
WT_DOX_peak_215,chr1,39870237,39870837,601,39870605,46,12.33927,3.30972,8.3005
WT_DOX_peak_216,chr1,40056298,40056610,313,40056343,34,4.78299,2.10699,2.16322
WT_DOX_peak_217,chr1,40084844,40085250,407,40085183,47,6.23296,2.13415,3.23518
WT_DOX_peak_218,chr1,40086187,40086846,660,40086335,54,8.57809,2.38612,5.11186
WT_DOX_peak_219,chr1,40213338,40213936,599,40213520,36,6.57731,2.45795,3.51181
WT_DOX_peak_220,chr1,40312820,40313288,469,40313079,32,7.61759,2.86329,4.33645
WT_DOX_peak_221,chr1,40324687,40325136,450,40324874,58,8.65801,2.32265,5.1787
WT_DOX_peak_222,chr1,40326488,40327233,746,40326868,53,6.57077,2.09192,3.50681
WT_DOX_peak_223,chr1,40379747,40380120,374,40379984,45,9.37356,2.75456,5.76253
WT_DOX_peak_224,chr1,40380489,40380893,405,40380710,38,6.31484,2.34364,3.30103
WT_DOX_peak_225,chr1,40548766,40549328,563,40549197,40,6.62363,2.35562,3.54941
WT_DOX_peak_226,chr1,40580851,40581797,947,40581373,36,5.25506,2.16605,2.49198
WT_DOX_peak_227,chr1,40682289,40683119,831,40682776,72,7.93782,2.03689,4.58993
WT_DOX_peak_228,chr1,40683428,40683762,335,40683628,67,7.63776,2.05591,4.34188
WT_DOX_peak_229,chr1,40847910,40848255,346,40848082,36,7.44222,2.65499,4.19203
WT_DOX_peak_230,chr1,40873226,40873707,482,40873491,53,6.72663,2.11602,3.62046
WT_DOX_peak_231,chr1,40890646,40891148,503,40890719,37,6.16027,2.33722,3.17989
WT_DOX_peak_232,chr1,40891308,40891687,380,40891579,33,4.88285,2.15351,2.2216
WT_DOX_peak_233,chr1,40900049,40900508,460,40900144,25,4.4008,2.25917,1.87343
WT_DOX_peak_234,chr1,41002670,41003222,553,41003022,30,5.27115,2.33272,2.50465
WT_DOX_peak_235,chr1,41054723,41055025,303,41054779,35,5.8119,2.31467,2.91428
WT_DOX_peak_236,chr1,41108205,41108610,406,41108391,33,8.14847,2.9543,4.75348
WT_DOX_peak_237,chr1,41159006,41159506,501,41159128,36,7.34591,2.63278,4.1135
WT_DOX_peak_238,chr1,41167081,41167686,606,41167471,34,7.16129,2.66318,3.96219
WT_DOX_peak_239,chr1,41429581,41430173,593,41430032,31,6.1093,2.51363,3.14985
WT_DOX_peak_240,chr1,42230311,42231019,709,42230830,28,5.28963,2.40576,2.51918
WT_DOX_peak_241,chr1,42240742,42241474,733,42240943,29,6.16463,2.60674,3.17989
WT_DOX_peak_242,chr1,42241606,42241899,294,42241810,26,4.81963,2.34606,2.17345
WT_DOX_peak_243,chr1,42295494,42295921,428,42295768,26,4.06583,2.13072,1.64245
WT_DOX_peak_244,chr1,42387603,42387934,332,42387758,34,5.21131,2.20453,2.47446
WT_DOX_peak_245,chr1,42388810,42389366,557,42388851,36,5.92801,2.31337,3.00645
WT_DOX_peak_246,chr1,42415316,42415752,437,42415514,48,7.24569,2.28933,4.03118
WT_DOX_peak_247,chr1,42490361,42490863,503,42490523,49,6.45086,2.1365,3.41027
WT_DOX_peak_248,chr1,42492513,42493173,661,42492771,60,10.01647,2.48181,6.30131
WT_DOX_peak_249,chr1,42629063,42629600,538,42629156,35,5.36495,2.21421,2.57829
WT_DOX_peak_250,chr1,42635677,42636241,565,42635955,35,6.79636,2.54036,3.67688
WT_DOX_peak_251,chr1,42685237,42686182,946,42685825,92,10.0545,2.06612,6.33345
WT_DOX_peak_252,chr1,42699523,42700809,1287,42700088,86,13.48997,2.47008,9.32566
WT_DOX_peak_253,chr1,42712542,42713059,518,42712734,69,5.78917,1.80922,2.8965
WT_DOX_peak_254,chr1,42728761,42729169,409,42728916,49,7.67842,2.34249,4.37548
WT_DOX_peak_255,chr1,42936312,42936839,528,42936589,35,5.88984,2.3323,2.97608
WT_DOX_peak_256,chr1,42953769,42955600,1832,42954156,83,16.03003,2.79287,11.66236
WT_DOX_peak_257,chr1,43122760,43124534,1775,43123354,47,15.23045,3.87791,10.91651
WT_DOX_peak_258,chr1,43163005,43163454,450,43163175,56,7.04466,2.11885,3.8786
WT_DOX_peak_259,chr1,43164411,43165654,1244,43164753,64,9.60683,2.35197,5.96079
WT_DOX_peak_260,chr1,43199102,43200093,992,43199837,28,5.37581,2.42946,2.5864
WT_DOX_peak_261,chr1,43729768,43730413,646,43730214,28,5.702,2.51984,2.82672
WT_DOX_peak_262,chr1,43887780,43888525,746,43887944,37,7.89048,2.72101,4.55058
WT_DOX_peak_263,chr1,43898372,43898691,320,43898637,36,7.61397,2.69479,4.33354
WT_DOX_peak_264,chr1,43900130,43901024,895,43900673,41,10.21221,3.07873,6.46806
WT_DOX_peak_265,chr1,44198546,44198975,430,44198830,40,8.67331,2.78347,5.18371
WT_DOX_peak_266,chr1,44199322,44200242,921,44199557,40,8.77716,2.80587,5.26873
WT_DOX_peak_267,chr1,44212410,44212971,562,44212769,31,6.82945,2.70074,3.70379
WT_DOX_peak_268,chr1,44550712,44551266,555,44550820,31,4.80303,2.18555,2.17345
WT_DOX_peak_269,chr1,44552986,44553365,380,44553124,36,7.36986,2.6383,4.13294
WT_DOX_peak_270,chr1,45768991,45769393,403,45769225,41,6.71918,2.34957,3.61387
WT_DOX_peak_271,chr1,45923882,45924240,359,45924017,39,5.88868,2.23035,2.97527
WT_DOX_peak_272,chr1,45924542,45925248,707,45924773,51,11.49844,2.9527,7.56212
WT_DOX_peak_273,chr1,45926984,45927328,345,45927203,38,5.89828,2.25595,2.98234
WT_DOX_peak_274,chr1,46087111,46088726,1616,46088469,80,22.26659,3.62985,17.62839
WT_DOX_peak_275,chr1,46272585,46272926,342,46272725,36,7.73919,2.72395,4.42563
WT_DOX_peak_276,chr1,46424716,46425144,429,46424924,36,7.36986,2.6383,4.13294
WT_DOX_peak_277,chr1,46904455,46904748,294,46904561,32,7.63326,2.86741,4.33818
WT_DOX_peak_278,chr1,49310754,49311047,294,49310923,30,6.64097,2.69363,3.55073
WT_DOX_peak_279,chr1,50924229,50924605,377,50924402,53,6.26876,2.04533,3.26376
WT_DOX_peak_280,chr1,50924734,50925059,326,50924809,50,4.61184,1.82213,2.03317
WT_DOX_peak_281,chr1,50925779,50926281,503,50926048,58,5.75692,1.90758,2.87063
WT_DOX_peak_282,chr1,50929458,50929853,396,50929611,54,4.8443,1.81624,2.19195
WT_DOX_peak_283,chr1,51457177,51457709,533,51457390,36,9.09051,3.04712,5.53219
WT_DOX_peak_284,chr1,51500610,51500906,297,51500655,29,6.16463,2.60674,3.17989
WT_DOX_peak_285,chr1,51534321,51534628,308,51534422,39,6.16305,2.28658,3.17989
WT_DOX_peak_286,chr1,52120594,52120990,397,52120986,38,4.69495,2.00681,2.0968
WT_DOX_peak_287,chr1,52121161,52121460,300,52121359,47,8.4241,2.51947,4.98348
WT_DOX_peak_288,chr1,52287785,52288192,408,52288043,40,8.90883,2.83439,5.37968
WT_DOX_peak_289,chr1,52288981,52289455,475,52289297,34,6.71032,2.5546,3.60672
WT_DOX_peak_290,chr1,52498336,52499448,1113,52499083,50,12.21826,3.11988,8.19168
WT_DOX_peak_291,chr1,52628699,52629690,992,52629195,33,8.14847,2.9543,4.75348
WT_DOX_peak_292,chr1,52727847,52729206,1360,52728118,56,10.24174,2.60234,6.4938
WT_DOX_peak_293,chr1,52782502,52783323,822,52782603,31,7.13064,2.78052,3.9373
WT_DOX_peak_294,chr1,52815745,52816810,1066,52816422,53,9.89698,2.62011,6.19875
WT_DOX_peak_295,chr1,53925807,53926823,1017,53925930,41,8.44697,2.70044,5.00253
