name,chr,start,end,max_1kb_coverage
Ezh2_36,chrX,8079524.0,8080974.0,3219.863
Ezh2_37,chrX,8315324.0,8317024.0,4108.923
Ezh2_38,chrX,8576374.0,8577524.0,3258.922
Ezh2_39,chrX,8696874.0,8698724.0,5514.235
Ezh2_40,chrX,8891774.0,8893624.0,6738.878000000001
Ezh2_41,chrX,8937024.0,8938874.0,4118.617
Ezh2_42,chrX,8995174.0,8996824.0,3570.2690000000002
Ezh2_43,chrX,9088424.0,9090074.0,3960.3390000000004
Ezh2_44,chrX,9136474.0,9137724.0,3498.8109999999997
Ezh2_45,chrX,9242474.0,9244274.0,4015.969
Ezh2_46,chrX,9536624.0,9538224.0,4033.6240000000003
Ezh2_47,chrX,9552024.0,9553774.0,3818.712
Ezh2_48,chrX,9592474.0,9593874.0,3061.633
Ezh2_49,chrX,10023074.0,10024874.0,4120.346
Ezh2_50,chrX,10068424.0,10070124.0,3017.762
Ezh2_51,chrX,10074174.0,10075874.0,3599.5570000000002
Ezh2_52,chrX,10077424.0,10079074.0,4030.935
Ezh2_53,chrX,10115774.0,10117824.0,3522.4559999999997
Ezh2_54,chrX,10178024.0,10179774.0,4495.869000000001
Ezh2_55,chrX,10290574.0,10292274.0,3286.938
Ezh2_56,chrX,10443074.0,10445024.0,5392.414000000001
Ezh2_57,chrX,10484774.0,10486724.0,5892.491
Ezh2_58,chrX,10499574.0,10500574.0,3200.466
Ezh2_59,chrX,10501774.0,10503474.0,3689.77
Ezh2_60,chrX,10544224.0,10545624.0,3149.317
Ezh2_61,chrX,10688474.0,10690174.0,3429.127
Ezh2_62,chrX,10702424.0,10704024.0,3327.0440000000003
Ezh2_63,chrX,10809774.0,10811624.0,5472.895
Ezh2_64,chrX,10961474.0,10962974.0,3238.9970000000003
Ezh2_65,chrX,10984424.0,10985974.0,3114.059
Ezh2_66,chrX,11049774.0,11051524.0,3479.6040000000003
Ezh2_67,chrX,11297374.0,11298974.0,3168.5290000000005
Ezh2_68,chrX,11404724.0,11406424.0,3620.866
Ezh2_69,chrX,11491174.0,11493324.0,7975.219
Ezh2_70,chrX,11663024.0,11666524.0,4927.974
Ezh2_71,chrX,11706524.0,11707874.0,3037.063
Ezh2_72,chrX,11772474.0,11774174.0,4116.01
Ezh2_73,chrX,11777124.0,11778974.0,4485.748
Ezh2_74,chrX,11797974.0,11799074.0,3097.946
Ezh2_75,chrX,11806224.0,11808274.0,8114.023
Ezh2_76,chrX,11810374.0,11813424.0,5591.433000000001
Ezh2_77,chrX,11836724.0,11838374.0,3402.7329999999997
Ezh2_78,chrX,11929624.0,11931424.0,3687.048
Ezh2_79,chrX,11933174.0,11934774.0,3095.559
Ezh2_80,chrX,11939474.0,11941424.0,5831.385
Ezh2_81,chrX,11996774.0,12007224.0,10017.163
Ezh2_82,chrX,12068224.0,12069424.0,3091.9829999999997
Ezh2_83,chrX,12075774.0,12094274.0,32195.947
Ezh2_84,chrX,12124674.0,12141824.0,26663.367000000002
Ezh2_85,chrX,12154374.0,12156224.0,5832.522
Ezh2_86,chrX,12158274.0,12160624.0,4656.435
Ezh2_87,chrX,12251074.0,12252924.0,5192.857
Ezh2_88,chrX,12297224.0,12298924.0,3957.758
Ezh2_89,chrX,12341924.0,12343674.0,4707.897
Ezh2_90,chrX,12642324.0,12643474.0,3061.518
Ezh2_91,chrX,12864024.0,12865674.0,4112.314
Ezh2_92,chrX,13389624.0,13391224.0,3107.7540000000004
Ezh2_93,chrX,13485424.0,13487724.0,10443.312
Ezh2_94,chrX,13549874.0,13550874.0,3046.9590000000003
Ezh2_95,chrX,13592574.0,13594224.0,4320.906
Ezh2_96,chrX,13651074.0,13652874.0,4160.956
Ezh2_97,chrX,13683724.0,13685424.0,3185.8920000000003
Ezh2_98,chrX,13846524.0,13848324.0,4029.252
Ezh2_99,chrX,13921824.0,13923674.0,5369.111999999999
Ezh2_100,chrX,14125174.0,14126924.0,3711.849
Ezh2_101,chrX,14270424.0,14272274.0,4905.5070000000005
Ezh2_102,chrX,14414474.0,14416074.0,3246.8520000000003
Ezh2_103,chrX,14524574.0,14526224.0,3188.4159999999997
Ezh2_104,chrX,14538274.0,14539924.0,3285.241
Ezh2_105,chrX,14673524.0,14674974.0,3043.0440000000003
Ezh2_106,chrX,14917124.0,14918874.0,4213.168
Ezh2_107,chrX,15109624.0,15111324.0,3502.138
Ezh2_108,chrX,15158674.0,15160324.0,3187.991
Ezh2_109,chrX,15251074.0,15252724.0,3563.167
Ezh2_110,chrX,15253774.0,15255474.0,3737.633
Ezh2_111,chrX,15347474.0,15349174.0,3906.6609999999996
Ezh2_112,chrX,15361324.0,15362824.0,4401.992
Ezh2_113,chrX,15428124.0,15429674.0,3226.99
Ezh2_114,chrX,15603424.0,15605074.0,3491.699
Ezh2_115,chrX,15880674.0,15882374.0,3667.9390000000003
Ezh2_116,chrX,15911274.0,15912974.0,3409.58
Ezh2_117,chrX,15962174.0,15963924.0,3986.703
Ezh2_118,chrX,16487824.0,16489374.0,3112.782
Ezh2_119,chrX,16521424.0,16523224.0,4169.688
Ezh2_120,chrX,16714824.0,16716424.0,3534.1490000000003
Ezh2_121,chrX,16890574.0,16892574.0,6308.871
Ezh2_122,chrX,16935324.0,16937024.0,3978.219
Ezh2_123,chrX,17330574.0,17332324.0,3893.655
Ezh2_124,chrX,17356274.0,17357924.0,3682.513
Ezh2_125,chrX,17884974.0,17886674.0,3879.3920000000003
Ezh2_126,chrX,17988774.0,17989824.0,3406.2940000000003
Ezh2_127,chrX,18156224.0,18157424.0,3433.935
Ezh2_128,chrX,18474124.0,18475524.0,3085.938
Ezh2_129,chrX,18522724.0,18524474.0,4041.748
Ezh2_130,chrX,18550224.0,18551374.0,3160.445
Ezh2_131,chrX,18749024.0,18750024.0,3273.5359999999996
Ezh2_132,chrX,18772024.0,18773474.0,3017.7259999999997
Ezh2_133,chrX,18802874.0,18804574.0,4408.53
Ezh2_134,chrX,18948024.0,18949074.0,3268.468
Ezh2_135,chrX,19011624.0,19013324.0,3708.3740000000003
Ezh2_136,chrX,19121324.0,19123124.0,4773.6320000000005
Ezh2_137,chrX,19128474.0,19129824.0,3677.56
Ezh2_138,chrX,19251374.0,19253074.0,3270.075
Ezh2_139,chrX,19369624.0,19371224.0,3363.469
Ezh2_140,chrX,19380124.0,19381724.0,3088.322
Ezh2_141,chrX,19468224.0,19469874.0,3324.27
Ezh2_142,chrX,19603424.0,19605124.0,3706.703
Ezh2_143,chrX,19648024.0,19649774.0,4125.451
Ezh2_144,chrX,19981074.0,19982324.0,3007.915
Ezh2_145,chrX,20007574.0,20009474.0,4669.54
Ezh2_146,chrX,20035624.0,20037024.0,3100.922
Ezh2_147,chrX,20056724.0,20061024.0,12253.988000000001
Ezh2_148,chrX,20152524.0,20154124.0,3030.843
Ezh2_149,chrX,20202824.0,20204474.0,3212.3109999999997
Ezh2_150,chrX,20319524.0,20321424.0,5503.236999999999
Ezh2_151,chrX,20511674.0,20513474.0,4122.72
Ezh2_152,chrX,20547324.0,20550474.0,4172.152
Ezh2_153,chrX,21191674.0,21192724.0,3478.132
Ezh2_154,chrX,21360524.0,21363624.0,7424.651999999999
Ezh2_155,chrX,21471374.0,21473124.0,4432.52
Ezh2_156,chrX,21554774.0,21556524.0,4220.777
Ezh2_157,chrX,21595674.0,21597274.0,3225.8779999999997
Ezh2_158,chrX,21716524.0,21718124.0,3521.9590000000003
Ezh2_159,chrX,21811624.0,21813224.0,3105.9
Ezh2_160,chrX,22118524.0,22120374.0,5509.068
Ezh2_161,chrX,22154274.0,22156074.0,4498.407999999999
Ezh2_162,chrX,22218424.0,22220324.0,5110.959
Ezh2_163,chrX,22281974.0,22283874.0,5954.835
Ezh2_164,chrX,22338274.0,22339874.0,3117.315
Ezh2_165,chrX,22389424.0,22391074.0,3341.623
Ezh2_166,chrX,22481574.0,22483274.0,3404.22
Ezh2_167,chrX,22524974.0,22526724.0,4185.314
Ezh2_168,chrX,22550574.0,22552374.0,3930.119
Ezh2_169,chrX,22562924.0,22564574.0,3529.196
Ezh2_170,chrX,22599574.0,22601124.0,3215.08
Ezh2_171,chrX,22637624.0,22639224.0,3802.127
Ezh2_172,chrX,22645174.0,22646624.0,3334.381
Ezh2_173,chrX,22862374.0,22863574.0,3473.1690000000003
Ezh2_174,chrX,23076024.0,23077574.0,3180.7140000000004
Ezh2_175,chrX,23092024.0,23093624.0,3632.8109999999997
Ezh2_176,chrX,23096174.0,23097974.0,3656.8309999999997
Ezh2_177,chrX,23244524.0,23245574.0,3244.343
Ezh2_178,chrX,23358274.0,23359674.0,3068.94
Ezh2_179,chrX,23361574.0,23363474.0,4939.872
Ezh2_180,chrX,23474524.0,23476424.0,5241.513
Ezh2_181,chrX,23622924.0,23624724.0,4092.115
Ezh2_182,chrX,23687674.0,23689424.0,4788.579000000001
Ezh2_183,chrX,23942324.0,23943974.0,3536.363
Ezh2_184,chrX,24256624.0,24258024.0,3047.0190000000002
Ezh2_185,chrX,24343024.0,24344624.0,4111.237
Ezh2_186,chrX,24488724.0,24490324.0,3280.6929999999998
Ezh2_187,chrX,24618874.0,24620524.0,3643.454
Ezh2_188,chrX,25751674.0,25752774.0,3472.829
Ezh2_189,chrX,25755224.0,25756974.0,4415.247
Ezh2_190,chrX,25810324.0,25811924.0,3456.176
Ezh2_191,chrX,26537924.0,26539324.0,3129.83
Ezh2_192,chrX,26570674.0,26572524.0,4983.094
Ezh2_193,chrX,26728724.0,26730574.0,5226.744000000001
Ezh2_194,chrX,28093911.0,28095561.0,3504.3259999999996
Ezh2_195,chrX,32237133.0,32239033.0,6300.615
Ezh2_196,chrX,32306633.0,32308383.0,3945.425
Ezh2_197,chrX,33885780.0,33887380.0,3441.597
Ezh2_198,chrX,35570455.0,35571655.0,3025.018
Ezh2_199,chrX,36095005.0,36096555.0,3038.085
Ezh2_200,chrX,36109805.0,36113655.0,4759.745
Ezh2_201,chrX,36324355.0,36330005.0,8543.493
Ezh2_202,chrX,36405755.0,36407555.0,4629.884
Ezh2_203,chrX,36621655.0,36623255.0,3932.488
Ezh2_204,chrX,36744905.0,36746255.0,3065.833
Ezh2_205,chrX,36909855.0,36911655.0,4451.04
Ezh2_206,chrX,36936055.0,36937405.0,4604.188
Ezh2_207,chrX,37007155.0,37009005.0,4425.681
Ezh2_208,chrX,37047055.0,37051305.0,19373.527
Ezh2_209,chrX,37130105.0,37131805.0,3738.9709999999995
Ezh2_210,chrX,37163155.0,37164455.0,3604.316
Ezh2_211,chrX,37214755.0,37218755.0,5192.651
Ezh2_212,chrX,37425493.0,37427193.0,3653.555
Ezh2_213,chrX,37513293.0,37514493.0,3541.0159999999996
Ezh2_214,chrX,37585043.0,37586743.0,3777.4240000000004
Ezh2_215,chrX,37597043.0,37598793.0,3986.533
Ezh2_216,chrX,37660143.0,37661843.0,3794.312
Ezh2_218,chrX,37900723.0,37902673.0,6231.214
Ezh2_219,chrX,37919823.0,37921523.0,4049.585
Ezh2_220,chrX,38179923.0,38181823.0,6067.089
Ezh2_221,chrX,38211123.0,38212123.0,3244.308
Ezh2_222,chrX,38245523.0,38247323.0,4810.075
Ezh2_223,chrX,38249973.0,38252973.0,12780.237
Ezh2_224,chrX,38258123.0,38259923.0,4429.557
Ezh2_225,chrX,38337673.0,38338673.0,3051.43
Ezh2_226,chrX,38401173.0,38402873.0,3092.361
Ezh2_227,chrX,38465973.0,38467673.0,4079.353
Ezh2_228,chrX,38686223.0,38688073.0,4988.528
Ezh2_229,chrX,38744123.0,38745373.0,3197.962
Ezh2_230,chrX,38820173.0,38821723.0,3258.922
Ezh2_231,chrX,38889923.0,38891623.0,3816.278
Ezh2_232,chrX,38918823.0,38919823.0,3044.33
Ezh2_233,chrX,38978223.0,38979273.0,3621.7929999999997
Ezh2_234,chrX,39010423.0,39012173.0,3284.577
Ezh2_235,chrX,39075473.0,39077123.0,3502.2470000000003
Ezh2_236,chrX,39301273.0,39302923.0,3368.132
Ezh2_237,chrX,39344623.0,39346373.0,3723.636
Ezh2_238,chrX,39523373.0,39524923.0,4509.468
Ezh2_239,chrX,39773623.0,39775323.0,4109.098
Ezh2_240,chrX,39867423.0,39868973.0,3655.914
Ezh2_241,chrX,40400923.0,40402823.0,5136.106
Ezh2_242,chrX,40439973.0,40441623.0,3096.577
Ezh2_243,chrX,40455323.0,40456923.0,3307.542
Ezh2_244,chrX,40491223.0,40492973.0,3608.938
Ezh2_245,chrX,40540123.0,40541773.0,3667.9790000000003
Ezh2_246,chrX,40679923.0,40681473.0,3132.244
Ezh2_247,chrX,40800773.0,40802473.0,3726.065
Ezh2_248,chrX,40914823.0,40916473.0,3516.841
Ezh2_249,chrX,41074523.0,41076323.0,4622.852
Ezh2_250,chrX,41098123.0,41099823.0,3850.414
Ezh2_251,chrX,41116273.0,41117473.0,3531.635
Ezh2_252,chrX,41196373.0,41198023.0,3499.718
Ezh2_253,chrX,41300272.0,41301922.0,3343.08
Ezh2_254,chrX,41399823.0,41404273.0,7012.361
Ezh2_255,chrX,41462523.0,41464223.0,3135.6820000000002
Ezh2_256,chrX,41515673.0,41517373.0,3960.074
Ezh2_257,chrX,41714723.0,41716323.0,4046.866
Ezh2_258,chrX,41937073.0,41938273.0,3596.051
Ezh2_259,chrX,41949523.0,41951323.0,3772.2659999999996
Ezh2_260,chrX,42039723.0,42041423.0,3328.199
Ezh2_261,chrX,42137173.0,42138823.0,4188.835
Ezh2_262,chrX,42263523.0,42265173.0,3026.685
Ezh2_263,chrX,42272023.0,42273723.0,3589.781
Ezh2_264,chrX,42329273.0,42330923.0,3743.3179999999998
Ezh2_265,chrX,42332873.0,42334423.0,3130.395
Ezh2_266,chrX,42360873.0,42362573.0,3755.008
Ezh2_267,chrX,42660773.0,42661923.0,3268.8509999999997
Ezh2_268,chrX,42745373.0,42747223.0,4372.012
Ezh2_269,chrX,42790423.0,42792123.0,3294.615
Ezh2_270,chrX,42798223.0,42799823.0,3103.995
Ezh2_271,chrX,42833373.0,42835073.0,3445.255
Ezh2_272,chrX,42857373.0,42858373.0,3280.823
Ezh2_273,chrX,42923423.0,42925173.0,4937.723
Ezh2_274,chrX,43054423.0,43056073.0,3208.69
Ezh2_275,chrX,43119323.0,43121223.0,5378.057
Ezh2_276,chrX,43205423.0,43207223.0,4090.683
Ezh2_277,chrX,43209323.0,43211123.0,5953.8769999999995
Ezh2_278,chrX,43411923.0,43413673.0,4317.862
Ezh2_279,chrX,43426623.0,43430073.0,8795.438
Ezh2_280,chrX,43433573.0,43435173.0,3209.967
Ezh2_281,chrX,43453073.0,43454773.0,3302.324
Ezh2_282,chrX,43513223.0,43515173.0,7647.607
Ezh2_283,chrX,43608673.0,43610673.0,6300.893
Ezh2_284,chrX,43686323.0,43688073.0,4228.811
Ezh2_285,chrX,43970723.0,43972373.0,3253.7340000000004
Ezh2_286,chrX,44089123.0,44090973.0,5438.976
Ezh2_287,chrX,44144573.0,44145873.0,3805.25
Ezh2_288,chrX,44203273.0,44204873.0,3424.514
Ezh2_289,chrX,44366823.0,44368673.0,5110.846
Ezh2_290,chrX,44427773.0,44429123.0,4514.379
Ezh2_291,chrX,44536173.0,44537823.0,3660.712
Ezh2_292,chrX,44618673.0,44620473.0,4578.905
Ezh2_293,chrX,44622973.0,44624023.0,3244.208
Ezh2_294,chrX,45059273.0,45060973.0,3559.0159999999996
Ezh2_295,chrX,45486223.0,45487923.0,3181.244
Ezh2_296,chrX,45533373.0,45535023.0,3791.718
Ezh2_297,chrX,45563523.0,45565223.0,3889.728
Ezh2_298,chrX,45698323.0,45699723.0,3110.123
Ezh2_299,chrX,45791673.0,45793373.0,4238.06
Ezh2_300,chrX,45799573.0,45801423.0,5107.428
Ezh2_301,chrX,45860973.0,45862073.0,3044.2
Ezh2_302,chrX,46216573.0,46218173.0,3297.571
Ezh2_303,chrX,46313773.0,46315573.0,4508.579000000001
Ezh2_304,chrX,46336273.0,46337973.0,3032.37
Ezh2_305,chrX,46430873.0,46432623.0,4113.460999999999
Ezh2_306,chrX,46578423.0,46580173.0,3967.5009999999997
Ezh2_307,chrX,46617823.0,46619723.0,5448.04
Ezh2_308,chrX,46627423.0,46629223.0,4755.675
Ezh2_309,chrX,46712523.0,46714073.0,4454.751
Ezh2_310,chrX,46925923.0,46927573.0,3151.5609999999997
Ezh2_311,chrX,47209573.0,47211223.0,4135.527
Ezh2_312,chrX,47231023.0,47232573.0,3028.6740000000004
Ezh2_313,chrX,47460473.0,47462023.0,3151.7459999999996
Ezh2_314,chrX,47478223.0,47482623.0,4467.266
Ezh2_315,chrX,47532123.0,47534023.0,3726.571
Ezh2_316,chrX,47600373.0,47602073.0,3616.8
Ezh2_317,chrX,47633873.0,47635723.0,4977.755999999999
Ezh2_318,chrX,47873323.0,47875023.0,3186.172
Ezh2_319,chrX,47944573.0,47946373.0,4245.397
Ezh2_320,chrX,48032573.0,48036073.0,10071.453000000001
Ezh2_321,chrX,48135273.0,48137223.0,5328.097
Ezh2_322,chrX,48151873.0,48153673.0,4501.577
Ezh2_323,chrX,48311723.0,48313723.0,5041.694
Ezh2_324,chrX,48343073.0,48346023.0,6097.298000000001
Ezh2_325,chrX,48454773.0,48456573.0,4793.035
Ezh2_326,chrX,48600223.0,48601823.0,3325.7270000000003
Ezh2_327,chrX,48754323.0,48755973.0,3250.538
Ezh2_328,chrX,48779023.0,48780273.0,3220.6009999999997
Ezh2_329,chrX,48799423.0,48801173.0,3447.603
Ezh2_330,chrX,48825723.0,48827423.0,3129.343
Ezh2_331,chrX,48870073.0,48871123.0,3280.848
Ezh2_332,chrX,49070823.0,49072473.0,3044.125
Ezh2_333,chrX,49098073.0,49100123.0,7056.188
Ezh2_334,chrX,49115573.0,49117323.0,4012.164
Ezh2_335,chrX,49146423.0,49148123.0,3577.8509999999997
Ezh2_336,chrX,49330173.0,49331173.0,3023.8559999999998
Ezh2_337,chrX,49420823.0,49422523.0,4329.75
Ezh2_338,chrX,49435073.0,49437123.0,7068.49
Ezh2_339,chrX,49439473.0,49440973.0,3069.11
Ezh2_340,chrX,49477323.0,49478973.0,3054.446
Ezh2_341,chrX,49480123.0,49482073.0,5637.835999999999
Ezh2_342,chrX,49483973.0,49486973.0,11985.133
Ezh2_343,chrX,49491723.0,49495973.0,11269.868999999999
Ezh2_344,chrX,49558023.0,49559723.0,4076.119
Ezh2_345,chrX,49763923.0,49765773.0,4513.17
Ezh2_346,chrX,49810023.0,49811873.0,4265.429
Ezh2_347,chrX,49897623.0,49901123.0,10479.903
Ezh2_348,chrX,49939123.0,49941073.0,3461.841
Ezh2_349,chrX,49943173.0,49944523.0,3809.5429999999997
Ezh2_350,chrX,49958073.0,49959973.0,4956.73
Ezh2_351,chrX,49981023.0,49982723.0,3657.803
Ezh2_352,chrX,49994973.0,49996723.0,4181.553
Ezh2_353,chrX,50163973.0,50165723.0,3548.968
Ezh2_354,chrX,50372523.0,50375673.0,5943.883000000001
Ezh2_355,chrX,50541323.0,50543023.0,3271.778
Ezh2_356,chrX,50637873.0,50639123.0,3146.988
Ezh2_357,chrX,50862123.0,50863923.0,4055.156
Ezh2_358,chrX,50902973.0,50907273.0,4279.1179999999995
Ezh2_359,chrX,50948573.0,50949773.0,3529.2009999999996
Ezh2_360,chrX,51028873.0,51030323.0,3996.647
Ezh2_361,chrX,51064923.0,51066673.0,3760.881
Ezh2_362,chrX,51134873.0,51136023.0,3110.313
Ezh2_363,chrX,51207473.0,51208623.0,3529.417
Ezh2_364,chrX,51225873.0,51227523.0,3073.387
Ezh2_365,chrX,51358273.0,51359973.0,3379.95
Ezh2_366,chrX,51666623.0,51668323.0,3674.9959999999996
Ezh2_367,chrX,51677723.0,51682773.0,28935.725
Ezh2_368,chrX,51688373.0,51690223.0,4372.403
Ezh2_369,chrX,51701673.0,51703523.0,4128.912
Ezh2_370,chrX,51762173.0,51763723.0,4448.736
Ezh2_371,chrX,51861823.0,51863623.0,4425.338
Ezh2_372,chrX,51972473.0,51974123.0,3013.962
Ezh2_373,chrX,52096373.0,52098073.0,4191.289000000001
Ezh2_374,chrX,52117673.0,52119123.0,3117.47
Ezh2_375,chrX,52163223.0,52166773.0,7460.831
Ezh2_376,chrX,52215573.0,52217073.0,3005.3759999999997
Ezh2_377,chrX,52594373.0,52596273.0,4780.68
Ezh2_378,chrX,52612523.0,52614473.0,4624.156
Ezh2_379,chrX,52689223.0,52690323.0,3207.493
Ezh2_380,chrX,52764173.0,52765173.0,3165.288
Ezh2_381,chrX,52798573.0,52800273.0,3545.387
Ezh2_382,chrX,52850123.0,52852923.0,4142.625
Ezh2_383,chrX,52897473.0,52899273.0,3961.343
Ezh2_384,chrX,53036673.0,53038423.0,3410.7929999999997
Ezh2_385,chrX,53049123.0,53050973.0,5078.436
Ezh2_386,chrX,53057723.0,53061273.0,22338.209
Ezh2_387,chrX,53073173.0,53074223.0,3133.5809999999997
Ezh2_388,chrX,53270723.0,53272523.0,4133.472
Ezh2_389,chrX,53327423.0,53329223.0,3701.406
Ezh2_390,chrX,53374423.0,53376323.0,5023.395
Ezh2_391,chrX,53428823.0,53430523.0,4254.933
Ezh2_392,chrX,53456573.0,53457773.0,4099.227
Ezh2_393,chrX,53623073.0,53625023.0,6169.21
Ezh2_394,chrX,53634223.0,53636023.0,4218.8679999999995
Ezh2_395,chrX,53703923.0,53705573.0,3450.33
Ezh2_396,chrX,53738073.0,53739573.0,3083.554
Ezh2_397,chrX,53772123.0,53776923.0,12810.928999999998
Ezh2_398,chrX,53791723.0,53793573.0,5112.236
Ezh2_399,chrX,53821473.0,53823123.0,3113.8590000000004
Ezh2_400,chrX,53882323.0,53884173.0,4892.811
Ezh2_401,chrX,53973623.0,53978073.0,11404.44
Ezh2_402,chrX,53988723.0,53990423.0,4418.431
Ezh2_403,chrX,54105773.0,54107373.0,3256.348
Ezh2_404,chrX,54243423.0,54245173.0,3799.135
Ezh2_405,chrX,55286723.0,55288423.0,3850.5190000000002
Ezh2_406,chrX,55428373.0,55429973.0,3102.8709999999996
Ezh2_407,chrX,55503373.0,55505123.0,3789.449
Ezh2_408,chrX,55507623.0,55509473.0,4719.652
Ezh2_409,chrX,55572723.0,55573973.0,3438.928
Ezh2_410,chrX,55698123.0,55699823.0,3463.028
Ezh2_411,chrX,55824473.0,55826073.0,3202.53
Ezh2_412,chrX,55928373.0,55929373.0,3178.545
Ezh2_413,chrX,55948373.0,55950123.0,3275.85
Ezh2_414,chrX,56102023.0,56104073.0,6831.9130000000005
Ezh2_415,chrX,56360473.0,56362323.0,4064.0370000000003
Ezh2_416,chrX,56530273.0,56531973.0,3136.156
Ezh2_417,chrX,56685423.0,56687223.0,4313.304
Ezh2_418,chrX,56732123.0,56733123.0,3034.719
Ezh2_419,chrX,56832173.0,56835723.0,3415.0879999999997
Ezh2_420,chrX,56837223.0,56838273.0,3365.461
Ezh2_421,chrX,57324773.0,57326873.0,7449.425
Ezh2_422,chrX,57502123.0,57504373.0,9681.826
Ezh2_423,chrX,57505973.0,57507623.0,3681.1079999999997
Ezh2_424,chrX,57580023.0,57581773.0,3933.41
Ezh2_425,chrX,57604473.0,57606123.0,3312.39
Ezh2_426,chrX,57790673.0,57792323.0,3089.764
Ezh2_427,chrX,57848873.0,57849873.0,3132.8379999999997
Ezh2_428,chrX,57917023.0,57923123.0,12121.655
Ezh2_429,chrX,58004923.0,58006623.0,3727.04
Ezh2_430,chrX,58016473.0,58018323.0,4931.903
Ezh2_431,chrX,58069623.0,58071323.0,3894.586
Ezh2_432,chrX,58200673.0,58202473.0,4116.45
Ezh2_433,chrX,58262773.0,58264423.0,3351.1890000000003
Ezh2_434,chrX,58374273.0,58375973.0,3692.322
Ezh2_435,chrX,58572473.0,58574173.0,3245.473
Ezh2_436,chrX,58609973.0,58611723.0,4064.866
Ezh2_437,chrX,58650023.0,58651673.0,3621.5679999999998
Ezh2_438,chrX,58719023.0,58720973.0,5886.775
Ezh2_439,chrX,58833773.0,58835423.0,4184.272
Ezh2_440,chrX,59056173.0,59057823.0,4162.532999999999
Ezh2_441,chrX,59117823.0,59119573.0,4260.9529999999995
Ezh2_442,chrX,59133023.0,59135023.0,6552.648
Ezh2_443,chrX,59235973.0,59237473.0,3162.197
Ezh2_444,chrX,59356223.0,59357773.0,3390.313
Ezh2_445,chrX,59440323.0,59442323.0,5769.696
Ezh2_446,chrX,59566023.0,59568873.0,20256.975
Ezh2_447,chrX,59620373.0,59621373.0,3304.908
Ezh2_448,chrX,59785573.0,59787323.0,3586.85
Ezh2_449,chrX,59834273.0,59835723.0,3956.658
Ezh2_450,chrX,59880023.0,59883073.0,5169.67
Ezh2_451,chrX,60047923.0,60049623.0,3799.035
Ezh2_452,chrX,60140723.0,60144423.0,3689.895
Ezh2_453,chrX,60177073.0,60178773.0,4195.339
Ezh2_454,chrX,60394775.0,60396325.0,3526.992
Ezh2_455,chrX,60405875.0,60407875.0,6713.545999999999
Ezh2_456,chrX,60417025.0,60418775.0,3592.5
Ezh2_457,chrX,60548075.0,60550275.0,5439.805
Ezh2_458,chrX,60612525.0,60614175.0,3650.9809999999998
Ezh2_459,chrX,60760275.0,60761975.0,3101.397
Ezh2_460,chrX,60789625.0,60791475.0,3330.736
Ezh2_461,chrX,60828675.0,60830375.0,3801.7
Ezh2_462,chrX,60855625.0,60857325.0,3746.097
Ezh2_463,chrX,60874325.0,60876325.0,6311.887
Ezh2_464,chrX,60879675.0,60881675.0,6178.141
Ezh2_465,chrX,60889125.0,60899275.0,19723.998
Ezh2_466,chrX,61184125.0,61185825.0,3599.742
Ezh2_467,chrX,61327675.0,61329125.0,3117.525
Ezh2_468,chrX,61484075.0,61485825.0,4052.816
