name,chr,start,end,length,abs_summit,pileup,-log10(pvalue),fold_enrichment,-log10(qvalue)
KO_peak_178,chr1,52498862,52499732,871,52499288,48,9.44379,2.67629,5.8523
KO_peak_179,chr1,52629030,52630339,1310,52629679,36,12.04092,3.81388,8.08585
KO_peak_180,chr1,52727787,52728743,957,52728198,50,9.91053,2.70237,6.24573
KO_peak_181,chr1,52816215,52816886,672,52816624,52,12.4893,3.09588,8.47527
KO_peak_182,chr1,52818070,52818455,386,52818178,37,5.6131,2.21969,2.71077
KO_peak_183,chr1,54192967,54194032,1066,54193750,64,10.74121,2.50519,6.96008
KO_peak_184,chr1,54195467,54196133,667,54196029,57,7.79802,2.21404,4.47154
KO_peak_185,chr1,54924339,54925533,1195,54924970,41,12.96688,3.71757,8.89334
KO_peak_186,chr1,55225235,55226079,845,55225590,25,5.93008,2.72397,2.96611
KO_peak_187,chr1,55226873,55227321,449,55227021,26,6.71322,2.91476,3.58532
KO_peak_188,chr1,55361587,55362768,1182,55362596,58,10.76916,2.63653,6.98442
KO_peak_189,chr1,55364539,55364876,338,55364822,45,5.32007,2.00786,2.48851
KO_peak_190,chr1,55386290,55386654,365,55386591,26,5.27609,2.47916,2.45409
KO_peak_191,chr1,55404822,55405494,673,55405237,67,11.39168,2.53519,7.52272
KO_peak_192,chr1,55539702,55540025,324,55539813,29,8.36495,3.23862,4.9415
KO_peak_193,chr1,56099319,56100419,1101,56099679,39,12.83763,3.81537,8.77877
KO_peak_194,chr1,56241698,56242043,346,56241940,29,7.04679,2.85301,3.86117
KO_peak_195,chr1,56970084,56970712,629,56970503,58,16.67778,3.60453,12.26425
KO_peak_196,chr1,56974611,56975085,475,56974975,52,5.74792,1.97826,2.81914
KO_peak_197,chr1,56978975,56979332,358,56979160,73,9.10138,2.16118,5.55932
KO_peak_198,chr1,57468144,57468457,314,57468314,30,6.24061,2.58629,3.20734
KO_peak_199,chr1,57775930,57776792,863,57776107,42,12.51324,3.55034,8.4958
KO_peak_200,chr1,58209378,58209973,596,58209506,32,6.33667,2.53472,3.28655
KO_peak_201,chr1,58653523,58653941,419,58653746,44,8.31844,2.58139,4.90259
KO_peak_202,chr1,58796118,58796695,578,58796447,27,8.29259,3.35258,4.88044
KO_peak_203,chr1,58796849,58797349,501,58797157,21,5.01936,2.63417,2.24978
KO_peak_204,chr1,58974364,58974791,428,58974581,36,14.18228,4.43019,9.97551
KO_peak_205,chr1,58975014,58975655,642,58975527,29,9.5084,3.59205,5.90006
KO_peak_206,chr1,59006727,59007117,391,59007022,43,14.35964,3.92724,10.13685
KO_peak_207,chr1,59094938,59095446,509,59095219,34,9.80714,3.33845,6.15669
KO_peak_208,chr1,59118861,59119359,499,59119133,33,9.71325,3.37402,6.07554
KO_peak_209,chr1,59268465,59268909,445,59268615,25,7.13625,3.11311,3.92617
KO_peak_210,chr1,59462788,59463247,460,59463032,33,5.31085,2.25389,2.48188
KO_peak_211,chr1,59480016,59480658,643,59480251,42,7.07043,2.3936,3.88062
KO_peak_212,chr1,59483823,59484282,460,59484047,45,11.77562,3.23748,7.85159
KO_peak_213,chr1,59576415,59576873,459,59576645,36,6.24457,2.38353,3.2104
KO_peak_214,chr1,60041650,60042264,615,60041947,50,12.29239,3.13376,8.30062
KO_peak_215,chr1,60043581,60044286,706,60043797,49,13.09334,3.32836,9.00704
KO_peak_216,chr1,60178991,60179430,440,60179167,34,9.55161,3.27011,5.93663
KO_peak_217,chr1,60648408,60648801,394,60648526,25,4.97107,2.42923,2.2267
KO_peak_218,chr1,60763484,60764064,581,60763863,33,11.10953,3.77241,7.27495
KO_peak_219,chr1,61025875,61026209,335,61025961,32,8.47395,3.09229,5.03351
KO_peak_220,chr1,61637615,61638442,828,61638152,66,12.41699,2.69272,8.41123
KO_peak_221,chr1,62701873,62702322,450,62702122,56,5.57187,1.90301,2.67765
KO_peak_222,chr1,62704480,62705017,538,62704776,71,7.67208,2.01615,4.3739
KO_peak_223,chr1,62781062,62781634,573,62781435,37,6.62388,2.43812,3.51152
KO_peak_224,chr1,63248847,63250491,1645,63249402,37,11.88563,3.70197,7.94854
KO_peak_225,chr1,63274358,63275025,668,63274499,29,9.5084,3.59205,5.90006
KO_peak_226,chr1,63446801,63447509,709,63446991,67,13.66028,2.84009,9.50871
KO_peak_227,chr1,63613393,63613767,375,63613493,47,8.86558,2.59946,5.36622
KO_peak_228,chr1,63804635,63805294,660,63804904,33,12.10407,4.07098,8.13463
KO_peak_229,chr1,64664790,64665131,342,64664990,30,9.05864,3.38085,5.52298
KO_peak_230,chr1,65050020,65050479,460,65050225,26,7.70674,3.23284,4.39439
KO_peak_231,chr1,65072203,65073004,802,65072559,38,11.08054,3.43301,7.24973
KO_peak_232,chr1,65081277,65081937,661,65081359,27,7.24916,3.02271,4.01999
KO_peak_233,chr1,65310367,65311444,1078,65310591,58,14.68805,3.26151,10.43472
KO_peak_234,chr1,66176416,66177142,727,66176675,40,12.15047,3.57947,8.17592
KO_peak_235,chr1,66262654,66263287,634,66262691,27,6.07848,2.67076,3.0748
KO_peak_236,chr1,66467050,66467442,393,66467212,57,8.45528,2.31066,5.01784
KO_peak_237,chr1,66468937,66469993,1057,66469135,67,12.52393,2.68561,8.50539
KO_peak_238,chr1,66818340,66819754,1415,66818619,80,24.28003,3.90356,19.56222
KO_peak_239,chr1,67061900,67062223,324,67061953,43,9.37813,2.82308,5.79604
KO_peak_240,chr1,68624267,68624610,344,68624435,25,7.13625,3.11311,3.92617
KO_peak_241,chr1,69377288,69377880,593,69377380,36,5.36195,2.1893,2.52221
KO_peak_242,chr1,70726312,70726717,406,70726491,25,6.62717,2.94618,3.51411
KO_peak_243,chr1,72004354,72004675,322,72004493,44,5.80167,2.11132,2.86244
KO_peak_244,chr1,72038952,72039511,560,72039404,29,7.3527,2.94054,4.10686
KO_peak_245,chr1,72064959,72065283,325,72065161,29,6.47616,2.69271,3.40049
KO_peak_246,chr1,72284696,72285473,778,72285078,49,14.55478,3.62274,10.31381
KO_peak_247,chr1,72535625,72536049,425,72535838,51,6.18508,2.06135,3.16221
KO_peak_248,chr1,72576048,72576820,773,72576269,23,6.04357,2.87364,3.0468
KO_peak_249,chr1,72861784,72862115,332,72861961,28,5.72021,2.52492,2.79673
KO_peak_250,chr1,72875470,72876603,1134,72875743,51,6.73507,2.14936,3.60338
KO_peak_251,chr1,74747872,74748485,614,74748218,40,8.83002,2.81731,5.33562
KO_peak_252,chr1,74770655,74771212,558,74771030,46,9.23142,2.69611,5.67023
KO_peak_253,chr1,74772457,74772970,514,74772721,52,13.43923,3.26922,9.31544
KO_peak_254,chr1,74782914,74783886,973,74783267,44,13.11386,3.57682,9.02488
KO_peak_255,chr1,74855421,74856622,1202,74856037,29,8.25676,3.20612,4.85848
KO_peak_256,chr1,74883102,74883718,617,74883324,66,8.66067,2.19783,5.19232
KO_peak_257,chr1,74892005,74892688,684,74892432,49,6.90787,2.21268,3.7463
KO_peak_258,chr1,74899898,74900269,372,74900063,51,8.13634,2.37691,4.75623
KO_peak_259,chr1,74949643,74949955,313,74949830,60,6.75613,2.02387,3.62044
KO_peak_260,chr1,75140758,75141227,470,75140972,28,7.94022,3.17356,4.5908
KO_peak_261,chr1,75141418,75141962,545,75141722,24,5.97832,2.79323,3.00521
KO_peak_262,chr1,75265315,75265832,518,75265544,51,12.06121,3.05422,8.1039
KO_peak_263,chr1,75358975,75360609,1635,75359575,35,8.2325,2.88298,4.83767
KO_peak_264,chr1,75369411,75370119,709,75369498,25,5.41505,2.5642,2.5639
KO_peak_265,chr1,75375309,75375680,372,75375421,32,5.47782,2.32254,2.61458
KO_peak_266,chr1,75423654,75423991,338,75423841,66,12.59213,2.71664,8.56712
KO_peak_267,chr1,75450703,75451296,594,75450892,48,7.76708,2.37936,4.44493
KO_peak_268,chr1,75504247,75505100,854,75504907,30,8.29042,3.1547,4.88044
KO_peak_269,chr1,78009627,78009939,313,78009785,34,6.39516,2.47968,3.33408
KO_peak_270,chr1,78120823,78121219,397,78120977,52,4.8533,1.83864,2.13527
KO_peak_271,chr1,78121480,78122186,707,78121782,61,7.42659,2.10291,4.16815
KO_peak_272,chr1,78218232,78218578,347,78218301,65,5.84193,1.84976,2.8949
KO_peak_273,chr1,78310018,78310710,693,78310501,48,7.08888,2.26244,3.8955
KO_peak_274,chr1,78311633,78311960,328,78311754,50,7.73481,2.3312,4.41829
KO_peak_275,chr1,78510837,78511413,577,78511112,45,10.11119,2.89901,6.41915
KO_peak_276,chr1,78512762,78513220,459,78513017,36,5.84735,2.29558,2.89924
KO_peak_277,chr1,78573533,78574807,1275,78573969,141,69.13728,6.74158,63.90089
KO_peak_278,chr1,79440387,79440998,612,79440558,38,6.06371,2.29067,3.06292
KO_peak_279,chr1,79580577,79581069,493,79580837,37,9.96653,3.21223,6.2943
KO_peak_280,chr1,79581423,79581914,492,79581667,29,5.90533,2.53597,2.94628
KO_peak_281,chr1,79670882,79671370,489,79671034,51,9.30682,2.57194,5.73447
KO_peak_282,chr1,79857014,79857881,868,79857445,71,13.8308,2.77164,9.66324
KO_peak_283,chr1,80356499,80357042,544,80356601,26,7.59247,3.19549,4.30736
KO_peak_284,chr1,80757518,80757842,325,80757753,44,7.38763,2.40439,4.13595
KO_peak_285,chr1,80759131,80759656,526,80759389,55,11.29295,2.79575,7.43537
KO_peak_286,chr1,81317451,81318003,553,81317711,28,8.11982,3.22886,4.74213
KO_peak_287,chr1,82289493,82289857,365,82289766,61,8.34148,2.22828,4.92188
KO_peak_288,chr1,82587090,82587756,667,82587214,39,5.29131,2.10901,2.46632
KO_peak_289,chr1,82790605,82791085,481,82790851,22,5.31553,2.68234,2.4852
KO_peak_290,chr1,83031049,83031586,538,83031302,59,32.10973,6.92161,27.25665
KO_peak_291,chr1,83408548,83409069,522,83408838,35,7.60985,2.7323,4.32166
KO_peak_292,chr1,84283478,84283862,385,84283777,27,8.29259,3.35258,4.88044
KO_peak_293,chr1,84418091,84418440,350,84418243,23,6.04357,2.87364,3.0468
KO_peak_294,chr1,84694186,84695150,965,84694438,36,7.34713,2.63306,4.10251
KO_peak_295,chr1,84710735,84711127,393,84710971,35,8.38157,2.91957,4.95539
KO_peak_296,chr1,84935332,84936120,789,84935869,39,13.7604,4.05766,9.59967
KO_peak_297,chr1,84936332,84936733,402,84936684,25,5.51931,2.59626,2.63777
KO_peak_298,chr1,84962635,84963381,747,84962882,78,16.82167,2.99066,12.39975
KO_peak_299,chr1,84963692,84964345,654,84964070,56,7.99349,2.25956,4.6354
KO_peak_300,chr1,84975763,84976911,1149,84976483,43,14.72874,4.01702,10.472
KO_peak_301,chr1,84991974,84993631,1658,84993374,111,20.82545,2.79782,16.20519
KO_peak_302,chr1,84993751,84994619,869,84993975,101,17.73801,2.66906,13.25993
KO_peak_303,chr1,85000879,85001674,796,85001264,44,18.37017,4.8744,13.85641
KO_peak_304,chr1,85009280,85010199,920,85009572,51,12.4061,3.11726,8.40161
KO_peak_305,chr1,85029202,85029597,396,85029468,44,5.55143,2.06581,2.66033
KO_peak_306,chr1,85039766,85040126,361,85039939,48,7.0129,2.24944,3.83308
KO_peak_307,chr1,85046941,85047276,336,85047107,41,9.83289,2.99555,6.17863
KO_peak_308,chr1,85074849,85076804,1956,85075820,101,14.54163,2.38224,10.30265
KO_peak_309,chr1,85081735,85082057,323,85081789,89,8.34263,1.92857,4.92239
KO_peak_310,chr1,85082410,85083458,1049,85082538,104,12.13232,2.14635,8.15955
KO_peak_311,chr1,85086800,85087170,371,85086997,90,7.4052,1.83204,4.15077
KO_peak_312,chr1,85087321,85088508,1188,85087584,102,12.28252,2.17649,8.29135
KO_peak_313,chr1,85097230,85097688,459,85097588,111,8.83915,1.83318,5.34363
KO_peak_314,chr1,85111318,85111785,468,85111634,104,8.46269,1.84123,5.02447
KO_peak_315,chr1,85112684,85113441,758,85112947,118,13.7568,2.16147,9.59635
KO_peak_316,chr1,85130313,85130945,633,85130400,26,7.70674,3.23284,4.39439
KO_peak_317,chr1,85153509,85154121,613,85154016,35,6.69599,2.51704,3.57059
KO_peak_318,chr1,85162100,85162784,685,85162375,91,13.30949,2.38589,9.20048
KO_peak_319,chr1,85164260,85164785,526,85164537,78,8.33223,2.02087,4.91368
KO_peak_320,chr1,85165397,85166039,643,85165449,82,8.97604,2.05094,5.45242
KO_peak_321,chr1,85170934,85171509,576,85171228,71,14.52029,2.86128,10.28267
KO_peak_322,chr1,85185528,85185894,367,85185620,62,6.80765,2.00686,3.66317
