name,chr,start,end,score
Hira_44,chr1,13010652.0,13011967.0,56.2
Hira_45,chr1,13066237.0,13068886.0,142.35
Hira_46,chr1,13073254.0,13074585.0,91.76
Hira_47,chr1,13074649.0,13075734.0,56.6
Hira_48,chr1,13077871.0,13081738.0,179.59
Hira_49,chr1,13082651.0,13084851.0,113.71
Hira_50,chr1,13084901.0,13087605.0,123.53
Hira_51,chr1,13094582.0,13097876.0,193.53
Hira_52,chr1,13101943.0,13105446.0,208.67
Hira_53,chr1,13106992.0,13108333.0,80.19
Hira_54,chr1,13111198.0,13112576.0,58.04
Hira_55,chr1,13128756.0,13130046.0,60.98
Hira_56,chr1,13139030.0,13143089.0,247.39
Hira_57,chr1,13145237.0,13147196.0,78.0
Hira_58,chr1,15811005.0,15812538.0,82.49
Hira_59,chr1,15812713.0,15814811.0,157.95
Hira_60,chr1,15844892.0,15846661.0,74.3
Hira_61,chr1,15847892.0,15849099.0,67.45
Hira_62,chr1,16097264.0,16102521.0,446.53
Hira_63,chr1,16130029.0,16131132.0,60.78
Hira_64,chr1,16639336.0,16640673.0,52.28
Hira_65,chr1,16641491.0,16643244.0,91.1
Hira_66,chr1,17145050.0,17146183.0,87.68
Hira_67,chr1,20797247.0,20801740.0,122.76
Hira_68,chr1,20804297.0,20806114.0,50.34
Hira_69,chr1,20806392.0,20809342.0,154.12
Hira_70,chr1,20904975.0,20906724.0,111.28
Hira_71,chr1,25228229.0,25229389.0,102.41
Hira_72,chr1,30802946.0,30806422.0,154.8
Hira_73,chr1,30939575.0,30941728.0,175.71
Hira_74,chr1,30943182.0,30945216.0,101.93
Hira_75,chr1,33667558.0,33668879.0,63.57
Hira_76,chr1,33723400.0,33724951.0,51.23
Hira_77,chr1,33737583.0,33739529.0,67.23
Hira_78,chr1,33739572.0,33740647.0,53.98
Hira_79,chr1,33745763.0,33747930.0,52.87
Hira_80,chr1,33757827.0,33761483.0,282.89
Hira_81,chr1,33881593.0,33883072.0,71.92
Hira_82,chr1,33890902.0,33892804.0,77.7
Hira_83,chr1,33930655.0,33932838.0,62.53
Hira_84,chr1,33935360.0,33937156.0,50.61
Hira_85,chr1,33939834.0,33942477.0,122.99
Hira_86,chr1,33944513.0,33946543.0,58.73
Hira_87,chr1,33962179.0,33966462.0,234.74
Hira_88,chr1,34004607.0,34005939.0,53.41
Hira_89,chr1,34007194.0,34008754.0,98.84
Hira_90,chr1,34034638.0,34036110.0,64.98
Hira_91,chr1,34037591.0,34039782.0,104.07
Hira_92,chr1,34064575.0,34066465.0,109.77
Hira_93,chr1,34067659.0,34069795.0,111.85
Hira_94,chr1,34070051.0,34071130.0,56.6
Hira_95,chr1,34072699.0,34074522.0,95.41
Hira_96,chr1,34100851.0,34104176.0,240.24
Hira_97,chr1,34106184.0,34107607.0,89.72
Hira_98,chr1,34108217.0,34109863.0,84.87
Hira_99,chr1,34114504.0,34116367.0,77.28
Hira_100,chr1,34137895.0,34141052.0,183.28
Hira_101,chr1,34157075.0,34160300.0,152.74
Hira_102,chr1,34165820.0,34167141.0,63.14
Hira_103,chr1,34170547.0,34171648.0,51.77
Hira_104,chr1,34171891.0,34173451.0,69.3
Hira_105,chr1,34186370.0,34189327.0,114.34
Hira_106,chr1,34190625.0,34192575.0,78.09
Hira_107,chr1,34195060.0,34197846.0,107.19
Hira_108,chr1,34198513.0,34201516.0,55.68
Hira_109,chr1,34213301.0,34215737.0,117.62
Hira_110,chr1,34215943.0,34218648.0,239.4
Hira_111,chr1,34232609.0,34234848.0,106.11
Hira_112,chr1,34267317.0,34271359.0,139.13
Hira_113,chr1,34305751.0,34307317.0,65.28
Hira_114,chr1,34435099.0,34436811.0,66.82
Hira_115,chr1,34443898.0,34445522.0,69.28
Hira_116,chr1,34467605.0,34468999.0,76.88
Hira_117,chr1,35115109.0,35116227.0,52.9
Hira_118,chr1,35219174.0,35220574.0,63.87
Hira_119,chr1,35749821.0,35751471.0,66.61
Hira_120,chr1,35824560.0,35825758.0,62.19
Hira_121,chr1,35941413.0,35943392.0,108.48
Hira_122,chr1,35970955.0,35972868.0,50.39
Hira_123,chr1,35978206.0,35979489.0,68.04
Hira_124,chr1,36006203.0,36007564.0,60.38
Hira_125,chr1,36014198.0,36015611.0,74.61
Hira_126,chr1,36018295.0,36019708.0,51.3
Hira_127,chr1,36042060.0,36044232.0,133.53
Hira_128,chr1,36058267.0,36062331.0,327.69
Hira_129,chr1,36063600.0,36066659.0,150.12
Hira_130,chr1,36086159.0,36088619.0,94.42
Hira_131,chr1,36101148.0,36107197.0,179.19
Hira_132,chr1,36136674.0,36138344.0,70.24
Hira_133,chr1,36150708.0,36152298.0,52.24
Hira_134,chr1,36160365.0,36163590.0,113.2
Hira_135,chr1,36177672.0,36180230.0,119.56
Hira_136,chr1,36245073.0,36247217.0,92.71
Hira_137,chr1,36260297.0,36262543.0,60.98
Hira_138,chr1,36305961.0,36307116.0,55.23
Hira_139,chr1,36321236.0,36323608.0,109.68
Hira_140,chr1,36334441.0,36337228.0,50.83
Hira_141,chr1,36353194.0,36355341.0,83.45
Hira_142,chr1,36524267.0,36527304.0,98.45
Hira_143,chr1,36527994.0,36531807.0,143.24
Hira_144,chr1,36559280.0,36561019.0,92.76
Hira_145,chr1,36578941.0,36581818.0,80.06
Hira_146,chr1,36595220.0,36597332.0,88.6
Hira_147,chr1,36612282.0,36615841.0,86.83
Hira_148,chr1,36668644.0,36670915.0,59.73
Hira_149,chr1,36679402.0,36680551.0,52.51
Hira_150,chr1,36693294.0,36696551.0,228.44
Hira_151,chr1,36696575.0,36701575.0,357.3
Hira_152,chr1,36767499.0,36769312.0,109.65
Hira_153,chr1,36789794.0,36792336.0,134.23
Hira_154,chr1,36792922.0,36795662.0,51.33
Hira_155,chr1,36805130.0,36806988.0,50.13
Hira_156,chr1,36816175.0,36818119.0,55.25
Hira_157,chr1,36822825.0,36828076.0,336.97
Hira_158,chr1,36828195.0,36830424.0,91.15
Hira_159,chr1,36832096.0,36833596.0,88.75
Hira_160,chr1,36833933.0,36839061.0,424.76
Hira_161,chr1,36845159.0,36846398.0,60.6
Hira_162,chr1,36851114.0,36853166.0,71.26
Hira_163,chr1,36854963.0,36856725.0,72.17
Hira_164,chr1,36856919.0,36858355.0,70.26
Hira_165,chr1,36858422.0,36861011.0,104.34
Hira_166,chr1,36862054.0,36863667.0,53.68
Hira_167,chr1,36867696.0,36869543.0,100.82
Hira_168,chr1,36870098.0,36872730.0,131.2
Hira_169,chr1,36884083.0,36885680.0,100.22
Hira_170,chr1,36890080.0,36891418.0,54.54
Hira_171,chr1,36894621.0,36897106.0,70.82
Hira_172,chr1,36899329.0,36901167.0,72.92
Hira_173,chr1,36902612.0,36904074.0,88.02
Hira_174,chr1,36904336.0,36905794.0,63.55
Hira_175,chr1,36911186.0,36913471.0,129.02
Hira_176,chr1,36919700.0,36922910.0,181.85
Hira_177,chr1,36941428.0,36942737.0,50.41
Hira_178,chr1,36943077.0,36944866.0,80.92
Hira_179,chr1,36961602.0,36963855.0,153.65
Hira_180,chr1,36983861.0,36985981.0,113.78
Hira_181,chr1,36986125.0,36988848.0,223.49
Hira_182,chr1,36999344.0,37001042.0,91.32
Hira_183,chr1,37001607.0,37002756.0,55.49
Hira_184,chr1,37003139.0,37004721.0,73.78
Hira_185,chr1,37042736.0,37043865.0,54.69
Hira_186,chr1,37084512.0,37086647.0,105.63
Hira_187,chr1,37100640.0,37102797.0,117.3
Hira_188,chr1,37103664.0,37104715.0,50.83
Hira_189,chr1,37132542.0,37134116.0,66.73
Hira_190,chr1,37218013.0,37219206.0,75.82
Hira_191,chr1,37881360.0,37882738.0,57.49
Hira_192,chr1,37883599.0,37885578.0,118.32
Hira_193,chr1,37985715.0,37987733.0,158.85
Hira_194,chr1,38046745.0,38057221.0,606.34
Hira_195,chr1,38058322.0,38060116.0,129.61
Hira_196,chr1,38080307.0,38081613.0,56.33
Hira_197,chr1,38938445.0,38940825.0,182.24
Hira_198,chr1,39360550.0,39362727.0,127.96
Hira_199,chr1,39368803.0,39378097.0,794.51
Hira_200,chr1,39417647.0,39419333.0,84.05
Hira_201,chr1,39430854.0,39432202.0,57.69
Hira_202,chr1,39527619.0,39530157.0,154.58
Hira_203,chr1,39534087.0,39535315.0,58.05
Hira_204,chr1,39543574.0,39549141.0,369.33
Hira_205,chr1,39563076.0,39564555.0,65.59
Hira_206,chr1,39899244.0,39900556.0,61.56
Hira_207,chr1,39901718.0,39904435.0,131.17
Hira_208,chr1,39909763.0,39911231.0,59.66
Hira_209,chr1,39930704.0,39932123.0,67.76
Hira_210,chr1,39943561.0,39945771.0,87.26
Hira_211,chr1,39973581.0,39974795.0,54.39
Hira_212,chr1,39999390.0,40001829.0,129.46
Hira_213,chr1,40025377.0,40027373.0,82.21
Hira_214,chr1,42905503.0,42907914.0,117.1
Hira_215,chr1,44004211.0,44005387.0,58.54
Hira_216,chr1,45814227.0,45816439.0,111.14
Hira_217,chr1,45821961.0,45825185.0,184.66
Hira_218,chr1,51465778.0,51472367.0,584.45
Hira_219,chr1,51477158.0,51479322.0,124.55
Hira_220,chr1,52079455.0,52080662.0,51.55
Hira_221,chr1,52190171.0,52191593.0,64.46
Hira_222,chr1,52210870.0,52212518.0,78.49
Hira_223,chr1,52951431.0,52953355.0,115.39
Hira_224,chr1,53312235.0,53313514.0,62.2
Hira_225,chr1,54982890.0,54988871.0,481.04
Hira_226,chr1,54988915.0,54992259.0,252.97
Hira_227,chr1,54995903.0,54997364.0,66.15
Hira_228,chr1,54999349.0,55000582.0,70.73
Hira_229,chr1,55004021.0,55005859.0,57.24
Hira_230,chr1,55009009.0,55010396.0,62.33
Hira_231,chr1,55011736.0,55014282.0,176.2
Hira_232,chr1,55014434.0,55017566.0,179.85
Hira_233,chr1,55017797.0,55019158.0,56.31
Hira_234,chr1,55027388.0,55029087.0,64.94
Hira_235,chr1,55029227.0,55030611.0,68.29
Hira_236,chr1,55050051.0,55051758.0,57.87
Hira_237,chr1,55063657.0,55065778.0,60.67
Hira_238,chr1,55069659.0,55072450.0,136.36
Hira_239,chr1,55072563.0,55074127.0,108.7
Hira_240,chr1,55074709.0,55086756.0,668.13
Hira_241,chr1,55089605.0,55090870.0,54.84
Hira_242,chr1,55091019.0,55094879.0,224.96
Hira_243,chr1,55095928.0,55097098.0,50.31
Hira_244,chr1,55106647.0,55108205.0,67.52
Hira_245,chr1,55129047.0,55131052.0,98.19
Hira_246,chr1,55131611.0,55133584.0,89.35
Hira_247,chr1,55144137.0,55145899.0,67.39
Hira_248,chr1,55147636.0,55151325.0,166.32
Hira_249,chr1,55154053.0,55160281.0,305.36
Hira_250,chr1,55187026.0,55188920.0,112.57
Hira_251,chr1,55192757.0,55193829.0,55.0
Hira_252,chr1,55195578.0,55197336.0,91.16
Hira_253,chr1,55200112.0,55202183.0,123.15
Hira_254,chr1,55204217.0,55205641.0,61.33
Hira_255,chr1,55233264.0,55235582.0,121.76
Hira_256,chr1,56838505.0,56839944.0,53.56
Hira_257,chr1,57345263.0,57347335.0,82.99
Hira_258,chr1,57368961.0,57370978.0,80.12
Hira_259,chr1,58366233.0,58367655.0,60.71
Hira_260,chr1,58397613.0,58401764.0,144.78
Hira_261,chr1,58402060.0,58403459.0,89.48
Hira_262,chr1,58406348.0,58416420.0,858.56
Hira_263,chr1,58430377.0,58432799.0,64.12
Hira_264,chr1,58439747.0,58442430.0,67.35
Hira_265,chr1,58453693.0,58455386.0,66.02
Hira_266,chr1,58456698.0,58459280.0,84.37
Hira_267,chr1,58460234.0,58465981.0,175.75
Hira_268,chr1,58474044.0,58475330.0,80.58
Hira_269,chr1,58483633.0,58485282.0,69.55
Hira_270,chr1,58490616.0,58492056.0,66.95
Hira_271,chr1,58595833.0,58597030.0,65.46
Hira_272,chr1,58615419.0,58616909.0,57.17
Hira_273,chr1,58632000.0,58633804.0,131.78
Hira_274,chr1,58760947.0,58763024.0,112.59
Hira_275,chr1,59255069.0,59256817.0,76.51
Hira_276,chr1,59315132.0,59316525.0,50.43
Hira_277,chr1,59320849.0,59323392.0,157.91
Hira_278,chr1,59375670.0,59378454.0,178.28
Hira_279,chr1,59382282.0,59384074.0,62.14
Hira_280,chr1,59393545.0,59395551.0,84.08
Hira_281,chr1,59421945.0,59423296.0,60.3
Hira_282,chr1,59423343.0,59426127.0,232.98
Hira_283,chr1,59426355.0,59429437.0,173.34
Hira_284,chr1,59437629.0,59439192.0,85.25
Hira_285,chr1,59442055.0,59443666.0,64.92
Hira_286,chr1,59447493.0,59449300.0,134.98
Hira_287,chr1,59451553.0,59453241.0,68.39
Hira_288,chr1,59454954.0,59457816.0,152.32
Hira_289,chr1,59465290.0,59466517.0,56.84
Hira_290,chr1,59471850.0,59473080.0,61.61
Hira_291,chr1,59475291.0,59477180.0,87.84
Hira_292,chr1,59478482.0,59481967.0,175.17
Hira_293,chr1,59484597.0,59489384.0,311.0
Hira_294,chr1,59489756.0,59494404.0,333.61
Hira_295,chr1,59516442.0,59518105.0,51.79
Hira_296,chr1,59518564.0,59520578.0,80.92
Hira_297,chr1,59541281.0,59543007.0,53.62
Hira_298,chr1,59604007.0,59605377.0,67.18
Hira_299,chr1,59606703.0,59608226.0,70.36
Hira_300,chr1,59609587.0,59610952.0,58.83
Hira_301,chr1,59632907.0,59636520.0,59.0
Hira_302,chr1,59636621.0,59638589.0,74.66
Hira_303,chr1,59642685.0,59644624.0,137.57
Hira_304,chr1,59645002.0,59647046.0,83.01
Hira_305,chr1,59651169.0,59655045.0,173.82
Hira_306,chr1,59660052.0,59661561.0,83.13
Hira_307,chr1,59672891.0,59675722.0,162.0
Hira_308,chr1,59682644.0,59684346.0,81.53
Hira_309,chr1,59685868.0,59687307.0,77.85
Hira_310,chr1,59688056.0,59695450.0,644.22
Hira_311,chr1,59695469.0,59701650.0,465.27
Hira_312,chr1,59701709.0,59724033.0,145.34
Hira_313,chr1,59738150.0,59740579.0,64.17
Hira_314,chr1,59752372.0,59753756.0,59.73
Hira_315,chr1,59886503.0,59888061.0,82.67
Hira_316,chr1,59905371.0,59907151.0,60.37
Hira_317,chr1,60074745.0,60079780.0,367.77
Hira_318,chr1,60089677.0,60091016.0,50.25
Hira_319,chr1,60427493.0,60429094.0,57.79
Hira_320,chr1,60438742.0,60440348.0,74.13
Hira_321,chr1,60444739.0,60446437.0,70.2
Hira_322,chr1,60486051.0,60487097.0,58.04
Hira_323,chr1,60568336.0,60570097.0,52.17
Hira_324,chr1,60851082.0,60852390.0,53.29
Hira_325,chr1,60852808.0,60854648.0,78.4
Hira_326,chr1,60859242.0,60860383.0,50.44
Hira_327,chr1,62736612.0,62738453.0,94.71
Hira_328,chr1,62772643.0,62773932.0,64.12
Hira_329,chr1,63065314.0,63066654.0,73.8
Hira_330,chr1,63080782.0,63082277.0,67.34
Hira_331,chr1,63089026.0,63091104.0,88.18
Hira_332,chr1,63091550.0,63094684.0,86.77
Hira_333,chr1,63101926.0,63103526.0,63.24
Hira_334,chr1,63105548.0,63106906.0,74.83
Hira_335,chr1,63107428.0,63108753.0,51.6
Hira_336,chr1,63109287.0,63111146.0,113.75
Hira_337,chr1,63112036.0,63113793.0,108.93
Hira_338,chr1,63117620.0,63120289.0,160.97
Hira_339,chr1,63121291.0,63124936.0,223.26
Hira_340,chr1,63130067.0,63131339.0,51.98
Hira_341,chr1,63135168.0,63142830.0,64.38
Hira_342,chr1,63143036.0,63146101.0,185.18
Hira_343,chr1,63146581.0,63149015.0,181.57
Hira_344,chr1,63156497.0,63158045.0,82.07
Hira_345,chr1,63158824.0,63160807.0,92.79
Hira_346,chr1,63161948.0,63165602.0,201.04
Hira_347,chr1,63167371.0,63169871.0,60.78
Hira_348,chr1,63170786.0,63172521.0,83.9
Hira_349,chr1,63176060.0,63181874.0,272.74
Hira_350,chr1,63182638.0,63184323.0,111.48
Hira_351,chr1,63189748.0,63191504.0,79.74
Hira_352,chr1,63202627.0,63206334.0,87.79
Hira_353,chr1,63211331.0,63213625.0,97.15
Hira_354,chr1,63213887.0,63216211.0,144.0
Hira_355,chr1,63224609.0,63225909.0,54.09
Hira_356,chr1,63235607.0,63237062.0,60.11
Hira_357,chr1,63237234.0,63238459.0,58.9
Hira_358,chr1,63243013.0,63244781.0,79.15
Hira_359,chr1,63245136.0,63246881.0,119.88
Hira_360,chr1,63271297.0,63273182.0,145.46
Hira_361,chr1,63431201.0,63433174.0,81.78
Hira_362,chr1,63440522.0,63443072.0,128.86
Hira_363,chr1,63453604.0,63457130.0,113.44
Hira_364,chr1,63467844.0,63470087.0,78.49
Hira_365,chr1,63470248.0,63471559.0,65.15
Hira_366,chr1,63486394.0,63488976.0,73.25
Hira_367,chr1,63495824.0,63497463.0,59.44
Hira_368,chr1,63505526.0,63508619.0,61.32
Hira_369,chr1,63524326.0,63525642.0,52.49
Hira_370,chr1,63529169.0,63531335.0,73.65
Hira_371,chr1,63557562.0,63559002.0,51.44
Hira_372,chr1,63585484.0,63586970.0,60.66
Hira_373,chr1,63592995.0,63594836.0,59.93
Hira_374,chr1,63614289.0,63615778.0,108.63
Hira_375,chr1,63667426.0,63668589.0,69.63
Hira_376,chr1,64622758.0,64624331.0,59.09
Hira_377,chr1,64689717.0,64690840.0,54.66
Hira_378,chr1,64725310.0,64728873.0,221.83
Hira_379,chr1,64731804.0,64734366.0,135.19
Hira_380,chr1,65211364.0,65213668.0,91.93
Hira_381,chr1,66727226.0,66728720.0,54.38
Hira_382,chr1,70725364.0,70726695.0,91.76
Hira_383,chr1,71564129.0,71566433.0,114.01
Hira_384,chr1,71575566.0,71579017.0,97.64
Hira_385,chr1,71579246.0,71582146.0,237.62
Hira_386,chr1,71582579.0,71591109.0,340.36
Hira_387,chr1,71592317.0,71593969.0,59.36
Hira_388,chr1,71594016.0,71596500.0,106.05
Hira_389,chr1,71600725.0,71603834.0,132.61
Hira_390,chr1,71604644.0,71606327.0,68.9
Hira_391,chr1,71609767.0,71616160.0,488.89
Hira_392,chr1,71616586.0,71619288.0,139.14
Hira_393,chr1,71622703.0,71625452.0,83.34
Hira_394,chr1,71626563.0,71628783.0,105.21
Hira_395,chr1,71636206.0,71639289.0,138.46
Hira_396,chr1,71639928.0,71640982.0,50.93
Hira_397,chr1,71646303.0,71648034.0,75.4
Hira_398,chr1,71650060.0,71652011.0,87.01
Hira_399,chr1,72166391.0,72170445.0,160.4
Hira_400,chr1,72172909.0,72174519.0,78.01
Hira_401,chr1,72182575.0,72187147.0,259.8
Hira_402,chr1,72188075.0,72189615.0,75.79
Hira_403,chr1,72190938.0,72192233.0,52.15
Hira_404,chr1,72192577.0,72194120.0,63.17
Hira_405,chr1,72202158.0,72203718.0,59.65
Hira_406,chr1,72206377.0,72209960.0,212.42
Hira_407,chr1,72212290.0,72214179.0,93.93
Hira_408,chr1,72216872.0,72219251.0,150.32
Hira_409,chr1,72219564.0,72221401.0,75.84
Hira_410,chr1,72223159.0,72228722.0,377.8
Hira_411,chr1,72232598.0,72233752.0,54.94
Hira_412,chr1,72236977.0,72239067.0,205.74
Hira_413,chr1,72239370.0,72245333.0,337.6
Hira_414,chr1,72245429.0,72247267.0,126.94
Hira_415,chr1,72249984.0,72252754.0,51.84
Hira_416,chr1,72254903.0,72260606.0,463.82
Hira_417,chr1,72262450.0,72264109.0,56.06
Hira_418,chr1,72264285.0,72266262.0,82.39
Hira_419,chr1,72271856.0,72273375.0,64.94
Hira_420,chr1,72279383.0,72281486.0,95.91
Hira_421,chr1,72307422.0,72309139.0,54.48
Hira_422,chr1,72311215.0,72312685.0,61.25
Hira_423,chr1,72312925.0,72314864.0,91.32
Hira_424,chr1,72337242.0,72339157.0,67.73
Hira_425,chr1,72371025.0,72373766.0,61.06
Hira_426,chr1,72385936.0,72387453.0,52.24
Hira_427,chr1,72536221.0,72537680.0,78.63
Hira_428,chr1,72676003.0,72677062.0,56.5
Hira_429,chr1,72711891.0,72718120.0,800.08
Hira_430,chr1,72720775.0,72723398.0,89.01
Hira_431,chr1,72789700.0,72792403.0,118.22
Hira_432,chr1,72803819.0,72806347.0,204.56
Hira_433,chr1,72820716.0,72821939.0,50.59
Hira_434,chr1,72822012.0,72823792.0,128.03
Hira_435,chr1,72825939.0,72827861.0,119.01
Hira_436,chr1,72838984.0,72840551.0,56.22
Hira_437,chr1,72846111.0,72855726.0,250.65
Hira_438,chr1,73966546.0,73967745.0,50.14
Hira_439,chr1,74178986.0,74181325.0,113.62
Hira_440,chr1,74242869.0,74245900.0,137.56
Hira_441,chr1,74248016.0,74251818.0,187.45
Hira_442,chr1,74252842.0,74257696.0,311.61
Hira_443,chr1,74265938.0,74271299.0,235.56
Hira_444,chr1,74306391.0,74310260.0,256.81
Hira_445,chr1,74311491.0,74313341.0,74.31
Hira_446,chr1,74329844.0,74332352.0,103.53
Hira_447,chr1,74332988.0,74334557.0,90.99
Hira_448,chr1,74340997.0,74342485.0,56.76
Hira_449,chr1,74343167.0,74345693.0,63.18
Hira_450,chr1,74387146.0,74388898.0,67.15
Hira_451,chr1,74434183.0,74436667.0,74.66
Hira_452,chr1,74437841.0,74442400.0,322.21
Hira_453,chr1,74444046.0,74447030.0,140.65
Hira_454,chr1,74452229.0,74455216.0,106.03
Hira_455,chr1,74462059.0,74463436.0,72.56
Hira_456,chr1,74490535.0,74493864.0,79.48
Hira_457,chr1,74501425.0,74503069.0,75.93
Hira_458,chr1,74506006.0,74507618.0,76.47
Hira_459,chr1,74515995.0,74517360.0,58.83
Hira_460,chr1,74526734.0,74528478.0,71.14
Hira_461,chr1,74530149.0,74533742.0,143.65
Hira_462,chr1,74564484.0,74567203.0,96.42
Hira_463,chr1,74584418.0,74585629.0,57.67
Hira_464,chr1,74588749.0,74592557.0,101.96
Hira_465,chr1,74593728.0,74596162.0,54.08
Hira_466,chr1,74671573.0,74673321.0,51.04
Hira_467,chr1,74713877.0,74715397.0,62.86
Hira_468,chr1,74780086.0,74781784.0,63.02
Hira_469,chr1,74809569.0,74811034.0,77.92
Hira_470,chr1,74824206.0,74827175.0,187.72
Hira_471,chr1,74829607.0,74831119.0,60.85
Hira_472,chr1,74849728.0,74854879.0,67.74
Hira_473,chr1,74856544.0,74858860.0,301.71
Hira_474,chr1,74889824.0,74893422.0,142.24
Hira_475,chr1,74939387.0,74941418.0,110.49
Hira_476,chr1,75125211.0,75126353.0,59.34
Hira_477,chr1,75179344.0,75181404.0,83.02
Hira_478,chr1,75204487.0,75206307.0,108.75
Hira_479,chr1,75207009.0,75208301.0,52.09
Hira_480,chr1,75211577.0,75217222.0,442.54
Hira_481,chr1,75223006.0,75224714.0,80.86
Hira_482,chr1,75234750.0,75236276.0,70.96
Hira_483,chr1,75261489.0,75263904.0,173.44
Hira_484,chr1,75276308.0,75279427.0,303.96
Hira_485,chr1,75316092.0,75317138.0,51.81
Hira_486,chr1,75317971.0,75320866.0,138.39
Hira_487,chr1,75323995.0,75325326.0,59.51
Hira_488,chr1,75328673.0,75330257.0,64.83
Hira_489,chr1,75371079.0,75373694.0,125.84
Hira_490,chr1,75377972.0,75381478.0,180.3
Hira_491,chr1,75385723.0,75387866.0,124.19
Hira_492,chr1,75389376.0,75390604.0,52.92
Hira_493,chr1,75397812.0,75399829.0,78.99
Hira_494,chr1,75420057.0,75421235.0,61.4
Hira_495,chr1,75439256.0,75441727.0,138.43
Hira_496,chr1,75441851.0,75443119.0,69.69
Hira_497,chr1,75446117.0,75447875.0,87.4
Hira_498,chr1,75479281.0,75481713.0,163.91
Hira_499,chr1,75490740.0,75492472.0,63.0
Hira_500,chr1,75498375.0,75500500.0,92.16
Hira_501,chr1,75507248.0,75510010.0,191.85
Hira_502,chr1,75510076.0,75513843.0,235.4
Hira_503,chr1,75588388.0,75589878.0,76.91
Hira_504,chr1,75593510.0,75595796.0,104.72
Hira_505,chr1,75599536.0,75601083.0,52.83
Hira_506,chr1,75667247.0,75668681.0,52.0
Hira_507,chr1,76028124.0,76030074.0,84.19
Hira_508,chr1,77453110.0,77454733.0,78.26
Hira_509,chr1,84636472.0,84638119.0,81.65
Hira_510,chr1,84695758.0,84697303.0,118.66
Hira_511,chr1,84720414.0,84728621.0,604.8
Hira_512,chr1,84731018.0,84732846.0,91.7
Hira_513,chr1,84733466.0,84741315.0,540.33
Hira_514,chr1,84742196.0,84745826.0,222.37
Hira_515,chr1,84748321.0,84753409.0,293.2
Hira_516,chr1,84753651.0,84758432.0,219.03
Hira_517,chr1,84759217.0,84764842.0,379.67
Hira_518,chr1,84765931.0,84768137.0,149.64
Hira_519,chr1,84768361.0,84770016.0,76.7
Hira_520,chr1,84770213.0,84775360.0,329.93
Hira_521,chr1,84775436.0,84779922.0,296.02
Hira_522,chr1,84779994.0,84785650.0,303.56
Hira_523,chr1,84790565.0,84796156.0,166.94
Hira_524,chr1,84802019.0,84803799.0,84.91
Hira_525,chr1,84803848.0,84806271.0,134.64
Hira_526,chr1,84808376.0,84810193.0,86.82
Hira_527,chr1,84810536.0,84811923.0,84.3
Hira_528,chr1,84812148.0,84813849.0,67.08
Hira_529,chr1,84813918.0,84816730.0,177.94
Hira_530,chr1,84817073.0,84818437.0,58.94
Hira_531,chr1,84820379.0,84821422.0,52.15
Hira_532,chr1,84821875.0,84824986.0,135.4
Hira_533,chr1,84839765.0,84841456.0,88.99
Hira_534,chr1,84847679.0,84849376.0,97.91
Hira_535,chr1,84850171.0,84854179.0,206.44
Hira_536,chr1,84860123.0,84865462.0,328.48
Hira_537,chr1,84866131.0,84868138.0,149.42
