name,chr,start,end,length,abs_summit,pileup,-log10(pvalue),fold_enrichment,-log10(qvalue)
WT_peak_97,chr1,19768469,19769068,600,19768648,27,7.13089,2.98632,4.09543
WT_peak_98,chr1,19969134,19969657,524,19969510,28,7.67582,3.09297,4.52976
WT_peak_99,chr1,20285194,20285595,402,20285390,33,8.88745,3.14917,5.51162
WT_peak_100,chr1,20428452,20429112,661,20428965,28,6.80077,2.83294,3.83871
WT_peak_101,chr1,20556045,20556355,311,20556244,30,5.44693,2.37808,2.7966
WT_peak_102,chr1,20562081,20562466,386,20562293,32,7.90047,2.93806,4.71326
WT_peak_103,chr1,20744790,20745347,558,20745065,31,9.39479,3.41293,5.92905
WT_peak_104,chr1,20768625,20769747,1123,20769256,32,8.50672,3.10121,5.20467
WT_peak_105,chr1,20770032,20770818,787,20770516,30,7.65789,2.97411,4.52397
WT_peak_106,chr1,20829519,20829887,369,20829798,23,5.10408,2.5597,2.52813
WT_peak_107,chr1,20891898,20892831,934,20892532,28,6.83037,2.84158,3.86232
WT_peak_108,chr1,20934275,20935012,738,20934901,27,7.13089,2.98632,4.09543
WT_peak_109,chr1,21077968,21078598,631,21078410,30,8.04675,3.08455,4.83384
WT_peak_110,chr1,21163397,21163737,341,21163491,41,8.89852,2.79514,5.52096
WT_peak_111,chr1,21211441,21211891,451,21211637,29,5.19755,2.34615,2.60139
WT_peak_112,chr1,21272792,21273117,326,21272880,27,7.13089,2.98632,4.09543
WT_peak_113,chr1,21301934,21302289,356,21302031,26,5.62553,2.58264,2.92329
WT_peak_114,chr1,21506024,21506551,528,21506243,32,7.96195,2.95442,4.76434
WT_peak_115,chr1,21962500,21963658,1159,21962741,59,8.86725,2.33523,5.49491
WT_peak_116,chr1,22532387,22532999,613,22532596,54,11.82095,2.91275,7.98428
WT_peak_117,chr1,22534311,22535260,950,22534600,56,12.30102,2.93175,8.3977
WT_peak_118,chr1,22690122,22690499,378,22690258,27,6.82633,2.89349,3.85967
WT_peak_119,chr1,22772017,22772659,643,22772261,34,9.20187,3.17772,5.77435
WT_peak_120,chr1,22804245,22804687,443,22804477,48,6.03575,2.08365,3.24825
WT_peak_121,chr1,22804950,22805606,657,22805362,59,10.44292,2.56498,6.80879
WT_peak_122,chr1,22806697,22807191,495,22806956,48,6.23491,2.11725,3.39531
WT_peak_123,chr1,22895172,22895668,497,22895194,24,5.58678,2.66636,2.89281
WT_peak_124,chr1,22988323,22988853,531,22988713,23,4.85944,2.48013,2.3534
WT_peak_125,chr1,23063130,23063818,689,23063650,48,11.74583,3.10667,7.91854
WT_peak_126,chr1,23254482,23255648,1167,23254751,38,10.82447,3.36962,7.1286
WT_peak_127,chr1,23323722,23324134,413,23323910,32,5.47186,2.32108,2.81603
WT_peak_128,chr1,23381042,23382136,1095,23381679,47,10.0606,2.82079,6.48208
WT_peak_129,chr1,23490392,23491000,609,23490612,28,6.29142,2.68606,3.44071
WT_peak_130,chr1,23542636,23543350,715,23542751,24,4.66853,2.37719,2.20524
WT_peak_131,chr1,23673098,23673522,425,23673218,28,6.18395,2.65546,3.35477
WT_peak_132,chr1,23759913,23761513,1601,23761230,78,10.82948,2.29434,7.13289
WT_peak_133,chr1,23796962,23797312,351,23797134,48,8.80241,2.56125,5.44571
WT_peak_134,chr1,23825859,23826341,483,23826088,30,6.61137,2.68563,3.6861
WT_peak_135,chr1,23922757,23924033,1277,23923690,46,16.58166,4.2552,12.24247
WT_peak_136,chr1,23953893,23954731,839,23954116,26,6.60073,2.87966,3.67728
WT_peak_137,chr1,24098516,24099226,711,24099001,60,12.10344,2.78945,8.22526
WT_peak_138,chr1,24133259,24133946,688,24133706,38,8.68049,2.86205,5.34762
WT_peak_139,chr1,24246502,24246812,311,24246620,30,6.2471,2.58801,3.4054
WT_peak_140,chr1,24264329,24265383,1055,24265115,52,11.91984,2.99423,8.06468
WT_peak_141,chr1,24289400,24289735,336,24289653,29,5.30636,2.37503,2.68632
WT_peak_142,chr1,24311766,24312152,387,24311863,27,7.13089,2.98632,4.09543
WT_peak_143,chr1,24335381,24335878,498,24335672,25,4.92431,2.41514,2.40411
WT_peak_144,chr1,24453476,24453805,330,24453512,23,5.10408,2.5597,2.52813
WT_peak_145,chr1,24587905,24588529,625,24588443,63,6.16267,1.91048,3.33734
WT_peak_146,chr1,24611842,24612274,433,24611977,52,7.82095,2.30558,4.64801
WT_peak_147,chr1,24613257,24613833,577,24613796,45,5.19098,1.98496,2.59571
WT_peak_148,chr1,24614027,24615213,1187,24614651,65,13.04704,2.80285,9.05107
WT_peak_149,chr1,24632784,24633689,906,24632917,32,6.34803,2.53756,3.4856
WT_peak_150,chr1,24646251,24646805,555,24646739,25,5.28542,2.52454,2.66996
WT_peak_151,chr1,24674069,24674407,339,24674202,27,5.48819,2.49982,2.82897
WT_peak_152,chr1,24683873,24684364,492,24684128,50,22.67723,5.43936,18.03762
WT_peak_153,chr1,25118244,25118832,589,25118588,34,8.57734,3.01592,5.26273
WT_peak_154,chr1,25119033,25119346,314,25119215,32,7.42713,2.81342,4.33637
WT_peak_155,chr1,25229050,25229561,512,25229306,44,10.96107,3.11068,7.24673
WT_peak_156,chr1,25508511,25508821,311,25508711,28,6.23743,2.67067,3.39736
WT_peak_157,chr1,25619164,25619563,400,25619348,28,7.67582,3.09297,4.52976
WT_peak_158,chr1,25827983,25829478,1496,25828799,55,9.11553,2.44934,5.70235
WT_peak_159,chr1,26094842,26095590,749,26095122,32,9.99444,3.51959,6.42638
WT_peak_160,chr1,26686027,26688353,2327,26686900,41,11.48699,3.36649,7.69444
WT_peak_161,chr1,27031943,27032452,510,27031982,25,6.08585,2.77301,3.27594
WT_peak_162,chr1,27736113,27736530,418,27736285,33,10.6068,3.62624,6.94168
WT_peak_163,chr1,29484908,29485353,446,29485091,29,8.23508,3.19963,4.97966
WT_peak_164,chr1,29736295,29737567,1273,29737143,37,13.17642,4.05286,9.1601
WT_peak_165,chr1,30776654,30777163,510,30776923,27,5.99659,2.6468,3.21723
WT_peak_166,chr1,30786200,30787156,957,30786378,29,7.47493,2.97584,4.37492
WT_peak_167,chr1,30793447,30793894,448,30793717,26,6.22429,2.76351,3.38684
WT_peak_168,chr1,30950584,30951243,660,30950742,29,7.66796,3.03196,4.52976
WT_peak_169,chr1,31614957,31615519,563,31615230,28,7.67582,3.09297,4.52976
WT_peak_170,chr1,32173365,32173946,582,32173594,54,9.08569,2.46598,5.67755
WT_peak_171,chr1,32741018,32741334,317,32741066,22,4.52582,2.41561,2.11301
WT_peak_172,chr1,33174855,33175506,652,33175092,26,6.16709,2.74602,3.34104
WT_peak_173,chr1,33673855,33674168,314,33673956,33,8.02352,2.92192,4.81464
WT_peak_174,chr1,33688330,33689497,1168,33688974,47,6.86058,2.24282,3.88678
WT_peak_175,chr1,33712920,33713544,625,33713264,33,6.85734,2.62702,3.88419
WT_peak_176,chr1,33746053,33746363,311,33746134,35,6.41286,2.45165,3.53749
WT_peak_177,chr1,33754390,33754759,370,33754615,45,7.12615,2.3324,4.09543
WT_peak_178,chr1,33837243,33837755,513,33837485,41,10.88786,3.22963,7.18397
WT_peak_179,chr1,33882691,33883034,344,33882924,26,5.99891,2.69488,3.21904
WT_peak_180,chr1,33905418,33906433,1016,33905655,40,8.57761,2.7629,5.26279
WT_peak_181,chr1,34330491,34330986,496,34330693,25,5.92317,2.7218,3.15918
WT_peak_182,chr1,34378217,34378763,547,34378458,30,8.8082,3.30628,5.44571
WT_peak_183,chr1,34457556,34459086,1531,34458360,61,7.73902,2.14557,4.58163
WT_peak_184,chr1,34460559,34460880,322,34460677,53,5.29173,1.89524,2.67498
WT_peak_185,chr1,34471413,34472046,634,34471830,51,6.61162,2.12955,3.68629
WT_peak_186,chr1,34473319,34474144,826,34473518,59,8.74995,2.31839,5.40541
WT_peak_187,chr1,34560091,34560508,418,34560126,28,4.29889,2.13795,1.93956
WT_peak_188,chr1,34580243,34580808,566,34580644,52,5.96156,2.01165,3.18935
WT_peak_189,chr1,34634874,34635556,683,34635360,48,5.6085,2.01182,2.91017
WT_peak_190,chr1,34636487,34636879,393,34636636,53,6.40729,2.06669,3.53353
WT_peak_191,chr1,34654945,34655418,474,34655172,30,5.51311,2.39523,2.8483
WT_peak_192,chr1,34678408,34678727,320,34678497,57,6.47748,2.02239,3.58988
WT_peak_193,chr1,34723730,34724610,881,34724511,47,7.7541,2.39975,4.59401
WT_peak_194,chr1,34751692,34752021,330,34751770,66,6.28,1.89617,3.43147
WT_peak_195,chr1,34805014,34806737,1724,34805594,33,10.37283,3.55928,6.74895
WT_peak_196,chr1,34892285,34893217,933,34892468,43,5.83818,2.13665,3.09156
WT_peak_197,chr1,34928360,34929037,678,34928545,52,5.28438,1.90591,2.66925
WT_peak_198,chr1,34929363,34930558,1196,34929672,60,8.46988,2.2619,5.17427
WT_peak_199,chr1,34960003,34960616,614,34960536,28,7.67582,3.09297,4.52976
WT_peak_200,chr1,35258118,35258675,558,35258515,31,9.39479,3.41293,5.92905
WT_peak_201,chr1,35386520,35387333,814,35386653,31,4.96838,2.2264,2.43806
WT_peak_202,chr1,35403986,35404296,311,35404222,35,6.73701,2.52656,3.78711
WT_peak_203,chr1,35452926,35454053,1128,35453493,44,10.31056,2.97631,6.69574
WT_peak_204,chr1,35466090,35466717,628,35466454,26,5.22894,2.4653,2.62556
WT_peak_205,chr1,35713858,35714547,690,35714004,25,6.08585,2.77301,3.27594
WT_peak_206,chr1,35754750,35755188,439,35754974,29,5.53097,2.43499,2.86238
WT_peak_207,chr1,35807275,35807732,458,35807392,23,3.91137,2.17901,1.66431
WT_peak_208,chr1,35817858,35818196,339,35818074,29,6.29181,2.64171,3.44083
WT_peak_209,chr1,35889873,35890380,508,35890080,28,4.82452,2.27903,2.32652
WT_peak_210,chr1,36255250,36256206,957,36255526,42,10.2205,3.03773,6.61883
WT_peak_211,chr1,36268533,36269403,871,36268756,71,7.8844,2.04127,4.70024
WT_peak_212,chr1,36308363,36308778,416,36308507,39,8.25859,2.72984,4.9989
WT_peak_213,chr1,36369541,36370318,778,36369999,54,13.17504,3.14591,9.1601
WT_peak_214,chr1,36409208,36409520,313,36409446,40,6.38906,2.30818,3.51904
WT_peak_215,chr1,36471987,36473357,1371,36472559,72,15.0023,2.90089,10.79647
WT_peak_216,chr1,36559457,36560195,739,36560149,48,6.06854,2.08918,3.27441
WT_peak_217,chr1,36741191,36741627,437,36741350,60,12.28896,2.8175,8.3869
WT_peak_218,chr1,36741908,36742232,325,36742123,52,8.94185,2.48729,5.55742
WT_peak_219,chr1,36743136,36743568,433,36743369,44,5.41126,2.04038,2.76866
WT_peak_220,chr1,36780300,36780924,625,36780675,41,6.4095,2.28835,3.53515
WT_peak_221,chr1,36785846,36786215,370,36786017,32,7.20215,2.75498,4.15296
WT_peak_222,chr1,37171149,37172025,877,37171890,42,8.78759,2.73706,5.43673
WT_peak_223,chr1,37197630,37198466,837,37198202,34,8.80167,3.07357,5.44571
WT_peak_224,chr1,37271724,37272199,476,37271949,28,6.15739,2.64792,3.3335
WT_peak_225,chr1,37300498,37302280,1783,37301185,47,14.21527,3.65603,10.08567
WT_peak_226,chr1,37539169,37540204,1036,37539896,42,8.76121,2.73165,5.41454
WT_peak_227,chr1,37541627,37542697,1071,37542196,55,12.70512,3.0306,8.74874
WT_peak_228,chr1,37580282,37580651,370,37580403,34,4.71344,2.09123,2.24064
WT_peak_229,chr1,37580794,37581133,340,37580910,40,7.35606,2.50559,4.279
WT_peak_230,chr1,37613301,37613762,462,37613546,60,11.74097,2.735,7.91454
WT_peak_231,chr1,37625099,37625409,311,37625161,34,4.34973,2.00909,1.97829
WT_peak_232,chr1,37631903,37632396,494,37632299,32,4.73378,2.14295,2.25604
WT_peak_233,chr1,37637451,37638841,1391,37637967,43,11.94073,3.36731,8.08297
WT_peak_234,chr1,37675963,37677328,1366,37677109,45,11.63123,3.20739,7.82007
WT_peak_235,chr1,37688113,37688477,365,37688198,36,4.90533,2.09031,2.38934
WT_peak_236,chr1,37709932,37710479,548,37710398,42,7.45099,2.46831,4.35576
WT_peak_237,chr1,37720610,37721521,912,37720879,66,8.91022,2.22981,5.53124
WT_peak_238,chr1,37807490,37807800,311,37807556,26,6.60073,2.87966,3.67728
WT_peak_239,chr1,37868306,37868852,547,37868520,29,5.11212,2.32355,2.53443
WT_peak_240,chr1,37869537,37870288,752,37869981,34,8.17746,2.91438,4.94145
WT_peak_241,chr1,37979736,37980188,453,37979924,36,9.45778,3.1378,5.9817
WT_peak_242,chr1,38163193,38163582,390,38163486,32,4.67979,2.13005,2.21451
WT_peak_243,chr1,38210821,38211420,600,38211244,66,6.67378,1.94584,3.73614
WT_peak_244,chr1,38218828,38219459,632,38219001,59,8.96612,2.34945,5.57759
WT_peak_245,chr1,38390015,38390325,311,38390204,35,5.85181,2.32369,3.10243
WT_peak_246,chr1,38438889,38439556,668,38439455,27,5.43991,2.48602,2.79096
WT_peak_247,chr1,38600537,38601326,790,38601084,39,7.74514,2.61868,4.58673
WT_peak_248,chr1,38624509,38624861,353,38624774,64,7.00168,2.00935,4.00118
WT_peak_249,chr1,38625255,38626415,1161,38625441,69,8.03616,2.08185,4.82525
WT_peak_250,chr1,38697985,38698485,501,38698064,39,7.87031,2.64561,4.68859
WT_peak_251,chr1,38735816,38736251,436,38736010,39,6.11056,2.27579,3.29598
WT_peak_252,chr1,38767455,38767822,368,38767588,41,6.56886,2.3198,3.66313
WT_peak_253,chr1,38837018,38837729,712,38837233,35,8.18454,2.87125,4.94668
WT_peak_254,chr1,38838108,38838469,362,38838372,32,5.94986,2.43843,3.18005
WT_peak_255,chr1,38896265,38897059,795,38896851,52,10.89959,2.81611,7.19386
WT_peak_256,chr1,38930154,38930712,559,38930326,35,10.3124,3.41307,6.69735
WT_peak_257,chr1,38965392,38965890,499,38965654,27,5.11407,2.39349,2.53544
WT_peak_258,chr1,38967149,38967775,627,38967413,32,7.90047,2.93806,4.71326
WT_peak_259,chr1,39013551,39014060,510,39013900,30,5.29562,2.33902,2.67805
WT_peak_260,chr1,39035753,39036277,525,39036050,29,6.08551,2.58507,3.27594
WT_peak_261,chr1,39103276,39103847,572,39103338,31,6.66548,2.6577,3.72973
WT_peak_262,chr1,39172776,39173124,349,39172969,33,6.96018,2.65252,3.96749
WT_peak_263,chr1,39177981,39178433,453,39178278,39,7.77001,2.62402,4.60679
WT_peak_264,chr1,39192607,39193073,467,39192843,51,6.47751,2.10807,3.58988
WT_peak_265,chr1,39194648,39196325,1678,39195385,78,18.05062,3.1432,13.61345
WT_peak_266,chr1,39344574,39344884,311,39344664,39,5.89843,2.23234,3.13937
WT_peak_267,chr1,39357832,39358372,541,39358112,35,5.66912,2.28245,2.95845
WT_peak_268,chr1,39361464,39361806,343,39361763,31,5.12648,2.26561,2.54559
WT_peak_269,chr1,39476806,39477822,1017,39477416,43,12.01328,3.38342,8.14609
WT_peak_270,chr1,39499578,39499989,412,39499737,24,5.58678,2.66636,2.89281
WT_peak_271,chr1,39582407,39582861,455,39582648,34,5.41005,2.25011,2.76755
WT_peak_272,chr1,39619868,39620286,419,39620033,26,6.60073,2.87966,3.67728
WT_peak_273,chr1,39634226,39634688,463,39634394,27,5.89104,2.61604,3.13337
WT_peak_274,chr1,39634814,39635161,348,39635014,27,6.05013,2.66246,3.25971
WT_peak_275,chr1,39651052,39652181,1130,39651941,52,12.37462,3.07528,8.46206
WT_peak_276,chr1,39698062,39698438,377,39698332,36,9.26043,3.08892,5.82362
WT_peak_277,chr1,39713453,39713955,503,39713673,28,5.18774,2.37783,2.59316
WT_peak_278,chr1,39719977,39720368,392,39720198,24,5.54094,2.65165,2.87026
WT_peak_279,chr1,39738110,39738551,442,39738352,22,4.2721,2.33183,1.91946
WT_peak_280,chr1,39757574,39757884,311,39757646,23,5.10408,2.5597,2.52813
WT_peak_281,chr1,39862952,39863713,762,39863547,34,9.37474,3.22322,5.91985
WT_peak_282,chr1,39870246,39870947,702,39870375,32,6.22816,2.50758,3.39011
WT_peak_283,chr1,40054778,40055190,413,40054982,40,9.54918,2.97487,6.05867
WT_peak_284,chr1,40055830,40056578,749,40056427,39,8.20568,2.7183,4.96475
WT_peak_285,chr1,40113060,40113518,459,40113136,25,5.2357,2.50939,2.63068
WT_peak_286,chr1,40158143,40158502,360,40158251,27,6.43972,2.77745,3.55897
WT_peak_287,chr1,40325113,40325886,774,40325619,43,4.9085,1.96457,2.3915
WT_peak_288,chr1,40326463,40326880,418,40326670,54,8.80728,2.42208,5.44571
WT_peak_289,chr1,40379381,40379743,363,40379551,37,6.82677,2.48269,3.85995
WT_peak_290,chr1,40380514,40381476,963,40380791,39,7.99758,2.6731,4.79379
WT_peak_291,chr1,40391875,40392213,339,40392116,34,7.49179,2.74385,4.38897
WT_peak_292,chr1,40497034,40497604,571,40497268,39,7.38175,2.54107,4.29977
WT_peak_293,chr1,40522117,40522606,490,40522163,25,6.08585,2.77301,3.27594
WT_peak_294,chr1,40543171,40543512,342,40543443,30,5.02567,2.26978,2.48254
WT_peak_295,chr1,40548722,40549242,521,40548938,42,9.56131,2.89767,6.06788
WT_peak_296,chr1,40580220,40581086,867,40580514,43,10.1881,2.99013,6.59147
WT_peak_297,chr1,40682325,40683757,1433,40682523,77,11.22734,2.35242,7.4727
WT_peak_298,chr1,40889818,40890454,637,40890071,41,8.34242,2.67871,5.06794
WT_peak_299,chr1,40890776,40891143,368,40890950,43,9.77406,2.90419,6.24737
WT_peak_300,chr1,40969798,40970490,693,40970084,32,6.95778,2.69208,3.96539
WT_peak_301,chr1,41002229,41002744,516,41002490,32,8.1496,3.00462,4.9182
WT_peak_302,chr1,41127539,41127952,414,41127914,39,5.53058,2.15745,2.86238
WT_peak_303,chr1,41158177,41158487,311,41158373,28,6.02642,2.61085,3.24092
WT_peak_304,chr1,41158907,41159307,401,41159159,32,8.95205,3.2237,5.56578
WT_peak_305,chr1,41166246,41166655,410,41166424,31,7.87229,2.9811,4.69001
WT_peak_306,chr1,41392952,41393421,470,41393184,30,8.56513,3.23469,5.25298
WT_peak_307,chr1,41891025,41891382,358,41891164,30,6.45257,2.64291,3.56969
WT_peak_308,chr1,42230108,42230803,696,42230357,32,8.1496,3.00462,4.9182
WT_peak_309,chr1,42231082,42231392,311,42231197,32,8.1496,3.00462,4.9182
WT_peak_310,chr1,42241073,42241522,450,42241265,29,8.23508,3.19963,4.97966
WT_peak_311,chr1,42295481,42295842,362,42295689,27,6.32568,2.74359,3.46748
WT_peak_312,chr1,42388137,42388698,562,42388276,30,7.94747,3.05617,4.75199
WT_peak_313,chr1,42415244,42415599,356,42415303,39,5.03519,2.05737,2.48956
WT_peak_314,chr1,42490887,42491526,640,42491288,48,7.20829,2.28291,4.15819
WT_peak_315,chr1,42492588,42493381,794,42492851,51,7.9593,2.34784,4.76214
WT_peak_316,chr1,42683623,42683942,320,42683869,72,6.68869,1.8912,3.74846
WT_peak_317,chr1,42685385,42685967,583,42685646,75,6.55555,1.85109,3.65252
WT_peak_318,chr1,42699600,42700260,661,42700087,76,11.07053,2.34869,7.34111
WT_peak_319,chr1,42781399,42782125,727,42781681,52,11.09051,2.84906,7.35818
WT_peak_320,chr1,42847611,42848037,427,42847770,30,6.97002,2.78311,3.97526
WT_peak_321,chr1,42915490,42916311,822,42915720,35,7.12808,2.61799,4.09543
WT_peak_322,chr1,42922418,42922793,376,42922560,39,6.09097,2.27177,3.27992
