name,chr,start,end,Xi.pval,Xi_Xa,location
faire_48135,chrX,8144847,8146371,0.86366,Xa_only,inactivated
faire_48136,chrX,8175239,8176623,0.26228,Xa_only,inactivated
faire_48137,chrX,8192458,8193459,0.28133,,inactivated
faire_48138,chrX,8251993,8253248,0.16282,Xa_only,inactivated
faire_48139,chrX,9240540,9241406,1,Xa_only,no_ase_genedata
faire_48140,chrX,9248632,9249572,1,,nontranscribed
faire_48141,chrX,10216474,10217214,0.51218,,inactivated
faire_48142,chrX,10714471,10715371,0.7342,,no_ase_genedata
faire_48143,chrX,10717044,10717920,1,,no_ase_genedata
faire_48144,chrX,11665297,11666132,1,Xa_only,intergenic
faire_48145,chrX,11999667,12000335,0.28174,,intergenic
faire_48146,chrX,12005064,12006416,1,,intergenic
faire_48147,chrX,12049723,12050569,0.62918,,inactivated
faire_48148,chrX,12123583,12124414,0.0449,,inactivated
faire_48149,chrX,12133111,12133955,0.04358,Xa_only,inactivated
faire_48150,chrX,12136515,12137783,0.48417,,inactivated
faire_48151,chrX,12153323,12153939,0.40301,,inactivated
faire_48152,chrX,12157269,12158069,0.16232,,inactivated
faire_48153,chrX,12161185,12161885,0.28209,,inactivated
faire_48154,chrX,12252062,12252999,0.68922,Xa_only,intergenic
faire_48155,chrX,12286965,12287996,0.07633,Xa_only,intergenic
faire_48156,chrX,12299120,12300115,0.53036,Xa_only,intergenic
faire_48157,chrX,12301975,12302857,1,Xa_only,intergenic
faire_48158,chrX,12308281,12309249,0.1788,Xa_only,intergenic
faire_48159,chrX,12341070,12342345,1,Xa_only,no_ase_genedata
faire_48160,chrX,12344567,12345760,1,,no_ase_genedata
faire_48161,chrX,12346713,12347719,0.1777,Xa_only,no_ase_genedata
faire_48162,chrX,12347947,12348677,0.9298,Xa_only,no_ase_genedata
faire_48163,chrX,12467968,12468791,1,,intergenic
faire_48164,chrX,12540792,12541498,0.08007,Xa_only,intergenic
faire_48165,chrX,12587190,12587996,0.62906,Xa_only,inactivated
faire_48166,chrX,12672772,12674031,0.73547,Xa_only,inactivated
faire_48167,chrX,12855356,12856045,0.40602,,intergenic
faire_48168,chrX,12859919,12860809,0.38959,Xa_only,intergenic
faire_48169,chrX,12873470,12874341,1,,intergenic
faire_48170,chrX,12916034,12917616,0.62653,Xa_only,intergenic
faire_48171,chrX,12927918,12929084,1,,intergenic
faire_48172,chrX,12974288,12975350,0.04417,Xa_only,intergenic
faire_48173,chrX,13041336,13042539,1,,no_ase_genedata
faire_48174,chrX,13070442,13071853,0.6052,Xa_only,inactivated
faire_48175,chrX,13207725,13208665,0.35034,Xa_only,intergenic
faire_48176,chrX,13230409,13231321,1,Xa_only,no_ase_genedata
faire_48177,chrX,13271010,13271667,0.0106,Xi_only,intergenic
faire_48178,chrX,13280489,13281307,1,Xa_only,inactivated
faire_48179,chrX,13344338,13345319,1,,intergenic
faire_48180,chrX,13346724,13348006,0.80401,Xa_only,intergenic
faire_48181,chrX,13461078,13462251,0.62927,,no_ase_genedata
faire_48182,chrX,16618090,16618900,1,Xa_only,inactivated
faire_48183,chrX,17571339,17572736,1,,inactivated
faire_48184,chrX,18161952,18162922,1,Xa_only,escaping
faire_48185,chrX,18461491,18462468,0.51117,Xa_only,nontranscribed
faire_48186,chrX,20162045,20162951,1,,no_ase_genedata
faire_48187,chrX,20356027,20356746,0.92879,Xa_only,intergenic
faire_48188,chrX,20364056,20364897,0.62836,Xa_only,inactivated
faire_48189,chrX,20424922,20426027,1,,no_ase_genedata
faire_48190,chrX,20426592,20427448,0.73366,,no_ase_genedata
faire_48191,chrX,20657937,20658772,0.48258,,no_ase_genedata
faire_48192,chrX,20662462,20663376,1,Xa_only,no_ase_genedata
faire_48193,chrX,20687321,20689365,0.2834,,no_ase_genedata
faire_48194,chrX,20703982,20704874,1,,no_ase_genedata
faire_48195,chrX,20770831,20771595,1,,intergenic
faire_48196,chrX,20848100,20848878,1,,inactivated
faire_48197,chrX,20920675,20921574,1,,nontranscribed
faire_48198,chrX,20950208,20951319,0.48136,Xa_only,inactivated
faire_48199,chrX,20961351,20962580,1,,inactivated
faire_48200,chrX,23360218,23361173,0.68641,Xa_only,no_ase_genedata
faire_48201,chrX,23361296,23362165,0.17841,Xa_only,no_ase_genedata
faire_48202,chrX,23692577,23693458,1,,no_ase_genedata
faire_48203,chrX,32204255,32205513,0.08025,,intergenic
faire_48204,chrX,35877559,35878486,1,,intergenic
faire_48205,chrX,35888410,35889101,1,,no_ase_genedata
faire_48206,chrX,36644352,36646392,0.28077,,no_ase_genedata
faire_48207,chrX,36646444,36647320,1,,no_ase_genedata
faire_48208,chrX,36743121,36743968,1,,no_ase_genedata
faire_48209,chrX,36744574,36745398,1,,no_ase_genedata
faire_48210,chrX,36795963,36796851,1,,no_ase_genedata
faire_48211,chrX,36807408,36808626,1,,intergenic
faire_48212,chrX,36810598,36811980,0.05902,,intergenic
faire_48213,chrX,36816835,36817842,1,,intergenic
faire_48214,chrX,36830119,36830918,1,,intergenic
faire_48215,chrX,36836675,36837846,1,,intergenic
faire_48216,chrX,36863947,36864818,1,,no_ase_genedata
faire_48217,chrX,36873788,36874647,1,,no_ase_genedata
faire_48218,chrX,37042586,37043354,1,,intergenic
faire_48219,chrX,37071340,37072133,1,,intergenic
faire_48220,chrX,37074310,37075055,1,,intergenic
faire_48221,chrX,37084899,37085985,1,,no_ase_genedata
faire_48222,chrX,37109896,37110927,1,,inactivated
faire_48223,chrX,37117342,37118373,0.27813,,intergenic
faire_48224,chrX,37126358,37127159,0.28025,Xa_only,escaping
faire_48225,chrX,37210754,37212170,1,,nontranscribed
faire_48226,chrX,37815492,37816348,1,Xa_only,intergenic
faire_48227,chrX,37817010,37818147,1,,intergenic
faire_48228,chrX,37823242,37823979,0.05857,,no_ase_genedata
faire_48229,chrX,37971748,37972711,1,,intergenic
faire_48230,chrX,37978345,37981310,1,,intergenic
faire_48231,chrX,38084009,38084890,1,,nontranscribed
faire_48232,chrX,38189420,38190209,1,,inactivated
faire_48233,chrX,38438253,38439052,1,,no_ase_genedata
faire_48234,chrX,38456056,38456684,1,,no_ase_genedata
faire_48235,chrX,38473230,38474313,0.2598,Xa_only,intergenic
faire_48236,chrX,38564330,38565218,1,,no_ase_genedata
faire_48237,chrX,38566376,38567369,1,,no_ase_genedata
faire_48238,chrX,38575793,38576832,1,,no_ase_genedata
faire_48239,chrX,38589681,38590265,1,,intergenic
faire_48240,chrX,38600296,38601131,1,,no_ase_genedata
faire_48241,chrX,38634581,38635723,1,,no_ase_genedata
faire_48242,chrX,41911704,41912389,1,,no_ase_genedata
faire_48243,chrX,41924228,41925324,1,,intergenic
faire_48244,chrX,42067955,42068861,1,Xa_only,inactivated
faire_48245,chrX,42151747,42152574,1,,no_ase_genedata
faire_48246,chrX,44783607,44784807,0.04446,Xa_only,no_ase_genedata
faire_48247,chrX,47992366,47993299,0.00063,XaXi,intergenic
faire_48248,chrX,47998211,47999151,0.31501,,intergenic
faire_48249,chrX,48094363,48095277,1,,intergenic
faire_48250,chrX,48143199,48144370,0.10267,Xa_only,no_ase_genedata
faire_48251,chrX,48202092,48202996,1,,no_ase_genedata
faire_48252,chrX,48208306,48209181,1,,no_ase_genedata
faire_48253,chrX,48234240,48235103,0.40139,Xa_only,intergenic
faire_48254,chrX,48256394,48257338,0,XaXi,escaping
faire_48255,chrX,48284376,48285136,0.48504,,escaping
faire_48256,chrX,48302506,48303137,0.10253,,intergenic
faire_48257,chrX,48314348,48315229,0.51229,,intergenic
faire_48258,chrX,48317893,48318885,1,Xa_only,intergenic
faire_48259,chrX,48343276,48344055,1,Xa_only,no_ase_genedata
faire_48260,chrX,48409625,48410746,1,,inactivated
faire_48261,chrX,48424599,48426167,0.48444,,inactivated
faire_48262,chrX,48493214,48494078,0.04353,,no_ase_genedata
faire_48263,chrX,48513005,48514075,0.92864,Xa_only,no_ase_genedata
faire_48264,chrX,48623145,48624181,1,Xa_only,inactivated
faire_48265,chrX,48694555,48695480,0.72428,Xa_only,inactivated
faire_48266,chrX,50618674,50619423,0.93001,Xa_only,no_ase_genedata
faire_48267,chrX,50619824,50620526,0.01712,Xi_only,no_ase_genedata
faire_48268,chrX,50634966,50635697,1,,no_ase_genedata
faire_48269,chrX,50968395,50969162,0.10323,,intergenic
faire_48270,chrX,51017638,51018335,1,,no_ase_genedata
faire_48271,chrX,51019696,51020342,1,,no_ase_genedata
faire_48272,chrX,51242860,51244051,1,,intergenic
faire_48273,chrX,52261499,52262085,1,,intergenic
faire_48274,chrX,52348533,52349880,0.11852,Xa_only,no_ase_genedata
faire_48275,chrX,52372146,52373121,1,,no_ase_genedata
faire_48276,chrX,53219534,53220504,0.00511,XaXi,no_ase_genedata
faire_48277,chrX,53268675,53270381,0.80828,Xa_only,inactivated
faire_48278,chrX,53369398,53370838,1,,inactivated
faire_48279,chrX,56322445,56323341,0.06659,Xa_only,escaping
faire_48280,chrX,56335538,56336402,1,,intergenic
faire_48281,chrX,56427383,56427971,0.77497,Xa_only,intergenic
faire_48282,chrX,56454327,56455225,0.28123,,no_ase_genedata
faire_48283,chrX,56455439,56456311,1,Xa_only,no_ase_genedata
faire_48284,chrX,56596923,56598640,1,,no_ase_genedata
faire_48285,chrX,56694358,56695289,0.26363,Xa_only,intergenic
faire_48286,chrX,56729852,56730548,1,Xa_only,inactivated
faire_48287,chrX,57085256,57086005,0.16302,,inactivated
faire_48288,chrX,57392694,57393578,1,,inactivated
faire_48289,chrX,58013295,58014768,0.80811,,intergenic
faire_48290,chrX,58030122,58030971,1,,no_ase_genedata
faire_48291,chrX,61722894,61723782,0.81015,,intergenic
faire_48292,chrX,64157329,64157811,0.48394,Xa_only,intergenic
faire_48293,chrX,68678054,68678916,0.28063,Xa_only,no_ase_genedata
faire_48294,chrX,70330235,70331062,0.01381,XaXi,intergenic
faire_48295,chrX,70931374,70932219,1,,intergenic
faire_48296,chrX,71214464,71215368,0.73151,Xa_only,inactivated
faire_48297,chrX,71492452,71493059,0.48408,,inactivated
faire_48298,chrX,71555403,71556282,0.73166,Xa_only,inactivated
faire_48299,chrX,71811880,71813141,0.38957,Xa_only,inactivated
faire_48300,chrX,72819327,72820230,1,,intergenic
faire_48301,chrX,72917975,72918988,1,,inactivated
faire_48302,chrX,73007881,73008654,0.28475,Xa_only,no_ase_genedata
faire_48303,chrX,73053713,73054593,0.40263,Xa_only,intergenic
faire_48304,chrX,73227672,73228659,1,Xa_only,inactivated
faire_48305,chrX,73458613,73459768,0.35481,Xa_only,inactivated
faire_48306,chrX,73566910,73568084,0.26363,Xa_only,no_ase_genedata
faire_48307,chrX,73570768,73571527,0.80867,,no_ase_genedata
faire_48308,chrX,73576556,73577505,1,,intergenic
faire_48309,chrX,73582602,73583440,0.68505,Xa_only,intergenic
faire_48310,chrX,73583943,73584880,1,Xa_only,intergenic
faire_48311,chrX,73593007,73593906,0.75246,Xa_only,intergenic
faire_48312,chrX,73594256,73596469,0.45922,Xa_only,intergenic
faire_48313,chrX,73627267,73628173,1,Xa_only,intergenic
faire_48314,chrX,73671955,73672752,0.48195,,inactivated
faire_48315,chrX,73715440,73717419,1,Xa_only,inactivated
faire_48316,chrX,73718095,73719295,1,Xa_only,inactivated
faire_48317,chrX,73786195,73787434,1,,inactivated
faire_48318,chrX,73914559,73915604,0.6,Xa_only,inactivated
faire_48319,chrX,73921510,73922397,0.73043,Xa_only,inactivated
faire_48320,chrX,73930359,73931323,1,Xa_only,inactivated
faire_48321,chrX,73966032,73968308,1,,inactivated
faire_48322,chrX,74031986,74032666,1,,no_ase_genedata
faire_48323,chrX,74085495,74086347,1,Xa_only,no_ase_genedata
faire_48324,chrX,74246049,74246946,0.7339,,inactivated
faire_48325,chrX,74254392,74255117,1,Xa_only,inactivated
faire_48326,chrX,74269881,74271779,0.4401,Xa_only,inactivated
faire_48327,chrX,74281316,74282222,0.73411,Xa_only,inactivated
faire_48328,chrX,74282361,74283146,0.80953,,inactivated
faire_48329,chrX,74296553,74297537,0.16767,Xa_only,no_ase_genedata
faire_48330,chrX,74312546,74313366,1,Xa_only,inactivated
faire_48331,chrX,74358905,74359761,0.28256,,inactivated
faire_48332,chrX,74372888,74373765,0.92959,Xa_only,inactivated
faire_48333,chrX,74392683,74393691,0.51311,Xa_only,inactivated
faire_48334,chrX,74428492,74430115,1,,inactivated
faire_48335,chrX,75095474,75096426,1,,inactivated
faire_48336,chrX,75130608,75131475,1,,inactivated
faire_48337,chrX,75513923,75515076,0.17253,Xa_only,inactivated
faire_48338,chrX,75673538,75674876,1,Xa_only,intergenic
faire_48339,chrX,75874749,75875645,1,,inactivated
faire_48340,chrX,77433137,77433972,1,,intergenic
faire_48341,chrX,77508803,77509791,1,,inactivated
faire_48342,chrX,77510505,77511198,1,,inactivated
faire_48343,chrX,77511629,77512366,1,,inactivated
faire_48344,chrX,77795599,77796504,0.80963,Xa_only,inactivated
faire_48345,chrX,79671210,79672096,0.07986,Xa_only,no_ase_genedata
faire_48346,chrX,85497612,85498597,0.16155,,intergenic
faire_48347,chrX,85573148,85574187,0.40224,Xa_only,inactivated
faire_48348,chrX,85676624,85677306,0.11647,,intergenic
faire_48349,chrX,85776398,85777759,0.48104,,inactivated
faire_48350,chrX,87237880,87238567,1,,nontranscribed
faire_48351,chrX,93631810,93632734,0.48384,,inactivated
faire_48352,chrX,93674620,93675487,1,,no_ase_genedata
faire_48353,chrX,93889513,93890438,1,,intergenic
faire_48354,chrX,93956663,93957329,0.80785,,intergenic
faire_48355,chrX,93959964,93960658,0.80712,Xa_only,intergenic
faire_48356,chrX,94006814,94007531,0.16284,,intergenic
faire_48357,chrX,94020322,94020987,0.28172,,intergenic
faire_48358,chrX,94029829,94030759,0.73301,,intergenic
faire_48359,chrX,94152075,94153358,0.75055,Xa_only,intergenic
faire_48360,chrX,94169249,94170054,1,,intergenic
faire_48361,chrX,94177408,94178605,0.0001,XaXi,intergenic
faire_48362,chrX,94193862,94194423,0.10217,,escaping
faire_48363,chrX,94212227,94213687,0.28443,Xa_only,escaping
faire_48364,chrX,94366427,94367507,0.60801,Xa_only,inactivated
faire_48365,chrX,94541858,94542773,1,,inactivated
faire_48366,chrX,94544711,94545524,0.4041,,inactivated
faire_48367,chrX,94865361,94866053,1,,intergenic
faire_48368,chrX,95444480,95445495,0.80775,Xa_only,no_ase_genedata
faire_48369,chrX,95956532,95957509,0.84891,Xa_only,inactivated
faire_48370,chrX,95967444,95968413,0.73261,Xa_only,intergenic
faire_48371,chrX,95968424,95969223,0.62825,Xa_only,intergenic
faire_48372,chrX,97376237,97377550,1,Xa_only,no_ase_genedata
faire_48373,chrX,98936559,98938594,0.66572,,escaping
faire_48374,chrX,98989354,98990237,0.40051,Xa_only,intergenic
faire_48375,chrX,99034432,99035341,1,,intergenic
faire_48376,chrX,99042042,99043019,1,Xa_only,inactivated
faire_48377,chrX,99047795,99048791,0.05516,Xa_only,inactivated
faire_48378,chrX,99052122,99053098,0.59547,,inactivated
faire_48379,chrX,99057570,99058652,1,,inactivated
faire_48380,chrX,99129874,99130711,0.60939,Xa_only,intergenic
faire_48381,chrX,99134639,99135490,0.28249,,inactivated
faire_48382,chrX,99135583,99136428,1,,inactivated
faire_48383,chrX,99463591,99464530,0.02214,,inactivated
faire_48384,chrX,99518125,99518947,1,,intergenic
faire_48385,chrX,100480077,100480973,0.48444,,intergenic
faire_48386,chrX,100493520,100494672,0.38904,Xa_only,inactivated
faire_48387,chrX,100625521,100626426,0.17772,,inactivated
faire_48388,chrX,100774297,100774849,1,,inactivated
faire_48389,chrX,100776298,100777605,1,,inactivated
faire_48390,chrX,100794773,100795896,0.86072,Xa_only,inactivated
faire_48391,chrX,100797396,100798250,0.62881,,inactivated
faire_48392,chrX,100801787,100802616,0.80841,Xa_only,inactivated
faire_48393,chrX,101221782,101222946,1,,no_ase_genedata
faire_48394,chrX,101234739,101236044,1,Xa_only,intergenic
faire_48395,chrX,101253679,101254948,0.75295,Xa_only,inactivated
faire_48396,chrX,101260116,101261393,0.4854,Xa_only,inactivated
faire_48397,chrX,101273629,101274580,1,,inactivated
faire_48398,chrX,101278338,101279209,1,,inactivated
faire_48399,chrX,101285211,101286162,0.04491,Xa_only,inactivated
faire_48400,chrX,101332078,101333380,0.89981,Xa_only,intergenic
faire_48401,chrX,101419352,101420296,1,,inactivated
faire_48402,chrX,101428964,101429974,1,Xa_only,inactivated
faire_48403,chrX,101486394,101487078,0.04448,Xa_only,intergenic
faire_48404,chrX,101521840,101522745,0.01563,XaXi,intergenic
faire_48405,chrX,101532220,101533195,0.00001,XaXi,escaping
faire_48406,chrX,101622218,101623920,0.0011,XaXi,intergenic
faire_48407,chrX,101624418,101625210,0.06657,,intergenic
faire_48408,chrX,101639471,101640514,0.00042,XaXi,escaping
faire_48409,chrX,101697946,101698849,0.48188,,intergenic
faire_48410,chrX,101736951,101737834,0.48387,,no_ase_genedata
faire_48411,chrX,101794106,101795071,1,Xa_only,inactivated
faire_48412,chrX,101818954,101819809,0.35465,Xa_only,intergenic
faire_48413,chrX,101935202,101936003,0.62758,,nontranscribed
faire_48414,chrX,101954043,101954820,0.51134,Xa_only,nontranscribed
faire_48415,chrX,101978970,101979881,0.62907,Xa_only,intergenic
faire_48416,chrX,102065944,102066654,1,,no_ase_genedata
faire_48417,chrX,102118782,102119884,0,XaXi,no_ase_genedata
faire_48418,chrX,102156612,102157756,0.01525,XaXi,escaping
faire_48419,chrX,102188904,102189848,0.28584,Xa_only,escaping
faire_48420,chrX,102218992,102219657,1,,intergenic
faire_48421,chrX,102251674,102252547,0.48258,Xa_only,inactivated
faire_48422,chrX,102304590,102306599,0.34291,Xa_only,inactivated
faire_48423,chrX,102383123,102383816,0.28201,,inactivated
faire_48424,chrX,102543220,102544117,0.41466,,no_ase_genedata
faire_48425,chrX,102570936,102571806,1,,no_ase_genedata
faire_48426,chrX,103356024,103357407,0.51157,Xa_only,no_ase_genedata
faire_48427,chrX,103404739,103405633,0.77406,Xa_only,intergenic
faire_48428,chrX,103447336,103448139,1,,inactivated
faire_48429,chrX,103459800,103460683,1,,escaping
faire_48430,chrX,103480931,103482196,0.28216,,escaping
faire_48431,chrX,103514540,103516028,0.01896,Xa_only,intergenic
faire_48432,chrX,103528962,103529874,0.80794,,no_ase_genedata
faire_48433,chrX,103540683,103541810,0.00004,Xi_only,intergenic
faire_48434,chrX,103583866,103585051,0.81699,Xa_only,escaping
faire_48435,chrX,103615930,103617528,1,Xa_only,escaping
faire_48436,chrX,103621953,103622988,0.10087,,escaping
faire_48437,chrX,103648356,103649113,1,,intergenic
faire_48438,chrX,103652021,103653731,0.00237,XaXi,intergenic
faire_48439,chrX,103674367,103675294,0.73304,Xa_only,intergenic
faire_48440,chrX,103979872,103980644,1,,no_ase_genedata
faire_48441,chrX,103980835,103981866,1,Xa_only,no_ase_genedata
faire_48442,chrX,103982216,103982977,0.10258,,no_ase_genedata
faire_48443,chrX,104115566,104116257,0.48102,Xa_only,inactivated
faire_48444,chrX,104374292,104375227,0.48464,,inactivated
faire_48445,chrX,105069686,105070724,0.00198,XaXi,escaping
faire_48446,chrX,105079177,105080163,1,,escaping
faire_48447,chrX,105925758,105926527,1,Xa_only,inactivated
faire_48448,chrX,105928966,105929883,0.28145,,inactivated
faire_48449,chrX,105939007,105939891,0.90209,,intergenic
faire_48450,chrX,106011437,106012192,0.63011,,inactivated
faire_48451,chrX,106012966,106013531,0.04451,,inactivated
faire_48452,chrX,106026716,106027715,0.48451,,inactivated
faire_48453,chrX,106170943,106171781,0.2821,Xa_only,intergenic
faire_48454,chrX,106185326,106186197,0.22367,,inactivated
faire_48455,chrX,106186375,106187408,1,Xa_only,inactivated
faire_48456,chrX,106628400,106629251,0.73512,Xa_only,no_ase_genedata
faire_48457,chrX,107815902,107816846,0.73646,Xa_only,inactivated
faire_48458,chrX,108834100,108834956,1,,inactivated
faire_48459,chrX,109012992,109013883,1,,inactivated
faire_48460,chrX,109073746,109074530,1,,intergenic
faire_48461,chrX,109094944,109095873,1,,no_ase_genedata
faire_48462,chrX,111536073,111536681,1,,inactivated
faire_48463,chrX,111630805,111631770,1,,no_ase_genedata
faire_48464,chrX,111696024,111697356,1,,no_ase_genedata
faire_48465,chrX,112311131,112311871,1,,no_ase_genedata
faire_48466,chrX,115958034,115958587,1,,intergenic
faire_48467,chrX,121232187,121233125,0.54378,Xa_only,intergenic
faire_48468,chrX,129749312,129750010,1,,inactivated
faire_48469,chrX,133947246,133948071,1,,nontranscribed
faire_48470,chrX,134058671,134059587,0.28259,Xa_only,inactivated
faire_48471,chrX,134307649,134308540,1,Xa_only,inactivated
faire_48472,chrX,134585132,134586256,1,,inactivated
faire_48473,chrX,134600521,134601522,1,,inactivated
faire_48474,chrX,135038679,135039478,0.92844,Xa_only,no_ase_genedata
faire_48475,chrX,135062663,135063581,0.16605,,no_ase_genedata
faire_48476,chrX,135597742,135598677,1,,no_ase_genedata
faire_48477,chrX,135598836,135599610,1,,no_ase_genedata
faire_48478,chrX,135742199,135742985,0.10291,Xa_only,escaping
faire_48479,chrX,136212198,136213128,0.94967,Xa_only,inactivated
faire_48480,chrX,136244428,136246371,0.94868,,no_ase_genedata
faire_48481,chrX,136249353,136250130,0.26258,Xa_only,no_ase_genedata
faire_48482,chrX,136267693,136268547,0.68796,Xa_only,nontranscribed
faire_48483,chrX,136270907,136271766,0.48296,,nontranscribed
faire_48484,chrX,136290698,136291437,1,Xa_only,intergenic
faire_48485,chrX,136305718,136306806,0.51127,Xa_only,intergenic
faire_48486,chrX,136740984,136742271,0.81014,Xa_only,inactivated
faire_48487,chrX,136743317,136744179,0.0222,,inactivated
faire_48488,chrX,136789218,136790110,0.27937,,inactivated
faire_48489,chrX,136820101,136820898,1,,inactivated
faire_48490,chrX,136957786,136958469,1,Xa_only,escaping
faire_48491,chrX,137017319,137018205,1,,inactivated
faire_48492,chrX,137034037,137034997,0.40314,Xa_only,inactivated
faire_48493,chrX,137037634,137038641,0.52158,Xa_only,inactivated
faire_48494,chrX,137136790,137137297,0.28056,,intergenic
faire_48495,chrX,137141457,137142210,0.24096,,intergenic
faire_48496,chrX,138675900,138676687,1,Xa_only,no_ase_genedata
faire_48497,chrX,139333093,139335040,1,,inactivated
faire_48498,chrX,139357277,139358190,1,Xa_only,inactivated
faire_48499,chrX,139609862,139611015,0.48465,Xa_only,escaping
faire_48500,chrX,139684445,139685659,0.9011,,no_ase_genedata
faire_48501,chrX,139774089,139775408,0.84403,Xa_only,no_ase_genedata
faire_48502,chrX,139871341,139872157,1,,no_ase_genedata
faire_48503,chrX,139875001,139876113,1,Xa_only,no_ase_genedata
faire_48504,chrX,139997539,139998987,0.48305,,inactivated
faire_48505,chrX,140062169,140063052,1,,inactivated
faire_48506,chrX,140520122,140520871,1,Xa_only,intergenic
faire_48507,chrX,140625126,140625762,0.73415,Xa_only,intergenic
faire_48508,chrX,140956276,140957350,1,,inactivated
faire_48509,chrX,142390164,142391040,1,Xa_only,no_ase_genedata
faire_48510,chrX,142467686,142468643,0.48424,Xa_only,intergenic
faire_48511,chrX,142680851,142681740,0.16284,,inactivated
faire_48512,chrX,142806383,142807387,0.9006,,inactivated
faire_48513,chrX,142818048,142818917,0.0024,Xi_only,inactivated
faire_48514,chrX,142972555,142973291,0.73313,,intergenic
faire_48515,chrX,144314212,144315401,0.43979,Xa_only,no_ase_genedata
faire_48516,chrX,144317468,144318300,1,,no_ase_genedata
faire_48517,chrX,145504783,145506503,0.01071,XaXi,intergenic
faire_48518,chrX,150458484,150459628,0.00245,XaXi,escaping
faire_48519,chrX,150477594,150478776,0.00953,XaXi,intergenic
faire_48520,chrX,150587802,150588945,0.40119,,inactivated
faire_48521,chrX,150812682,150813614,1,,inactivated
faire_48522,chrX,151016594,151017925,0.40563,Xa_only,inactivated
faire_48523,chrX,151046457,151047233,1,,inactivated
faire_48524,chrX,151052914,151053668,0.886,Xa_only,inactivated
faire_48525,chrX,151095878,151096965,0.68742,,inactivated
faire_48526,chrX,151116753,151117200,0.16465,,intergenic
faire_48527,chrX,151232733,151233556,1,,intergenic
faire_48528,chrX,151343532,151344524,1,,inactivated
faire_48529,chrX,151509617,151510701,1,,intergenic
faire_48530,chrX,151519996,151521535,0.62894,,inactivated
faire_48531,chrX,151790009,151790623,0.16297,,intergenic
faire_48532,chrX,151802690,151804157,1,,inactivated
faire_48533,chrX,152001383,152002251,0.4813,,inactivated
faire_48534,chrX,152015918,152017445,0.9293,Xa_only,inactivated
faire_48535,chrX,152232466,152233666,0.10209,Xa_only,escaping
faire_48536,chrX,152307803,152308625,0.1742,,intergenic
faire_48537,chrX,152327081,152328062,0.16445,Xa_only,intergenic
