name,chr,start,end,length,abs_summit,pileup,-log10(pvalue),fold_enrichment,-log10(qvalue)
WT_DOXvsCTRL_peak_32,chr18,21215955,21216271,317,21216053,26.37,5.19531,2.48931,2.71135
WT_DOXvsCTRL_peak_33,chr18,21217602,21217965,364,21217692,26.37,6.45463,2.87344,3.74403
WT_DOXvsCTRL_peak_34,chr18,21219824,21220149,326,21219933,24.87,6.00891,2.90028,3.33103
WT_DOXvsCTRL_peak_35,chr18,21220322,21220920,599,21220678,27.88,7.62483,3.23824,4.62825
WT_DOXvsCTRL_peak_36,chr18,21221302,21221767,466,21221734,23.36,5.50237,2.7313,2.95181
WT_DOXvsCTRL_peak_37,chr18,54829349,54829785,437,54829604,31.65,8.56169,3.2373,5.44728
WT_DOXvsCTRL_peak_38,chr18,54830847,54831168,322,54831109,30.14,7.38131,2.90973,4.50826
WT_DOXvsCTRL_peak_39,chr19,30033257,30033737,481,30033261,27.13,3.68963,2.00899,1.47263
WT_DOXvsCTRL_peak_40,chr19,37919495,37919802,308,37919589,21.85,4.47616,2.53905,2.14253
WT_DOXvsCTRL_peak_41,chr2,50260326,50260629,304,50260396,41.44,6.41444,2.31344,3.70869
WT_DOXvsCTRL_peak_42,chr2,50261779,50262587,809,50262311,48.98,4.84901,1.92221,2.4315
WT_DOXvsCTRL_peak_43,chr2,50263648,50264165,518,50263892,48.98,5.67287,2.06296,3.10994
WT_DOXvsCTRL_peak_44,chr2,50267172,50267940,769,50267335,32.4,6.15254,2.51892,3.46214
WT_DOXvsCTRL_peak_45,chr2,50268917,50269620,704,50269481,26.37,6.17845,2.78741,3.48686
WT_DOXvsCTRL_peak_46,chr2,50270229,50270824,596,50270239,26.37,4.19012,2.19577,1.90035
WT_DOXvsCTRL_peak_47,chr2,50915739,50916075,337,50915986,23.36,5.07718,2.58901,2.59823
WT_DOXvsCTRL_peak_48,chr2,170791249,170791573,325,170791360,24.87,6.00891,2.90028,3.33103
WT_DOXvsCTRL_peak_49,chr2,172552093,172552860,768,172552574,43.7,9.91508,2.98019,6.52327
WT_DOXvsCTRL_peak_50,chr2,172553500,172553799,300,172553576,36.17,4.74413,2.06488,2.33577
WT_DOXvsCTRL_peak_51,chr2,172559685,172559978,294,172559834,28.63,4.04859,2.11664,1.8035
WT_DOXvsCTRL_peak_52,chr2,172573478,172574093,616,172573657,27.13,6.14484,2.70234,3.45465
WT_DOXvsCTRL_peak_53,chr2,172578183,172579122,940,172578838,34.66,10.40071,3.56609,6.91888
WT_DOXvsCTRL_peak_54,chr2,172579250,172580236,987,172579818,32.4,10.60875,3.74518,7.05205
WT_DOXvsCTRL_peak_55,chr2,172580513,172581126,614,172580693,24.87,6.00891,2.90028,3.33103
WT_DOXvsCTRL_peak_56,chr2,172581286,172581851,566,172581560,28.63,5.32932,2.46941,2.83652
WT_DOXvsCTRL_peak_57,chr3,31402308,31402601,294,31402592,22.6,3.71031,2.20566,1.48995
WT_DOXvsCTRL_peak_58,chr3,31403214,31403614,401,31403605,28.63,4.64558,2.27945,2.23994
WT_DOXvsCTRL_peak_59,chr4,65235781,65236151,371,65236010,45.21,8.53811,2.60651,5.42477
WT_DOXvsCTRL_peak_60,chr4,69893972,69894501,530,69894378,65.55,7.71926,2.10775,4.71465
WT_DOXvsCTRL_peak_61,chr5,81793735,81794097,363,81794019,35.41,5.7159,2.31939,3.14958
WT_DOXvsCTRL_peak_62,chr6,65931899,65932197,299,65931969,40.69,5.09184,2.08444,2.61247
WT_DOXvsCTRL_peak_63,chr6,65935979,65936437,459,65936185,30.89,6.40212,2.70517,3.69772
WT_DOXvsCTRL_peak_64,chr6,114658963,114659329,367,114659206,24.87,5.45575,2.71524,2.95181
WT_DOXvsCTRL_peak_65,chr6,114666675,114666982,308,114666760,33.15,4.76055,2.13462,2.3476
WT_DOXvsCTRL_peak_66,chr7,62456410,62456769,360,62456491,55.76,5.68415,1.9572,3.12082
WT_DOXvsCTRL_peak_67,chr7,78181719,78182024,306,78181983,28.63,5.41944,2.49477,2.92295
WT_DOXvsCTRL_peak_68,chr7,82897362,82898081,720,82897516,23.36,5.50237,2.7313,2.95181
WT_DOXvsCTRL_peak_69,chr7,111973285,111973768,484,111973726,29.39,4.28761,2.13538,1.9923
WT_DOXvsCTRL_peak_70,chr8,81891832,81892260,429,81892150,27.88,6.97723,3.03164,4.18405
WT_DOXvsCTRL_peak_71,chr9,66653599,66653892,294,66653649,30.89,5.73147,2.52273,3.16491
WT_DOXvsCTRL_peak_72,chr9,66662973,66663280,308,66663138,25.62,6.53188,2.98477,3.7666
WT_DOXvsCTRL_peak_73,chr9,115721374,115721813,440,115721415,24.87,5.66287,2.78398,3.10068
WT_DOXvsCTRL_peak_74,chr9,115722089,115722560,472,115722290,37.67,6.9711,2.55922,4.17984
WT_DOXvsCTRL_peak_75,chrX,5891772,5892203,432,5891990,26.37,7.07069,3.06926,4.21839
WT_DOXvsCTRL_peak_76,chrX,6000916,6001209,294,6001103,24.87,6.00891,2.90028,3.33103
WT_DOXvsCTRL_peak_77,chrX,6027856,6028240,385,6027963,30.14,9.37428,3.49171,6.02623
WT_DOXvsCTRL_peak_78,chrX,6193882,6194175,294,6193998,24.11,6.00891,2.81579,3.33103
WT_DOXvsCTRL_peak_79,chrX,6201822,6202258,437,6201958,23.36,5.50237,2.7313,2.95181
WT_DOXvsCTRL_peak_80,chrX,6354655,6355058,404,6355034,22.6,3.5291,2.1459,1.35976
WT_DOXvsCTRL_peak_81,chrX,6389084,6389460,377,6389087,26.37,3.87501,2.10557,1.64482
WT_DOXvsCTRL_peak_82,chrX,6404777,6405171,395,6405013,31.65,6.4349,2.65013,3.72874
WT_DOXvsCTRL_peak_83,chrX,6409444,6409956,513,6409846,33.15,7.05821,2.68903,4.21839
WT_DOXvsCTRL_peak_84,chrX,6411278,6411780,503,6411369,33.91,4.76055,2.18171,2.3476
WT_DOXvsCTRL_peak_85,chrX,6413807,6414267,461,6413988,43.7,8.53426,2.69587,5.42147
WT_DOXvsCTRL_peak_86,chrX,6414989,6415442,454,6415061,36.92,3.86543,1.91367,1.63641
WT_DOXvsCTRL_peak_87,chrX,6689900,6690421,522,6690323,22.6,4.17504,2.36049,1.88573
WT_DOXvsCTRL_peak_88,chrX,6692560,6692882,323,6692667,27.88,6.51537,2.88794,3.7666
WT_DOXvsCTRL_peak_89,chrX,6693078,6693460,383,6693288,28.63,8.19378,3.32273,5.10151
WT_DOXvsCTRL_peak_90,chrX,6696621,6698019,1399,6697082,27.88,7.62483,3.23824,4.62825
WT_DOXvsCTRL_peak_91,chrX,6706901,6707385,485,6707118,24.11,6.00891,2.81579,3.33103
WT_DOXvsCTRL_peak_92,chrX,6712896,6713235,340,6713114,26.37,7.07069,3.06926,4.21839
WT_DOXvsCTRL_peak_93,chrX,6713808,6714125,318,6713959,25.62,6.53188,2.98477,3.7666
WT_DOXvsCTRL_peak_94,chrX,6730322,6730723,402,6730576,24.87,6.00891,2.90028,3.33103
WT_DOXvsCTRL_peak_95,chrX,6731635,6732128,494,6731877,30.89,6.22951,2.65778,3.53322
WT_DOXvsCTRL_peak_96,chrX,6738538,6738893,356,6738707,25.62,5.9473,2.79434,3.33103
WT_DOXvsCTRL_peak_97,chrX,6739050,6739438,389,6739215,22.6,4.70576,2.54068,2.29845
WT_DOXvsCTRL_peak_98,chrX,6739656,6740133,478,6739889,28.63,4.8012,2.32233,2.38625
WT_DOXvsCTRL_peak_99,chrX,6743600,6743908,309,6743733,29.39,7.55824,3.03864,4.62825
WT_DOXvsCTRL_peak_100,chrX,6747973,6748470,498,6748204,30.89,9.37428,3.5762,6.02623
WT_DOXvsCTRL_peak_101,chrX,6749723,6750055,333,6749946,24.87,3.77313,2.17759,1.54707
WT_DOXvsCTRL_peak_102,chrX,6750787,6751899,1113,6751028,37.67,13.91161,4.33661,9.67045
WT_DOXvsCTRL_peak_103,chrX,6754004,6754532,529,6754328,33.91,7.67859,2.90895,4.67568
WT_DOXvsCTRL_peak_104,chrX,6758823,6759728,906,6759626,29.39,7.23606,2.94448,4.37169
WT_DOXvsCTRL_peak_105,chrX,6760416,6760940,525,6760681,30.89,4.22237,2.12623,1.93042
WT_DOXvsCTRL_peak_106,chrX,6763854,6764381,528,6764071,29.39,8.64554,3.36647,5.52619
WT_DOXvsCTRL_peak_107,chrX,6764834,6765160,327,6764935,24.11,5.66287,2.70288,3.10068
WT_DOXvsCTRL_peak_108,chrX,6766854,6767305,452,6767096,24.87,5.04233,2.57989,2.56902
WT_DOXvsCTRL_peak_109,chrX,6836406,6836707,302,6836645,24.87,5.71598,2.80171,3.14958
WT_DOXvsCTRL_peak_110,chrX,6838627,6838975,349,6838811,24.11,6.00891,2.81579,3.33103
WT_DOXvsCTRL_peak_111,chrX,6845225,6846029,805,6845583,26.37,5.19227,2.4884,2.70862
WT_DOXvsCTRL_peak_112,chrX,6852832,6853177,346,6853101,22.6,5.01286,2.64682,2.54073
WT_DOXvsCTRL_peak_113,chrX,6860168,6860707,540,6860510,27.13,7.62483,3.15375,4.62825
WT_DOXvsCTRL_peak_114,chrX,6867093,6868107,1015,6867293,26.37,7.07069,3.06926,4.21839
WT_DOXvsCTRL_peak_115,chrX,6868461,6868879,419,6868614,24.87,6.00891,2.90028,3.33103
WT_DOXvsCTRL_peak_116,chrX,6869966,6870614,649,6870443,25.62,6.53188,2.98477,3.7666
WT_DOXvsCTRL_peak_117,chrX,6871248,6871685,438,6871480,23.36,5.50237,2.7313,2.95181
WT_DOXvsCTRL_peak_118,chrX,6873402,6874744,1343,6874080,28.63,8.19378,3.32273,5.10151
WT_DOXvsCTRL_peak_119,chrX,6881348,6881984,637,6881872,23.36,5.50237,2.7313,2.95181
WT_DOXvsCTRL_peak_120,chrX,6895472,6895925,454,6895686,30.14,8.6318,3.26894,5.51269
WT_DOXvsCTRL_peak_121,chrX,6897353,6898664,1312,6897864,28.63,8.09835,3.29254,5.06628
WT_DOXvsCTRL_peak_122,chrX,6899522,6899938,417,6899670,24.87,6.00891,2.90028,3.33103
WT_DOXvsCTRL_peak_123,chrX,6903726,6905709,1984,6905532,31.65,9.98497,3.66069,6.53504
WT_DOXvsCTRL_peak_124,chrX,6906200,6906881,682,6906213,25.62,4.08592,2.21824,1.8035
WT_DOXvsCTRL_peak_125,chrX,6920029,6920538,510,6920074,25.62,3.5118,2.04761,1.34452
WT_DOXvsCTRL_peak_126,chrX,6923446,6924408,963,6923625,36.17,7.38964,2.65485,4.51529
WT_DOXvsCTRL_peak_127,chrX,6924705,6925468,764,6924930,35.41,6.18749,2.42763,3.49526
WT_DOXvsCTRL_peak_128,chrX,6926112,6926512,401,6926237,30.89,7.10152,2.90045,4.24427
WT_DOXvsCTRL_peak_129,chrX,6926810,6927371,562,6927150,28.63,6.3744,2.76891,3.67085
WT_DOXvsCTRL_peak_130,chrX,6927863,6929096,1234,6928271,33.15,9.81126,3.41662,6.42857
WT_DOXvsCTRL_peak_131,chrX,6929352,6929902,551,6929422,24.11,4.32837,2.2829,2.02781
WT_DOXvsCTRL_peak_132,chrX,6930787,6932722,1936,6932537,34.66,5.13681,2.22881,2.65584
WT_DOXvsCTRL_peak_133,chrX,6934089,6934546,458,6934357,28.63,5.32932,2.46941,2.83652
WT_DOXvsCTRL_peak_134,chrX,6934854,6935206,353,6934892,29.39,7.55824,3.03864,4.62825
WT_DOXvsCTRL_peak_135,chrX,6935390,6936355,966,6936245,30.89,8.6318,3.34804,5.51269
WT_DOXvsCTRL_peak_136,chrX,6936629,6938057,1429,6937442,28.63,8.19378,3.32273,5.10151
WT_DOXvsCTRL_peak_137,chrX,6938190,6938732,543,6938420,27.13,6.51537,2.81259,3.7666
WT_DOXvsCTRL_peak_138,chrX,6939109,6940520,1412,6939814,30.89,9.37428,3.5762,6.02623
WT_DOXvsCTRL_peak_139,chrX,6940885,6941731,847,6941443,27.88,7.62483,3.23824,4.62825
WT_DOXvsCTRL_peak_140,chrX,6943976,6945596,1621,6944558,33.15,5.36498,2.27693,2.87053
WT_DOXvsCTRL_peak_141,chrX,6945789,6946712,924,6946566,39.18,10.70158,3.30117,7.14068
WT_DOXvsCTRL_peak_142,chrX,6947818,6948535,718,6948102,32.4,5.66368,2.3967,3.10125
WT_DOXvsCTRL_peak_143,chrX,6948720,6949634,915,6949063,27.13,7.62483,3.15375,4.62825
WT_DOXvsCTRL_peak_144,chrX,6956528,6956938,411,6956719,24.11,6.00891,2.81579,3.33103
WT_DOXvsCTRL_peak_145,chrX,6957457,6957972,516,6957713,24.11,6.00891,2.81579,3.33103
WT_DOXvsCTRL_peak_146,chrX,6958298,6958634,337,6958499,23.36,4.6105,2.43584,2.2067
WT_DOXvsCTRL_peak_147,chrX,6959668,6960027,360,6959801,27.88,5.41909,2.55796,2.92283
WT_DOXvsCTRL_peak_148,chrX,6963406,6964571,1166,6963844,30.89,7.38131,2.98013,4.50826
WT_DOXvsCTRL_peak_149,chrX,6965318,6967211,1894,6967084,29.39,8.77708,3.40722,5.58574
WT_DOXvsCTRL_peak_150,chrX,6970398,6971529,1132,6971124,29.39,8.77708,3.40722,5.58574
WT_DOXvsCTRL_peak_151,chrX,6971908,6972764,857,6972503,27.13,7.62483,3.15375,4.62825
WT_DOXvsCTRL_peak_152,chrX,6972933,6973466,534,6973087,29.39,8.77708,3.40722,5.58574
WT_DOXvsCTRL_peak_153,chrX,6973830,6974958,1129,6974756,32.4,9.22533,3.34004,6.00538
WT_DOXvsCTRL_peak_154,chrX,6975171,6975484,314,6975383,36.92,4.74413,2.10674,2.33577
WT_DOXvsCTRL_peak_155,chrX,6975623,6976982,1360,6976786,37.67,13.91161,4.33661,9.67045
WT_DOXvsCTRL_peak_156,chrX,6979596,6980009,414,6979771,23.36,4.6105,2.43584,2.2067
WT_DOXvsCTRL_peak_157,chrX,6980828,6981585,758,6980884,23.36,5.42882,2.70649,2.92893
WT_DOXvsCTRL_peak_158,chrX,6982720,6983629,910,6983306,25.62,6.53188,2.98477,3.7666
WT_DOXvsCTRL_peak_159,chrX,6984167,6984548,382,6984435,25.62,6.53188,2.98477,3.7666
WT_DOXvsCTRL_peak_160,chrX,6985929,6986785,857,6986207,22.6,5.01286,2.64682,2.54073
WT_DOXvsCTRL_peak_161,chrX,6986949,6987493,545,6987371,27.88,7.28224,3.12819,4.4134
WT_DOXvsCTRL_peak_162,chrX,6988585,6989317,733,6989132,27.88,7.62483,3.23824,4.62825
WT_DOXvsCTRL_peak_163,chrX,6993424,6994127,704,6993513,32.4,7.03208,2.74403,4.21839
WT_DOXvsCTRL_peak_164,chrX,6996070,6996584,515,6996206,28.63,6.29691,2.74628,3.59905
WT_DOXvsCTRL_peak_165,chrX,6997140,6997491,352,6997251,33.15,8.4278,3.04098,5.3205
WT_DOXvsCTRL_peak_166,chrX,7001116,7002091,976,7002023,34.66,4.47991,2.07693,2.14253
WT_DOXvsCTRL_peak_167,chrX,7005762,7007109,1348,7006268,30.89,7.88562,3.12613,4.87121
WT_DOXvsCTRL_peak_168,chrX,7007550,7007874,325,7007666,32.4,6.78207,2.67932,4.00013
WT_DOXvsCTRL_peak_169,chrX,7009792,7010241,450,7010039,31.65,7.60861,2.9679,4.62825
WT_DOXvsCTRL_peak_170,chrX,7011252,7011604,353,7011430,20.34,4.08757,2.39335,1.8035
WT_DOXvsCTRL_peak_171,chrX,7019227,7019821,595,7019367,25.62,6.53188,2.98477,3.7666
WT_DOXvsCTRL_peak_172,chrX,7022413,7024320,1908,7022622,28.63,6.11664,2.6939,3.42873
WT_DOXvsCTRL_peak_173,chrX,7025335,7026287,953,7025795,26.37,7.07069,3.06926,4.21839
WT_DOXvsCTRL_peak_174,chrX,7030365,7030978,614,7030723,26.37,7.07069,3.06926,4.21839
WT_DOXvsCTRL_peak_175,chrX,7031956,7033151,1196,7032868,30.89,9.37428,3.5762,6.02623
WT_DOXvsCTRL_peak_176,chrX,7033694,7034362,669,7033955,26.37,7.07069,3.06926,4.21839
WT_DOXvsCTRL_peak_177,chrX,7034531,7034984,454,7034767,27.88,7.53378,3.20882,4.62825
WT_DOXvsCTRL_peak_178,chrX,7035329,7035997,669,7035518,26.37,6.0158,2.73724,3.33529
WT_DOXvsCTRL_peak_179,chrX,7036704,7037814,1111,7037702,32.4,10.60875,3.74518,7.05205
WT_DOXvsCTRL_peak_180,chrX,7038475,7038855,381,7038736,24.87,6.00891,2.90028,3.33103
WT_DOXvsCTRL_peak_181,chrX,7041932,7042496,565,7042127,38.43,6.97274,2.51136,4.18141
WT_DOXvsCTRL_peak_182,chrX,7047640,7048646,1007,7048371,27.88,6.51537,2.88794,3.7666
WT_DOXvsCTRL_peak_183,chrX,7048870,7049506,637,7049070,24.87,6.00891,2.90028,3.33103
WT_DOXvsCTRL_peak_184,chrX,7049753,7051072,1320,7050262,25.62,6.53188,2.98477,3.7666
WT_DOXvsCTRL_peak_185,chrX,7051403,7051817,415,7051559,24.87,6.00891,2.90028,3.33103
WT_DOXvsCTRL_peak_186,chrX,7052195,7053726,1532,7052689,27.13,7.62483,3.15375,4.62825
WT_DOXvsCTRL_peak_187,chrX,7053889,7057700,3812,7056912,33.15,8.66882,3.1049,5.54262
WT_DOXvsCTRL_peak_188,chrX,7057972,7058265,294,7058024,33.91,8.67305,3.17455,5.54581
WT_DOXvsCTRL_peak_189,chrX,7058450,7058954,505,7058600,28.63,8.17059,3.31538,5.10151
WT_DOXvsCTRL_peak_190,chrX,7059273,7059831,559,7059676,28.63,8.19378,3.32273,5.10151
WT_DOXvsCTRL_peak_191,chrX,7060040,7060536,497,7060243,23.36,5.50237,2.7313,2.95181
WT_DOXvsCTRL_peak_192,chrX,7060701,7063660,2960,7061924,41.44,16.75623,4.75905,11.98921
WT_DOXvsCTRL_peak_193,chrX,7063880,7065046,1167,7064711,28.63,6.64027,2.84713,3.86657
WT_DOXvsCTRL_peak_194,chrX,7065982,7067506,1525,7066483,36.17,11.35188,3.64312,7.6186
WT_DOXvsCTRL_peak_195,chrX,7075759,7076392,634,7076368,35.41,4.39756,2.02302,2.09434
WT_DOXvsCTRL_peak_196,chrX,7079030,7079630,601,7079419,33.15,8.99112,3.19136,5.78682
WT_DOXvsCTRL_peak_197,chrX,7080975,7081563,589,7081222,25.62,4.75539,2.42078,2.34311
WT_DOXvsCTRL_peak_198,chrX,7081832,7082303,472,7081909,26.37,5.42437,2.55769,2.92747
WT_DOXvsCTRL_peak_199,chrX,7082482,7082923,442,7082733,33.15,10.06694,3.48844,6.61055
WT_DOXvsCTRL_peak_200,chrX,7083711,7084170,460,7083892,30.14,7.38131,2.90973,4.50826
WT_DOXvsCTRL_peak_201,chrX,7085221,7085841,621,7085505,29.39,6.68281,2.78575,3.90818
WT_DOXvsCTRL_peak_202,chrX,7086613,7087892,1280,7087672,35.41,7.76376,2.80111,4.75592
WT_DOXvsCTRL_peak_203,chrX,7088530,7089035,506,7088759,42.95,7.04633,2.44163,4.21839
WT_DOXvsCTRL_peak_204,chrX,7089564,7090418,855,7089883,32.4,7.03208,2.74403,4.21839
WT_DOXvsCTRL_peak_205,chrX,7090860,7091254,395,7091053,28.63,6.55926,2.8232,3.79183
WT_DOXvsCTRL_peak_206,chrX,7091754,7092783,1030,7092579,30.89,8.23275,3.22847,5.13799
WT_DOXvsCTRL_peak_207,chrX,7092997,7093538,542,7093424,28.63,6.12003,2.69488,3.43161
WT_DOXvsCTRL_peak_208,chrX,7094676,7095445,770,7094948,28.63,7.20952,3.01761,4.34629
WT_DOXvsCTRL_peak_209,chrX,7096238,7096624,387,7096418,22.6,5.01286,2.64682,2.54073
WT_DOXvsCTRL_peak_210,chrX,7096922,7097526,605,7097338,22.6,5.01286,2.64682,2.54073
WT_DOXvsCTRL_peak_211,chrX,7097680,7100233,2554,7099734,34.66,11.8645,3.98981,8.05367
WT_DOXvsCTRL_peak_212,chrX,7100398,7101223,826,7100987,23.36,5.50237,2.7313,2.95181
WT_DOXvsCTRL_peak_213,chrX,7101594,7102069,476,7101658,22.6,5.01286,2.64682,2.54073
WT_DOXvsCTRL_peak_214,chrX,7102772,7103320,549,7103188,26.37,6.98403,3.04138,4.18719
WT_DOXvsCTRL_peak_215,chrX,7104868,7106495,1628,7105471,30.89,9.27005,3.54371,6.02623
WT_DOXvsCTRL_peak_216,chrX,7107186,7108122,937,7107776,27.13,7.28224,3.04657,4.4134
WT_DOXvsCTRL_peak_217,chrX,7108257,7108963,707,7108422,28.63,5.32932,2.46941,2.83652
WT_DOXvsCTRL_peak_218,chrX,7109694,7113407,3714,7110586,34.66,11.02465,3.74353,7.43676
WT_DOXvsCTRL_peak_219,chrX,7113705,7114607,903,7113845,29.39,8.77708,3.40722,5.58574
WT_DOXvsCTRL_peak_220,chrX,7115732,7116410,679,7115846,25.62,6.53188,2.98477,3.7666
WT_DOXvsCTRL_peak_221,chrX,7116743,7117069,327,7116866,24.87,5.931,2.87394,3.33103
WT_DOXvsCTRL_peak_222,chrX,7117861,7119402,1542,7118747,31.65,9.87633,3.62743,6.48701
WT_DOXvsCTRL_peak_223,chrX,7119645,7120063,419,7119858,29.39,4.42143,2.17046,2.11677
WT_DOXvsCTRL_peak_224,chrX,7121610,7124674,3065,7122331,29.39,8.77708,3.40722,5.58574
WT_DOXvsCTRL_peak_225,chrX,7124794,7125325,532,7124982,29.39,6.60034,2.7624,3.82955
WT_DOXvsCTRL_peak_226,chrX,7125710,7127074,1365,7126884,33.91,7.67859,2.90895,4.67568
WT_DOXvsCTRL_peak_227,chrX,7127607,7128374,768,7127876,30.14,9.37428,3.49171,6.02623
WT_DOXvsCTRL_peak_228,chrX,7128948,7129519,572,7129286,28.63,8.19378,3.32273,5.10151
WT_DOXvsCTRL_peak_229,chrX,7129662,7134313,4652,7132239,32.4,10.18294,3.61789,6.72006
WT_DOXvsCTRL_peak_230,chrX,7135167,7135473,307,7135305,28.63,8.19378,3.32273,5.10151
WT_DOXvsCTRL_peak_231,chrX,7135771,7136625,855,7136556,32.4,10.60875,3.74518,7.05205
WT_DOXvsCTRL_peak_232,chrX,7137028,7137457,430,7137245,25.62,6.53188,2.98477,3.7666
WT_DOXvsCTRL_peak_233,chrX,7139013,7140306,1294,7139942,38.43,9.28,3.03295,6.02623
WT_DOXvsCTRL_peak_234,chrX,7140468,7140841,374,7140655,37.67,7.6677,2.71784,4.66913
WT_DOXvsCTRL_peak_235,chrX,7141096,7141722,627,7141607,36.17,8.20843,2.84724,5.115
WT_DOXvsCTRL_peak_236,chrX,7141966,7142329,364,7142201,31.65,5.65239,2.44583,3.09044
WT_DOXvsCTRL_peak_237,chrX,7142841,7143470,630,7143195,31.65,8.65647,3.26469,5.53457
WT_DOXvsCTRL_peak_238,chrX,7144830,7146122,1293,7145361,30.89,9.37428,3.5762,6.02623
WT_DOXvsCTRL_peak_239,chrX,7146463,7146804,342,7146710,23.36,5.50237,2.7313,2.95181
WT_DOXvsCTRL_peak_240,chrX,7147461,7148555,1095,7148127,33.15,11.24525,3.82967,7.51787
WT_DOXvsCTRL_peak_241,chrX,7148931,7149581,651,7149110,24.11,6.00891,2.81579,3.33103
WT_DOXvsCTRL_peak_242,chrX,7154234,7154835,602,7154640,24.11,6.00891,2.81579,3.33103
WT_DOXvsCTRL_peak_243,chrX,7154965,7155341,377,7155188,30.89,9.37428,3.5762,6.02623
WT_DOXvsCTRL_peak_244,chrX,7155656,7156196,541,7155929,29.39,8.77708,3.40722,5.58574
WT_DOXvsCTRL_peak_245,chrX,7156322,7157576,1255,7156525,33.91,11.24525,3.91416,7.51787
WT_DOXvsCTRL_peak_246,chrX,7157932,7158505,574,7158363,25.62,6.53188,2.98477,3.7666
WT_DOXvsCTRL_peak_247,chrX,7164367,7165240,874,7165035,25.62,6.53188,2.98477,3.7666
WT_DOXvsCTRL_peak_248,chrX,7165441,7166578,1138,7165895,25.62,6.53188,2.98477,3.7666
WT_DOXvsCTRL_peak_249,chrX,7166747,7167238,492,7166986,25.62,6.53188,2.98477,3.7666
WT_DOXvsCTRL_peak_250,chrX,7167534,7167994,461,7167675,28.63,8.19378,3.32273,5.10151
WT_DOXvsCTRL_peak_251,chrX,7168122,7168997,876,7168144,23.36,5.50237,2.7313,2.95181
WT_DOXvsCTRL_peak_252,chrX,7169124,7169417,294,7169262,26.37,7.07069,3.06926,4.21839
