name,chr,start,end,Xi.pval,Xi_Xa,location
dnase_37,chrX,7590949,7601224,0.00072,XaXi,inactivated
dnase_38,chrX,7603761,7606155,0.18018,Xa_only,inactivated
dnase_39,chrX,7608257,7609500,0.64552,Xa_only,inactivated
dnase_40,chrX,7609551,7612300,0.00288,XaXi,inactivated
dnase_41,chrX,7613361,7618116,0.00457,XaXi,nontranscribed
dnase_42,chrX,7619684,7622909,0.00505,XaXi,nontranscribed
dnase_43,chrX,7625017,7628852,0.30969,,nontranscribed
dnase_44,chrX,7629062,7633749,0.0045,XaXi,nontranscribed
dnase_45,chrX,7633990,7636598,0.04652,,nontranscribed
dnase_46,chrX,7637611,7641815,0.00105,XaXi,nontranscribed
dnase_47,chrX,7643633,7646028,0.02075,Xi_only,no_ase_genedata
dnase_48,chrX,7648082,7650686,0.00772,XaXi,no_ase_genedata
dnase_49,chrX,7651376,7654256,0.00497,Xi_only,inactivated
dnase_50,chrX,7656749,7660147,0.00319,XaXi,inactivated
dnase_51,chrX,7663017,7668068,0.00307,Xi_only,inactivated
dnase_52,chrX,7669181,7676434,0.0056,Xi_only,inactivated
dnase_53,chrX,7679226,7681645,0.02433,Xa_only,no_ase_genedata
dnase_54,chrX,7692586,7693671,0.91895,,inactivated
dnase_55,chrX,7696448,7698142,0.0893,Xa_only,inactivated
dnase_56,chrX,7698289,7699714,0.83726,,inactivated
dnase_57,chrX,7714090,7715334,0.20384,Xa_only,inactivated
dnase_58,chrX,7721331,7724778,0.02199,Xa_only,inactivated
dnase_59,chrX,7725548,7730442,0.00193,XaXi,inactivated
dnase_60,chrX,7732166,7742024,0.00197,XaXi,inactivated
dnase_61,chrX,7749605,7751691,0.02978,,intergenic
dnase_62,chrX,7761669,7768425,0.00317,XaXi,inactivated
dnase_63,chrX,7768861,7769926,0.46748,,inactivated
dnase_64,chrX,7770408,7777329,0.00127,XaXi,inactivated
dnase_65,chrX,7789042,7791177,0.08231,,no_ase_genedata
dnase_66,chrX,7794537,7795842,0.28965,,no_ase_genedata
dnase_67,chrX,7802422,7804718,0.00633,Xi_only,no_ase_genedata
dnase_68,chrX,7809697,7811037,0.39098,,no_ase_genedata
dnase_69,chrX,7811922,7815630,0.00559,XaXi,no_ase_genedata
dnase_70,chrX,7817282,7825177,0.00086,XaXi,inactivated
dnase_71,chrX,7830799,7832755,0.00356,XaXi,inactivated
dnase_72,chrX,7835870,7838181,0.02663,,inactivated
dnase_73,chrX,7838637,7839964,0.17549,Xa_only,inactivated
dnase_74,chrX,7840668,7843516,0.02414,Xa_only,inactivated
dnase_75,chrX,7843601,7845046,0.65674,,inactivated
dnase_76,chrX,7847500,7848581,0.90964,,inactivated
dnase_77,chrX,7853404,7855319,0.91072,,inactivated
dnase_78,chrX,7858941,7860016,0.09214,,inactivated
dnase_79,chrX,7862643,7863742,0.98848,,inactivated
dnase_80,chrX,7872729,7875714,0.15518,,inactivated
dnase_81,chrX,7875860,7880660,0.02113,,inactivated
dnase_82,chrX,7883250,7885021,0.00296,XaXi,inactivated
dnase_83,chrX,7891589,7895289,0.10328,,inactivated
dnase_84,chrX,7897872,7900398,0.1762,Xa_only,inactivated
dnase_85,chrX,7903002,7904095,0.00456,Xi_only,inactivated
dnase_86,chrX,7905636,7907044,0.12532,,inactivated
dnase_87,chrX,7910122,7911089,0.56616,Xa_only,inactivated
dnase_88,chrX,7911924,7913310,0.036,Xa_only,inactivated
dnase_89,chrX,7913408,7914451,0.12798,,intergenic
dnase_90,chrX,7918960,7924030,0.00106,XaXi,inactivated
dnase_91,chrX,7924122,7926277,0.02229,,inactivated
dnase_92,chrX,7926825,7933137,0.00122,XaXi,inactivated
dnase_93,chrX,7935009,7938894,0.00454,XaXi,inactivated
dnase_94,chrX,7938939,7940285,0.13095,,inactivated
dnase_95,chrX,7943218,7946006,0.0054,XaXi,inactivated
dnase_96,chrX,7946326,7949288,0.0024,XaXi,inactivated
dnase_97,chrX,7951174,7952485,0.617,,inactivated
dnase_98,chrX,7957564,7958798,0.04088,Xa_only,inactivated
dnase_99,chrX,7958832,7961047,0.10426,,inactivated
dnase_100,chrX,7961632,7964806,0.01802,Xi_only,inactivated
dnase_101,chrX,7965651,7969728,0.00743,XaXi,inactivated
dnase_102,chrX,7970645,7972007,0.01039,XaXi,inactivated
dnase_103,chrX,7975643,7976580,1,,inactivated
dnase_104,chrX,7977328,7978386,1,,inactivated
dnase_105,chrX,7991123,7993797,0.00536,XaXi,intergenic
dnase_106,chrX,8000053,8001179,0.18396,,no_ase_genedata
dnase_107,chrX,8001447,8003370,0.06115,Xa_only,no_ase_genedata
dnase_108,chrX,8007977,8009499,0.47818,,no_ase_genedata
dnase_109,chrX,8011996,8014095,0.29627,,no_ase_genedata
dnase_110,chrX,8015571,8019430,0.0152,XaXi,no_ase_genedata
dnase_111,chrX,8024755,8025499,,,intergenic
dnase_112,chrX,8026880,8028222,0.18201,Xa_only,intergenic
dnase_113,chrX,8032840,8033796,0.00989,Xi_only,intergenic
dnase_114,chrX,8050529,8051524,0.23106,,no_ase_genedata
dnase_115,chrX,8062401,8064805,1,,inactivated
dnase_116,chrX,8065695,8066941,1,,inactivated
dnase_117,chrX,8073370,8075665,0.03846,,inactivated
dnase_118,chrX,8084571,8087317,0.09638,,no_ase_genedata
dnase_119,chrX,8088481,8091147,0.12983,,no_ase_genedata
dnase_120,chrX,8095146,8096201,0.35118,Xa_only,no_ase_genedata
dnase_121,chrX,8096407,8097666,,,no_ase_genedata
dnase_122,chrX,8100642,8101925,0.83474,,no_ase_genedata
dnase_123,chrX,8124695,8126642,0.2905,,inactivated
dnase_124,chrX,8127446,8130740,0.12118,,inactivated
dnase_125,chrX,8130903,8133497,0.03211,Xa_only,inactivated
dnase_126,chrX,8143739,8146856,0.01215,XaXi,inactivated
dnase_127,chrX,8153904,8156985,0.00331,XaXi,inactivated
dnase_128,chrX,8173890,8176815,0.06847,Xa_only,inactivated
dnase_129,chrX,8189771,8190893,0.02385,,inactivated
dnase_130,chrX,8191532,8194773,0.09372,,inactivated
dnase_131,chrX,8200895,8204866,0.01216,XaXi,no_ase_genedata
dnase_132,chrX,8204883,8207837,0.3039,,no_ase_genedata
dnase_133,chrX,8216787,8220488,0.00776,XaXi,intergenic
dnase_134,chrX,8221878,8223981,0.25706,,intergenic
dnase_135,chrX,8224282,8225920,0.25068,Xa_only,intergenic
dnase_136,chrX,8226285,8227924,0.2573,Xa_only,intergenic
dnase_137,chrX,8238425,8239640,0.02646,Xa_only,inactivated
dnase_138,chrX,8244637,8247709,0.03268,,inactivated
dnase_139,chrX,8249989,8253427,0.00371,XaXi,inactivated
dnase_140,chrX,8255373,8256583,0.01231,XaXi,inactivated
dnase_141,chrX,8257273,8258755,0.03127,,inactivated
dnase_142,chrX,8258797,8261293,0.07165,,intergenic
dnase_143,chrX,8270726,8274503,0.32531,,no_ase_genedata
dnase_144,chrX,8275824,8280293,0.00451,XaXi,no_ase_genedata
dnase_145,chrX,8314644,8315604,,,intergenic
dnase_146,chrX,8653517,8654551,0.20359,,escaping
dnase_147,chrX,8662880,8664146,0.33112,,escaping
dnase_148,chrX,8732421,8733529,0.00128,XaXi,nontranscribed
dnase_149,chrX,8863860,8864894,0.03085,Xa_only,intergenic
dnase_150,chrX,8891574,8894366,0.00666,XaXi,no_ase_genedata
dnase_151,chrX,8900323,8903058,0.15986,Xa_only,intergenic
dnase_152,chrX,8921461,8923074,0.1189,Xa_only,intergenic
dnase_153,chrX,9061538,9062997,0.81712,Xa_only,nontranscribed
dnase_154,chrX,9078358,9080127,0.4104,Xa_only,intergenic
dnase_155,chrX,9123055,9124498,0.02082,XaXi,intergenic
dnase_156,chrX,9128023,9129317,0.07023,Xa_only,intergenic
dnase_157,chrX,9142209,9143293,0.99254,,intergenic
dnase_158,chrX,9158789,9159842,0.23976,Xa_only,intergenic
dnase_159,chrX,9199246,9201455,0.00863,XaXi,no_ase_genedata
dnase_160,chrX,9240327,9241710,0.57887,,no_ase_genedata
dnase_161,chrX,9271918,9273959,0.00245,XaXi,inactivated
dnase_162,chrX,9661807,9663667,0.03127,Xa_only,no_ase_genedata
dnase_163,chrX,9746737,9748410,0.0032,XaXi,intergenic
dnase_164,chrX,10115232,10119330,0.00557,Xi_only,inactivated
dnase_165,chrX,10215843,10217518,0.0335,Xa_only,inactivated
dnase_166,chrX,10483942,10486871,0.01738,Xi_only,no_ase_genedata
dnase_167,chrX,10576957,10577993,0.77003,,no_ase_genedata
dnase_168,chrX,10714170,10715609,0.85766,,no_ase_genedata
dnase_169,chrX,10716616,10719771,0.46758,,no_ase_genedata
dnase_170,chrX,10729035,10730593,0.38192,Xa_only,intergenic
dnase_171,chrX,10775532,10776933,0.25122,,intergenic
dnase_172,chrX,10989805,10993755,0.0951,Xa_only,intergenic
dnase_173,chrX,11085193,11088837,0.28914,Xa_only,intergenic
dnase_174,chrX,11089745,11091368,0.02948,Xa_only,intergenic
dnase_175,chrX,11098609,11101544,0.25684,Xa_only,intergenic
dnase_176,chrX,11139187,11141162,0.4725,,intergenic
dnase_177,chrX,11181426,11183276,0.048,Xa_only,intergenic
dnase_178,chrX,11249735,11251118,0.64548,,intergenic
dnase_179,chrX,11253651,11256504,0.08387,,intergenic
dnase_180,chrX,11287086,11291475,0.0229,,intergenic
dnase_181,chrX,11363577,11365843,0.09208,Xa_only,intergenic
dnase_182,chrX,11384255,11385825,0.74906,,intergenic
dnase_183,chrX,11388568,11390390,0.37323,Xa_only,intergenic
dnase_184,chrX,11417688,11421884,0.02526,,intergenic
dnase_185,chrX,11422878,11425469,0.29235,,intergenic
dnase_186,chrX,11428422,11430737,0.18781,Xa_only,intergenic
dnase_187,chrX,11431130,11438965,0.0039,XaXi,intergenic
dnase_188,chrX,11443222,11445766,0.00616,Xi_only,intergenic
dnase_189,chrX,11464112,11468251,0.0382,,intergenic
dnase_190,chrX,11478790,11484705,0.00386,XaXi,intergenic
dnase_191,chrX,11485580,11488421,0.13195,,intergenic
dnase_192,chrX,11489228,11495519,0.00013,XaXi,intergenic
dnase_193,chrX,11496932,11498241,0.33381,,intergenic
dnase_194,chrX,11516134,11517983,0.59905,Xa_only,intergenic
dnase_195,chrX,11518949,11522073,0.00287,XaXi,intergenic
dnase_196,chrX,11523288,11524776,0.11137,,intergenic
dnase_197,chrX,11524837,11529862,0.00171,XaXi,intergenic
dnase_198,chrX,11532682,11534568,0.25245,Xa_only,intergenic
dnase_199,chrX,11543041,11547547,0.04405,Xa_only,intergenic
dnase_200,chrX,11549721,11551568,0.33853,Xa_only,intergenic
dnase_201,chrX,11551760,11552968,0.23879,,intergenic
dnase_202,chrX,11553008,11557709,0.48227,,intergenic
dnase_203,chrX,11560020,11562763,0.1751,,intergenic
dnase_204,chrX,11575946,11579477,0.06114,Xa_only,intergenic
dnase_205,chrX,11584454,11586122,0.18401,,intergenic
dnase_206,chrX,11586246,11589116,0.03492,Xa_only,intergenic
dnase_207,chrX,11589318,11592495,0.01317,XaXi,intergenic
dnase_208,chrX,11592905,11595370,0.01764,Xi_only,intergenic
dnase_209,chrX,11619278,11622399,0.0132,XaXi,intergenic
dnase_210,chrX,11627451,11632870,0.00915,XaXi,intergenic
dnase_211,chrX,11633382,11634888,0.17785,Xa_only,intergenic
dnase_212,chrX,11654604,11659266,0.02667,Xa_only,intergenic
dnase_213,chrX,11659357,11667734,0.00124,XaXi,intergenic
dnase_214,chrX,11668311,11669247,0.1195,,intergenic
dnase_215,chrX,11670615,11673153,0.02355,,intergenic
dnase_216,chrX,11675035,11676419,0.95412,,intergenic
dnase_217,chrX,11685366,11687256,0.13979,,intergenic
dnase_218,chrX,11705060,11710910,0.00191,XaXi,intergenic
dnase_219,chrX,11711906,11714227,0.04536,Xa_only,intergenic
dnase_220,chrX,11715860,11717470,0.12127,,intergenic
dnase_221,chrX,11717946,11719960,0.03741,Xa_only,intergenic
dnase_222,chrX,11720109,11723933,0.06199,Xa_only,intergenic
dnase_223,chrX,11726095,11727871,0.0175,Xi_only,intergenic
dnase_224,chrX,11733458,11737004,0.00229,XaXi,intergenic
dnase_225,chrX,11738681,11740587,0.0924,Xa_only,intergenic
dnase_226,chrX,11745856,11749081,0.2145,,intergenic
dnase_227,chrX,11751733,11754288,0.0719,,intergenic
dnase_228,chrX,11762157,11764538,0.09145,,intergenic
dnase_229,chrX,11780008,11783712,0.19588,Xa_only,intergenic
dnase_230,chrX,11792223,11794635,0.06038,,intergenic
dnase_231,chrX,11794816,11805165,0.0055,XaXi,intergenic
dnase_232,chrX,11805281,11812797,0.0011,XaXi,intergenic
dnase_233,chrX,11813624,11815832,0.57022,,intergenic
dnase_234,chrX,11820871,11824177,0.00344,XaXi,intergenic
dnase_235,chrX,11826107,11832239,0.00817,XaXi,intergenic
dnase_236,chrX,11832249,11833587,0.22147,,intergenic
dnase_237,chrX,11836598,11842173,0.00753,XaXi,intergenic
dnase_238,chrX,11845116,11847695,0.00721,XaXi,intergenic
dnase_239,chrX,11852222,11855020,0.14826,Xa_only,intergenic
dnase_240,chrX,11857168,11864061,0.00034,XaXi,intergenic
dnase_241,chrX,11873244,11875678,0.02201,,intergenic
dnase_242,chrX,11880399,11886197,0.01215,XaXi,intergenic
dnase_243,chrX,11886377,11889178,0.57539,Xa_only,intergenic
dnase_244,chrX,11889317,11906910,0.00016,XaXi,intergenic
dnase_245,chrX,11906927,11909649,0.12914,,intergenic
dnase_246,chrX,11909685,11914029,0.01012,XaXi,intergenic
dnase_247,chrX,11914979,11917324,0.10956,Xa_only,intergenic
dnase_248,chrX,11917518,11920919,0.057,Xa_only,intergenic
dnase_249,chrX,11923708,11925531,0.22585,,intergenic
dnase_250,chrX,11926494,11932203,0.02218,Xa_only,intergenic
dnase_251,chrX,11934810,11936325,0.01645,Xi_only,intergenic
dnase_252,chrX,11937712,11939663,0.07903,,intergenic
dnase_253,chrX,11939942,11946823,0.00186,XaXi,intergenic
dnase_254,chrX,11954523,11957801,0.01038,XaXi,intergenic
dnase_255,chrX,11959460,11962890,0.05729,Xa_only,intergenic
dnase_256,chrX,11978110,11980561,0.0057,XaXi,intergenic
dnase_257,chrX,11985280,11990048,0.04299,Xa_only,intergenic
dnase_258,chrX,11993592,11994945,0.70252,,intergenic
dnase_259,chrX,11995133,12009951,0.00002,XaXi,intergenic
dnase_260,chrX,12014670,12015885,0.8471,Xa_only,intergenic
dnase_261,chrX,12037219,12038308,0.6458,,inactivated
dnase_262,chrX,12040682,12055404,0.0001,XaXi,inactivated
dnase_263,chrX,12055888,12075503,0.00004,XaXi,inactivated
dnase_264,chrX,12075637,12084287,0.00236,XaXi,inactivated
dnase_265,chrX,12084379,12093347,0.00024,XaXi,inactivated
dnase_266,chrX,12096111,12101615,0.00697,XaXi,inactivated
dnase_267,chrX,12102580,12106740,0.06039,,inactivated
dnase_268,chrX,12110249,12111573,0.00693,XaXi,inactivated
dnase_269,chrX,12115698,12117260,0.20457,,inactivated
dnase_270,chrX,12121981,12125574,0.20957,,inactivated
dnase_271,chrX,12125618,12131695,0.01016,Xi_only,inactivated
dnase_272,chrX,12131768,12141158,0,XaXi,inactivated
dnase_273,chrX,12145911,12147076,0.64564,,inactivated
dnase_274,chrX,12147381,12148419,0.47968,,inactivated
dnase_275,chrX,12149616,12162124,0.00001,XaXi,inactivated
dnase_276,chrX,12164371,12166156,0.02447,,inactivated
dnase_277,chrX,12173453,12176965,0.00532,XaXi,intergenic
dnase_278,chrX,12177385,12178444,0.58977,,intergenic
dnase_279,chrX,12187444,12188994,0.05911,,intergenic
dnase_280,chrX,12189075,12190818,0.06132,Xa_only,intergenic
dnase_281,chrX,12191023,12193243,0.23117,Xa_only,intergenic
dnase_282,chrX,12194616,12196218,0.15383,,intergenic
dnase_283,chrX,12209193,12210816,1,,intergenic
dnase_284,chrX,12211069,12213181,0.20819,,intergenic
dnase_285,chrX,12213382,12215420,0.07923,,intergenic
dnase_286,chrX,12222191,12224059,0.01195,Xi_only,intergenic
dnase_287,chrX,12224238,12228371,0.11114,Xa_only,intergenic
dnase_288,chrX,12240366,12244852,0.06359,Xa_only,intergenic
dnase_289,chrX,12248383,12254176,0.00149,XaXi,intergenic
dnase_290,chrX,12256475,12259575,0.48188,,intergenic
dnase_291,chrX,12259620,12261317,0.04259,Xa_only,intergenic
dnase_292,chrX,12261507,12265164,0.01178,XaXi,intergenic
dnase_293,chrX,12270456,12272817,0.38946,,intergenic
dnase_294,chrX,12282042,12291708,0.00122,XaXi,intergenic
dnase_295,chrX,12292851,12295803,0.00369,XaXi,intergenic
dnase_296,chrX,12298383,12301165,0.00476,XaXi,intergenic
dnase_297,chrX,12301390,12303051,0.25163,Xa_only,intergenic
dnase_298,chrX,12305707,12310275,0.00395,XaXi,intergenic
dnase_299,chrX,12312012,12313348,0.00704,XaXi,intergenic
dnase_300,chrX,12318473,12319832,0.30035,Xa_only,intergenic
dnase_301,chrX,12326776,12328061,0.57182,,intergenic
dnase_302,chrX,12340188,12342453,0.03532,Xa_only,no_ase_genedata
dnase_303,chrX,12344379,12346147,0.16619,,no_ase_genedata
dnase_304,chrX,12346675,12349298,0.01383,XaXi,no_ase_genedata
dnase_305,chrX,12372101,12375132,0.26319,,intergenic
dnase_306,chrX,12375153,12377388,0.03207,,intergenic
dnase_307,chrX,12380600,12382494,0.03962,Xa_only,intergenic
dnase_308,chrX,12408588,12410475,0.07009,,intergenic
dnase_309,chrX,12425607,12429159,0.10094,Xa_only,intergenic
dnase_310,chrX,12433597,12437637,0.01676,Xi_only,intergenic
dnase_311,chrX,12437745,12440636,0.02375,Xa_only,intergenic
dnase_312,chrX,12465029,12474028,0.0027,XaXi,intergenic
dnase_313,chrX,12474481,12477379,0.01795,XaXi,intergenic
dnase_314,chrX,12485050,12486414,0.2043,Xa_only,intergenic
dnase_315,chrX,12489735,12495452,0.00307,XaXi,intergenic
dnase_316,chrX,12498331,12504930,0.03808,Xa_only,intergenic
dnase_317,chrX,12509918,12511607,0.26301,,intergenic
dnase_318,chrX,12513805,12517849,0.02003,XaXi,intergenic
dnase_319,chrX,12523434,12526592,0.29581,,intergenic
dnase_320,chrX,12527984,12529011,0.02519,,intergenic
dnase_321,chrX,12540213,12541881,0.09531,Xa_only,intergenic
dnase_322,chrX,12542340,12545021,0.82935,,intergenic
dnase_323,chrX,12556837,12558819,0.11014,Xa_only,intergenic
dnase_324,chrX,12586744,12588766,0.00471,XaXi,inactivated
dnase_325,chrX,12589985,12593374,0.03415,,inactivated
dnase_326,chrX,12651575,12653802,0.00773,XaXi,inactivated
dnase_327,chrX,12670799,12672336,0.01061,Xi_only,inactivated
dnase_328,chrX,12672486,12674329,0.66931,Xa_only,inactivated
dnase_329,chrX,12760940,12763125,0.0035,XaXi,inactivated
dnase_330,chrX,12768180,12769425,0.25543,,no_ase_genedata
dnase_331,chrX,12800375,12801640,0.32517,,no_ase_genedata
dnase_332,chrX,12812936,12814599,0.17542,,no_ase_genedata
dnase_333,chrX,12822354,12825478,0.08883,,no_ase_genedata
dnase_334,chrX,12828822,12830769,0.94879,,intergenic
dnase_335,chrX,12838893,12841511,0.07453,Xa_only,intergenic
dnase_336,chrX,12843911,12845339,0.17566,Xa_only,intergenic
dnase_337,chrX,12855199,12856730,0.17687,,intergenic
dnase_338,chrX,12857529,12858907,0.03019,,intergenic
dnase_339,chrX,12859712,12861070,0.03087,Xa_only,intergenic
dnase_340,chrX,12869548,12871213,0.36442,Xa_only,intergenic
dnase_341,chrX,12872843,12874825,0.01208,XaXi,intergenic
dnase_342,chrX,12877169,12879670,0.07039,,intergenic
dnase_343,chrX,12885986,12887195,0.22595,,intergenic
dnase_344,chrX,12916119,12918118,0.01227,XaXi,intergenic
dnase_345,chrX,12927593,12929751,0.01093,XaXi,intergenic
dnase_346,chrX,12936014,12937715,0.24931,Xa_only,intergenic
dnase_347,chrX,12942153,12943272,0.7577,Xa_only,intergenic
dnase_348,chrX,12947791,12949028,0.03321,,intergenic
dnase_349,chrX,12950730,12951762,0.15454,Xa_only,intergenic
dnase_350,chrX,12959493,12960947,0.106,,intergenic
dnase_351,chrX,12996067,12997473,0.4756,Xa_only,intergenic
dnase_352,chrX,13013869,13014983,0.32922,,intergenic
dnase_353,chrX,13027584,13028897,0.85173,,intergenic
dnase_354,chrX,13041092,13042747,0.46733,,no_ase_genedata
dnase_355,chrX,13070090,13073559,0.00036,XaXi,inactivated
dnase_356,chrX,13198911,13201000,0.10561,Xa_only,intergenic
dnase_357,chrX,13205200,13209059,0,XaXi,intergenic
dnase_358,chrX,13215165,13217434,0.30876,Xa_only,intergenic
dnase_359,chrX,13224606,13225691,0.00736,XaXi,intergenic
dnase_360,chrX,13229516,13232192,0.13713,Xa_only,no_ase_genedata
dnase_361,chrX,13238098,13240303,0.15808,,no_ase_genedata
dnase_362,chrX,13240384,13244018,0.03213,Xa_only,no_ase_genedata
dnase_363,chrX,13244390,13246587,0.05436,Xa_only,no_ase_genedata
dnase_364,chrX,13246690,13248017,0.11798,Xa_only,no_ase_genedata
dnase_365,chrX,13261684,13263053,0.13872,,intergenic
dnase_366,chrX,13278577,13282646,0.00166,XaXi,inactivated
dnase_367,chrX,13337353,13338403,0.18298,,intergenic
dnase_368,chrX,13343529,13348373,0.01209,XaXi,intergenic
dnase_369,chrX,13386030,13387140,,,intergenic
dnase_370,chrX,13391378,13394192,0.00306,XaXi,intergenic
dnase_371,chrX,13412805,13414073,0.91922,Xa_only,intergenic
dnase_372,chrX,13460707,13462835,0.38394,Xa_only,no_ase_genedata
dnase_373,chrX,13462843,13464751,0.64823,,no_ase_genedata
dnase_374,chrX,13466435,13468598,0.3235,,no_ase_genedata
dnase_375,chrX,13485349,13487816,0.0172,XaXi,no_ase_genedata
dnase_376,chrX,13494892,13496915,0.02364,Xa_only,intergenic
dnase_377,chrX,13502390,13503664,0.59983,,intergenic
dnase_378,chrX,13504104,13507600,0.00626,XaXi,intergenic
dnase_379,chrX,13510841,13511998,0.2192,Xa_only,intergenic
dnase_380,chrX,13512793,13514015,0.03037,Xa_only,no_ase_genedata
dnase_381,chrX,13517380,13521139,0.00856,XaXi,no_ase_genedata
dnase_382,chrX,13530784,13532894,0.08144,,no_ase_genedata
dnase_383,chrX,13845184,13847762,0.00452,XaXi,no_ase_genedata
dnase_384,chrX,14839649,14840952,0.27517,,intergenic
dnase_385,chrX,15322052,15323336,0.1039,Xa_only,intergenic
dnase_386,chrX,15597936,15598923,0.45544,,intergenic
dnase_387,chrX,16253416,16254386,0.1563,,intergenic
dnase_388,chrX,16617647,16620348,0.00445,XaXi,inactivated
dnase_389,chrX,16816209,16818116,0.10964,,nontranscribed
dnase_390,chrX,17520820,17522103,0.64175,Xa_only,intergenic
dnase_391,chrX,17571178,17573052,0.60052,Xa_only,inactivated
dnase_392,chrX,18146042,18147550,0.38832,,nontranscribed
dnase_393,chrX,18161271,18164788,0.00171,XaXi,escaping
dnase_394,chrX,18316806,18318064,,,intergenic
dnase_395,chrX,18411395,18413158,0.02144,Xa_only,intergenic
dnase_396,chrX,18460599,18461822,0.19055,,nontranscribed
dnase_397,chrX,19236450,19238791,0.00134,XaXi,intergenic
dnase_398,chrX,19906221,19907427,0.46503,Xa_only,intergenic
dnase_399,chrX,20058698,20061815,0.00233,XaXi,no_ase_genedata
dnase_400,chrX,20161786,20163132,0.6435,Xa_only,no_ase_genedata
dnase_401,chrX,20290579,20292603,0.02158,Xa_only,no_ase_genedata
dnase_402,chrX,20335278,20336478,0.47172,,intergenic
dnase_403,chrX,20355810,20356958,0.92058,Xa_only,intergenic
dnase_404,chrX,20363781,20365443,0.02783,Xa_only,inactivated
dnase_405,chrX,20424592,20427627,0.02694,Xa_only,no_ase_genedata
dnase_406,chrX,20547319,20550163,0.01655,XaXi,nontranscribed
dnase_407,chrX,20570667,20572557,0.4797,,intergenic
dnase_408,chrX,20572599,20573678,0.34144,Xa_only,intergenic
dnase_409,chrX,20587798,20588660,,,intergenic
dnase_410,chrX,20616431,20620207,0.01771,XaXi,inactivated
dnase_411,chrX,20635421,20646458,0.02058,XaXi,inactivated
dnase_412,chrX,20647239,20648314,1,,inactivated
dnase_413,chrX,20657634,20659836,0.03341,Xa_only,no_ase_genedata
dnase_414,chrX,20661934,20664301,0.47989,,no_ase_genedata
dnase_415,chrX,20668060,20669590,0.30404,,no_ase_genedata
dnase_416,chrX,20686808,20689803,0.16816,Xa_only,no_ase_genedata
dnase_417,chrX,20692428,20694990,0.73346,,no_ase_genedata
dnase_418,chrX,20698148,20700199,0.19703,,no_ase_genedata
dnase_419,chrX,20703403,20705241,0.64536,,no_ase_genedata
dnase_420,chrX,20770577,20772354,0.03527,Xa_only,intergenic
dnase_421,chrX,20791777,20792968,0.05493,Xa_only,inactivated
dnase_422,chrX,20797219,20799381,0.22389,,inactivated
dnase_423,chrX,20816945,20818133,0.05487,,inactivated
dnase_424,chrX,20818667,20821082,0.072,Xa_only,inactivated
dnase_425,chrX,20828515,20829710,0.83815,,inactivated
dnase_426,chrX,20847638,20849534,0.10616,Xa_only,inactivated
dnase_427,chrX,20852964,20854533,0.25523,,inactivated
dnase_428,chrX,20856879,20864322,0.00935,XaXi,inactivated
dnase_429,chrX,20868948,20871681,0.065,,no_ase_genedata
dnase_430,chrX,20872585,20874036,0.03931,,no_ase_genedata
