name,chr,start,end,Xi.pval,Xi_Xa,location
ctcf_44925,chrX,7375549,7376536,1,,no_ase_genedata
ctcf_44926,chrX,7420637,7421818,0,XaXi,no_ase_genedata
ctcf_44927,chrX,7422483,7423591,0.7038,,no_ase_genedata
ctcf_44928,chrX,7473481,7474445,0.01209,XaXi,intergenic
ctcf_44929,chrX,7493918,7494882,0.13094,Xa_only,intergenic
ctcf_44930,chrX,7644966,7646125,1,,no_ase_genedata
ctcf_44931,chrX,7673738,7675672,0.60824,Xa_only,no_ase_genedata
ctcf_44932,chrX,7678653,7680665,0.04759,Xa_only,no_ase_genedata
ctcf_44933,chrX,7692580,7693628,0.00319,XaXi,inactivated
ctcf_44934,chrX,7715692,7716697,0.42141,Xa_only,intergenic
ctcf_44935,chrX,7732785,7734416,0.77602,Xa_only,inactivated
ctcf_44936,chrX,7743250,7744141,0.13208,Xa_only,inactivated
ctcf_44937,chrX,7753329,7754299,0.38389,Xa_only,intergenic
ctcf_44938,chrX,7772502,7773521,0.63389,Xa_only,inactivated
ctcf_44939,chrX,7776324,7777442,0.00673,XaXi,inactivated
ctcf_44940,chrX,7793011,7794135,1,,no_ase_genedata
ctcf_44941,chrX,7814636,7815754,0.3639,Xa_only,no_ase_genedata
ctcf_44942,chrX,7854108,7855250,0.91202,Xa_only,inactivated
ctcf_44943,chrX,7879527,7880486,0.22322,,inactivated
ctcf_44944,chrX,7888209,7888996,0.13237,Xa_only,inactivated
ctcf_44945,chrX,7915605,7916264,0.62118,,inactivated
ctcf_44946,chrX,7917593,7918735,0.00259,XaXi,inactivated
ctcf_44947,chrX,7920676,7921610,0.67582,,inactivated
ctcf_44948,chrX,7936591,7937736,0.07891,Xa_only,inactivated
ctcf_44949,chrX,8002752,8003710,0.71713,Xa_only,no_ase_genedata
ctcf_44950,chrX,8009146,8010155,0.07371,,no_ase_genedata
ctcf_44951,chrX,8015346,8016407,0.00395,XaXi,no_ase_genedata
ctcf_44952,chrX,8016770,8017919,0,XaXi,no_ase_genedata
ctcf_44953,chrX,8019859,8020815,0.00001,XaXi,no_ase_genedata
ctcf_44954,chrX,8024601,8025464,1,,intergenic
ctcf_44955,chrX,8032623,8033470,0,XaXi,intergenic
ctcf_44956,chrX,8100901,8101861,0.22078,,no_ase_genedata
ctcf_44957,chrX,8114960,8115921,0.83868,Xa_only,intergenic
ctcf_44958,chrX,8124892,8126159,0.01237,Xi_only,inactivated
ctcf_44959,chrX,8175294,8176376,0.5425,Xa_only,inactivated
ctcf_44960,chrX,8255523,8256420,0.11842,Xa_only,inactivated
ctcf_44961,chrX,8285150,8286216,0.6346,,no_ase_genedata
ctcf_44962,chrX,8314523,8315607,0,XaXi,intergenic
ctcf_44963,chrX,8353160,8354084,0.07384,Xa_only,intergenic
ctcf_44964,chrX,8445887,8446687,1,,nontranscribed
ctcf_44965,chrX,8615745,8616638,0.00015,XaXi,nontranscribed
ctcf_44966,chrX,8653580,8654482,0.74429,Xa_only,nontranscribed
ctcf_44967,chrX,8676484,8677565,1,,nontranscribed
ctcf_44968,chrX,8732521,8733682,0,XaXi,nontranscribed
ctcf_44969,chrX,8776288,8777233,1,,nontranscribed
ctcf_44970,chrX,8831694,8832802,0,XaXi,intergenic
ctcf_44971,chrX,8863977,8865052,0,XaXi,intergenic
ctcf_44972,chrX,8921846,8922898,0.02137,XaXi,intergenic
ctcf_44973,chrX,8947993,8949158,0.00062,XaXi,intergenic
ctcf_44974,chrX,8964322,8965317,1,,nontranscribed
ctcf_44975,chrX,9060994,9061621,0.41732,,nontranscribed
ctcf_44976,chrX,9128196,9129141,0.01326,XaXi,intergenic
ctcf_44977,chrX,9200285,9201067,1,,no_ase_genedata
ctcf_44978,chrX,9215909,9217031,0,XaXi,no_ase_genedata
ctcf_44979,chrX,9220809,9221973,0,XaXi,no_ase_genedata
ctcf_44980,chrX,9413525,9414600,0.15393,Xa_only,intergenic
ctcf_44981,chrX,9440756,9441838,0.00079,XaXi,nontranscribed
ctcf_44982,chrX,9519662,9520731,0.18847,,intergenic
ctcf_44983,chrX,9537595,9538112,1,,intergenic
ctcf_44984,chrX,9747067,9747955,0.36166,Xa_only,intergenic
ctcf_44985,chrX,9855392,9856253,0.00584,XaXi,intergenic
ctcf_44986,chrX,10034352,10035391,0.00025,XaXi,nontranscribed
ctcf_44987,chrX,10070356,10071453,0.34238,Xa_only,nontranscribed
ctcf_44988,chrX,10200907,10202032,0.0003,XaXi,inactivated
ctcf_44989,chrX,10216336,10217322,0.40836,Xa_only,inactivated
ctcf_44990,chrX,10549354,10550477,0,XaXi,no_ase_genedata
ctcf_44991,chrX,10577036,10578144,0.0006,XaXi,no_ase_genedata
ctcf_44992,chrX,10592060,10592906,0.22414,Xa_only,no_ase_genedata
ctcf_44993,chrX,10616787,10618014,0.07922,Xa_only,intergenic
ctcf_44994,chrX,10650554,10651593,0.00186,XaXi,intergenic
ctcf_44995,chrX,10786708,10787771,1,,intergenic
ctcf_44996,chrX,11140946,11142039,0.02729,Xa_only,intergenic
ctcf_44997,chrX,11213217,11214310,0.00001,XaXi,intergenic
ctcf_44998,chrX,11553459,11554482,0.21954,Xa_only,intergenic
ctcf_44999,chrX,11629636,11630517,1,,intergenic
ctcf_45000,chrX,11633467,11634553,0,XaXi,intergenic
ctcf_45001,chrX,11800886,11801836,0.60665,Xa_only,intergenic
ctcf_45002,chrX,11859119,11860097,0.17618,Xa_only,intergenic
ctcf_45003,chrX,12157330,12158253,0.06911,,inactivated
ctcf_45004,chrX,12252138,12253094,0.72129,Xa_only,intergenic
ctcf_45005,chrX,12347792,12348811,0.08234,Xa_only,no_ase_genedata
ctcf_45006,chrX,12431971,12433017,0.07361,,intergenic
ctcf_45007,chrX,12468715,12469690,0.07299,,intergenic
ctcf_45008,chrX,12540795,12541623,0,XaXi,intergenic
ctcf_45009,chrX,12599384,12600418,0.00796,Xi_only,inactivated
ctcf_45010,chrX,12677041,12678213,0.00226,XaXi,inactivated
ctcf_45011,chrX,12794549,12795504,0.38356,Xa_only,no_ase_genedata
ctcf_45012,chrX,12839252,12840361,1,Xa_only,intergenic
ctcf_45013,chrX,12851332,12852438,0,XaXi,intergenic
ctcf_45014,chrX,12859871,12860896,0.2766,Xa_only,intergenic
ctcf_45015,chrX,12873310,12874456,0.07789,,intergenic
ctcf_45016,chrX,12919240,12920286,0,XaXi,intergenic
ctcf_45017,chrX,12924645,12926259,0.00037,XaXi,intergenic
ctcf_45018,chrX,13070771,13071807,0.4187,,inactivated
ctcf_45019,chrX,13085345,13086361,0.83803,,inactivated
ctcf_45020,chrX,13207611,13208751,0,XaXi,intergenic
ctcf_45021,chrX,13213904,13214972,1,Xa_only,intergenic
ctcf_45022,chrX,13224577,13225464,0.00572,XaXi,intergenic
ctcf_45023,chrX,13461136,13462280,0.70347,,no_ase_genedata
ctcf_45024,chrX,13512845,13513866,0.02424,XaXi,no_ase_genedata
ctcf_45025,chrX,13656508,13657512,0.29223,Xa_only,nontranscribed
ctcf_45026,chrX,13691648,13692574,0.21709,,no_ase_genedata
ctcf_45027,chrX,13709829,13710945,0,XaXi,no_ase_genedata
ctcf_45028,chrX,15053436,15054485,0.00002,XaXi,intergenic
ctcf_45029,chrX,15813462,15814481,0.00741,XaXi,intergenic
ctcf_45030,chrX,16437875,16438771,1,,intergenic
ctcf_45031,chrX,16450566,16451458,0.01065,XaXi,intergenic
ctcf_45032,chrX,16765827,16766785,0.21734,Xa_only,nontranscribed
ctcf_45033,chrX,16859941,16860935,0,XaXi,intergenic
ctcf_45034,chrX,16894188,16895154,0,XaXi,nontranscribed
ctcf_45035,chrX,17165007,17166335,0.00368,Xi_only,no_ase_genedata
ctcf_45036,chrX,17217054,17218162,0.01249,XaXi,no_ase_genedata
ctcf_45037,chrX,17537208,17538131,0.33952,,intergenic
ctcf_45038,chrX,17611015,17611947,0.45148,Xa_only,intergenic
ctcf_45039,chrX,18168587,18169650,0.0445,,escaping
ctcf_45040,chrX,18254339,18255448,0.05817,,escaping
ctcf_45041,chrX,18441665,18442815,0,XaXi,nontranscribed
ctcf_45042,chrX,19201037,19202075,0.97816,,intergenic
ctcf_45043,chrX,19969632,19970613,0.05469,Xa_only,intergenic
ctcf_45044,chrX,20020731,20021672,0.00821,XaXi,intergenic
ctcf_45045,chrX,20157169,20158274,0.00001,XaXi,no_ase_genedata
ctcf_45046,chrX,20161462,20163075,0.0079,XaXi,no_ase_genedata
ctcf_45047,chrX,20335267,20336529,0.01741,XaXi,intergenic
ctcf_45048,chrX,20388815,20389752,0,Xi_only,inactivated
ctcf_45049,chrX,20403673,20404710,0,XaXi,inactivated
ctcf_45050,chrX,20561497,20562558,0.61756,,nontranscribed
ctcf_45051,chrX,20587767,20588661,0.1266,,intergenic
ctcf_45052,chrX,20662256,20663334,1,,no_ase_genedata
ctcf_45053,chrX,20688635,20689285,0.19626,Xa_only,no_ase_genedata
ctcf_45054,chrX,20770574,20771760,0,XaXi,intergenic
ctcf_45055,chrX,20792891,20793969,0.00137,XaXi,inactivated
ctcf_45056,chrX,20818762,20820812,0.39107,Xa_only,inactivated
ctcf_45057,chrX,20828600,20829622,0.04587,Xa_only,inactivated
ctcf_45058,chrX,20945576,20946756,0,XaXi,nontranscribed
ctcf_45059,chrX,21293290,21294395,0,Xi_only,intergenic
ctcf_45060,chrX,21295123,21295994,0.00003,XaXi,intergenic
ctcf_45061,chrX,21345455,21346481,0.00719,XaXi,intergenic
ctcf_45062,chrX,21350181,21351279,0,XaXi,intergenic
ctcf_45063,chrX,21351983,21352936,0.0182,XaXi,intergenic
ctcf_45064,chrX,21384740,21385881,0.00009,Xi_only,intergenic
ctcf_45065,chrX,21424509,21425570,0.00309,XaXi,intergenic
ctcf_45066,chrX,21427710,21428732,0.02152,XaXi,intergenic
ctcf_45067,chrX,21481219,21482193,0.04759,Xa_only,no_ase_genedata
ctcf_45068,chrX,21828712,21829763,0,XaXi,intergenic
ctcf_45069,chrX,21981076,21981746,0.42109,,intergenic
ctcf_45070,chrX,22248657,22249431,0.05924,,intergenic
ctcf_45071,chrX,23295609,23296704,0.20119,,no_ase_genedata
ctcf_45072,chrX,23327786,23329520,0.21887,Xa_only,no_ase_genedata
ctcf_45073,chrX,23337128,23337944,0.22015,,no_ase_genedata
ctcf_45074,chrX,23349736,23350721,0.04562,Xa_only,no_ase_genedata
ctcf_45075,chrX,23507556,23508435,1,,intergenic
ctcf_45076,chrX,23565507,23566395,1,,intergenic
ctcf_45077,chrX,23813082,23813699,1,,intergenic
ctcf_45078,chrX,23814549,23815308,1,,intergenic
ctcf_45079,chrX,24153046,24153994,1,,intergenic
ctcf_45080,chrX,24161615,24162270,1,,intergenic
ctcf_45081,chrX,24169695,24170593,1,,intergenic
ctcf_45082,chrX,32590452,32591274,1,,nontranscribed
ctcf_45083,chrX,33919079,33919454,,,intergenic
ctcf_45084,chrX,33919665,33921108,1,,intergenic
ctcf_45085,chrX,33923696,33925321,1,,intergenic
ctcf_45086,chrX,33932582,33933534,1,,intergenic
ctcf_45087,chrX,33933586,33934473,1,,intergenic
ctcf_45088,chrX,33934522,33935339,1,,intergenic
ctcf_45089,chrX,33935552,33936610,1,,intergenic
ctcf_45090,chrX,33936611,33937667,1,,intergenic
ctcf_45091,chrX,33937751,33938250,1,,intergenic
ctcf_45092,chrX,33938319,33939467,1,,intergenic
ctcf_45093,chrX,33939501,33940280,1,,intergenic
ctcf_45094,chrX,35624138,35624924,1,,intergenic
ctcf_45095,chrX,35682994,35684053,1,,intergenic
ctcf_45096,chrX,35812772,35813979,0,XaXi,intergenic
ctcf_45097,chrX,35834446,35834927,1,,intergenic
ctcf_45098,chrX,35846964,35847829,1,,intergenic
ctcf_45099,chrX,35879344,35880420,0.45595,,intergenic
ctcf_45100,chrX,35996589,35997774,1,,no_ase_genedata
ctcf_45101,chrX,36149895,36150871,0,Xi_only,no_ase_genedata
ctcf_45102,chrX,36183396,36184371,1,,intergenic
ctcf_45103,chrX,36188792,36189773,1,,intergenic
ctcf_45104,chrX,36209250,36210142,1,,intergenic
ctcf_45105,chrX,36220993,36222103,0.45604,,intergenic
ctcf_45106,chrX,36225403,36227260,0,XaXi,intergenic
ctcf_45107,chrX,36352133,36353136,1,,no_ase_genedata
ctcf_45108,chrX,36376371,36377348,1,,intergenic
ctcf_45109,chrX,36392939,36393935,1,,intergenic
ctcf_45110,chrX,36401941,36402981,1,,intergenic
ctcf_45111,chrX,36434622,36435756,1,,intergenic
ctcf_45112,chrX,36455632,36456915,1,,intergenic
ctcf_45113,chrX,36474090,36475106,1,,intergenic
ctcf_45114,chrX,36487395,36488789,1,,intergenic
ctcf_45115,chrX,36489162,36490525,1,,intergenic
ctcf_45116,chrX,36506668,36507623,1,,intergenic
ctcf_45117,chrX,36534180,36535300,1,,intergenic
ctcf_45118,chrX,36561249,36562349,0.00043,XaXi,intergenic
ctcf_45119,chrX,36630621,36631582,0.70728,,no_ase_genedata
ctcf_45120,chrX,36635844,36636734,0.21973,Xa_only,no_ase_genedata
ctcf_45121,chrX,36644241,36645338,1,,no_ase_genedata
ctcf_45122,chrX,36739228,36740238,1,,no_ase_genedata
ctcf_45123,chrX,36744396,36745401,1,,no_ase_genedata
ctcf_45124,chrX,36751163,36752126,1,,no_ase_genedata
ctcf_45125,chrX,36760255,36761819,1,,no_ase_genedata
ctcf_45126,chrX,36795883,36796948,0.00018,XaXi,no_ase_genedata
ctcf_45127,chrX,36807591,36808580,1,,intergenic
ctcf_45128,chrX,36810967,36812256,0.00279,Xi_only,intergenic
ctcf_45129,chrX,36819756,36821005,1,,intergenic
ctcf_45130,chrX,36829924,36831013,1,,intergenic
ctcf_45131,chrX,36833045,36834284,1,,intergenic
ctcf_45132,chrX,36884414,36885412,1,,no_ase_genedata
ctcf_45133,chrX,36898514,36899713,1,,no_ase_genedata
ctcf_45134,chrX,36906242,36907219,1,,no_ase_genedata
ctcf_45135,chrX,36911071,36912178,1,,no_ase_genedata
ctcf_45136,chrX,36930259,36931297,1,,no_ase_genedata
ctcf_45137,chrX,37018734,37019754,1,,intergenic
ctcf_45138,chrX,37022355,37023487,1,,intergenic
ctcf_45139,chrX,37042331,37043558,1,,intergenic
ctcf_45140,chrX,37074277,37075326,1,,intergenic
ctcf_45141,chrX,37103492,37104439,0.22326,Xa_only,inactivated
ctcf_45142,chrX,37157239,37158744,0.00015,XaXi,nontranscribed
ctcf_45143,chrX,37166784,37168020,0.00005,XaXi,nontranscribed
ctcf_45144,chrX,37172627,37173756,1,,nontranscribed
ctcf_45145,chrX,37211384,37212375,0.19688,,nontranscribed
ctcf_45146,chrX,37688005,37688909,0.61013,,intergenic
ctcf_45147,chrX,37815302,37816402,0.7034,,intergenic
ctcf_45148,chrX,37823274,37824315,0.01865,XaXi,no_ase_genedata
ctcf_45149,chrX,37903524,37904367,1,,no_ase_genedata
ctcf_45150,chrX,37908196,37909404,1,,intergenic
ctcf_45151,chrX,37916306,37917107,0.45572,Xa_only,intergenic
ctcf_45152,chrX,38061209,38062284,1,,no_ase_genedata
ctcf_45153,chrX,38083883,38085017,1,,nontranscribed
ctcf_45154,chrX,38158737,38159856,0.02561,XaXi,intergenic
ctcf_45155,chrX,38166237,38167262,1,,intergenic
ctcf_45156,chrX,38179604,38180831,1,,intergenic
ctcf_45157,chrX,38189147,38190277,0.02577,XaXi,inactivated
ctcf_45158,chrX,38237448,38239006,0.00021,XaXi,no_ase_genedata
ctcf_45159,chrX,38249261,38250093,1,,no_ase_genedata
ctcf_45160,chrX,38334255,38335678,1,,nontranscribed
ctcf_45161,chrX,38382184,38382991,1,,intergenic
ctcf_45162,chrX,38430656,38432033,0.0716,,no_ase_genedata
ctcf_45163,chrX,38438072,38439218,0.07431,Xa_only,no_ase_genedata
ctcf_45164,chrX,38473539,38474581,0.00719,XaXi,intergenic
ctcf_45165,chrX,38501675,38502905,1,,intergenic
ctcf_45166,chrX,38514102,38515340,1,,intergenic
ctcf_45167,chrX,38567841,38568615,1,,no_ase_genedata
ctcf_45168,chrX,38591899,38592840,1,,intergenic
ctcf_45169,chrX,38650395,38651161,1,,intergenic
ctcf_45170,chrX,38652818,38653888,1,,intergenic
ctcf_45171,chrX,38654453,38655439,1,,intergenic
ctcf_45172,chrX,38776805,38777781,0.42072,Xa_only,nontranscribed
ctcf_45173,chrX,38808975,38810045,1,,nontranscribed
ctcf_45174,chrX,40655158,40655871,1,,intergenic
ctcf_45175,chrX,41614521,41615685,1,,nontranscribed
ctcf_45176,chrX,41956858,41958570,1,,intergenic
ctcf_45177,chrX,41974863,41975871,1,,intergenic
ctcf_45178,chrX,42032827,42033826,1,Xa_only,intergenic
ctcf_45179,chrX,42039206,42040134,0.45536,,intergenic
ctcf_45180,chrX,42148673,42149735,1,,no_ase_genedata
ctcf_45181,chrX,42512321,42513332,1,,nontranscribed
ctcf_45182,chrX,42540338,42541439,1,,no_ase_genedata
ctcf_45183,chrX,42556904,42558044,1,,no_ase_genedata
ctcf_45184,chrX,42973178,42974175,0,XaXi,no_ase_genedata
ctcf_45185,chrX,43245966,43247002,1,,no_ase_genedata
ctcf_45186,chrX,44052918,44053567,1,,intergenic
ctcf_45187,chrX,44228479,44229629,0.00001,XaXi,intergenic
ctcf_45188,chrX,44789860,44790937,0.70257,,no_ase_genedata
ctcf_45189,chrX,44953036,44953803,1,,intergenic
ctcf_45190,chrX,45340308,45341363,1,,intergenic
ctcf_45191,chrX,46137234,46138247,0.00307,XaXi,intergenic
ctcf_45192,chrX,47292350,47293394,1,,intergenic
ctcf_45193,chrX,47328549,47329589,1,,intergenic
ctcf_45194,chrX,47897400,47898080,1,,no_ase_genedata
ctcf_45195,chrX,47903543,47904463,1,,intergenic
ctcf_45196,chrX,47908253,47909268,1,,inactivated
ctcf_45197,chrX,47911868,47912883,1,,inactivated
ctcf_45198,chrX,47984850,47986119,0,XaXi,intergenic
ctcf_45199,chrX,47992297,47993271,0,XaXi,intergenic
ctcf_45200,chrX,48019348,48020727,0,XaXi,no_ase_genedata
ctcf_45201,chrX,48093215,48095431,0.57735,Xa_only,intergenic
ctcf_45202,chrX,48099512,48100621,0.11762,,intergenic
ctcf_45203,chrX,48124286,48125601,0,XaXi,no_ase_genedata
ctcf_45204,chrX,48127562,48128475,0.00122,XaXi,no_ase_genedata
ctcf_45205,chrX,48256940,48257821,0.45446,,escaping
ctcf_45206,chrX,48277776,48278837,0,XaXi,escaping
ctcf_45207,chrX,48383169,48384393,0,XaXi,no_ase_genedata
ctcf_45208,chrX,48409738,48410994,1,,inactivated
ctcf_45209,chrX,48422536,48423897,0.01846,XaXi,inactivated
ctcf_45210,chrX,48462251,48463556,0.00005,XaXi,intergenic
ctcf_45211,chrX,48490854,48491858,0.10473,Xa_only,no_ase_genedata
ctcf_45212,chrX,48531760,48532997,0.00023,XaXi,no_ase_genedata
ctcf_45213,chrX,48578498,48579475,0.00001,XaXi,inactivated
ctcf_45214,chrX,48585619,48586493,0.00425,XaXi,inactivated
ctcf_45215,chrX,48643807,48644906,0,XaXi,inactivated
ctcf_45216,chrX,48653566,48654596,0.02976,Xa_only,inactivated
ctcf_45217,chrX,48669441,48670305,1,,nontranscribed
ctcf_45218,chrX,48682827,48684239,0.4192,,intergenic
ctcf_45219,chrX,48818565,48819423,0.22365,Xa_only,intergenic
ctcf_45220,chrX,48899176,48900372,0,XaXi,intergenic
ctcf_45221,chrX,48903392,48904385,0.36427,Xa_only,intergenic
ctcf_45222,chrX,49306307,49307352,0,XaXi,intergenic
ctcf_45223,chrX,49309291,49310154,0.00539,XaXi,nontranscribed
ctcf_45224,chrX,49349069,49350019,0.07831,Xa_only,nontranscribed
ctcf_45225,chrX,49376782,49377814,0.45417,,nontranscribed
ctcf_45226,chrX,49619268,49620230,0.07369,,intergenic
ctcf_45227,chrX,49636948,49637900,0.02627,Xi_only,intergenic
ctcf_45228,chrX,49770492,49771552,0.00289,XaXi,intergenic
ctcf_45229,chrX,50227081,50227888,0.38742,,intergenic
ctcf_45230,chrX,50549485,50550882,0.60792,,no_ase_genedata
ctcf_45231,chrX,50560583,50561631,0.00532,XaXi,no_ase_genedata
ctcf_45232,chrX,50566094,50567120,0,XaXi,no_ase_genedata
ctcf_45233,chrX,50568782,50569840,0,XaXi,no_ase_genedata
ctcf_45234,chrX,50571914,50573428,0,Xi_only,no_ase_genedata
ctcf_45235,chrX,50576652,50577600,0,XaXi,no_ase_genedata
ctcf_45236,chrX,50579949,50580926,0,XaXi,no_ase_genedata
ctcf_45237,chrX,50583550,50584147,0.05852,,no_ase_genedata
ctcf_45238,chrX,50590414,50592112,1,,no_ase_genedata
ctcf_45239,chrX,50596856,50597859,0.00035,Xi_only,no_ase_genedata
ctcf_45240,chrX,50599499,50600991,1,,no_ase_genedata
ctcf_45241,chrX,50602335,50603626,1,,no_ase_genedata
ctcf_45242,chrX,50604698,50606174,1,,no_ase_genedata
ctcf_45243,chrX,50607385,50608226,1,,no_ase_genedata
ctcf_45244,chrX,50611356,50612948,1,,no_ase_genedata
ctcf_45245,chrX,50614337,50615335,1,,no_ase_genedata
ctcf_45246,chrX,50616718,50617625,1,,no_ase_genedata
ctcf_45247,chrX,50619737,50621585,1,,no_ase_genedata
ctcf_45248,chrX,50622836,50623761,1,,no_ase_genedata
ctcf_45249,chrX,50635049,50635924,0.00299,XaXi,no_ase_genedata
ctcf_45250,chrX,50657431,50658732,0,XaXi,intergenic
ctcf_45251,chrX,50675011,50675983,0.00002,XaXi,intergenic
ctcf_45252,chrX,50924515,50925675,0.02803,,intergenic
ctcf_45253,chrX,51019554,51020616,1,,no_ase_genedata
ctcf_45254,chrX,51065028,51066506,1,,intergenic
ctcf_45255,chrX,51075932,51077522,1,,intergenic
ctcf_45256,chrX,51146060,51147119,1,,no_ase_genedata
ctcf_45257,chrX,51171056,51172126,1,,no_ase_genedata
ctcf_45258,chrX,51205369,51206120,1,,no_ase_genedata
ctcf_45259,chrX,51280161,51280998,1,,intergenic
ctcf_45260,chrX,51372216,51373294,1,,intergenic
ctcf_45261,chrX,51374079,51375423,1,,intergenic
ctcf_45262,chrX,51397123,51398215,1,,no_ase_genedata
ctcf_45263,chrX,51497463,51498683,1,,no_ase_genedata
ctcf_45264,chrX,51736121,51737409,0.00021,XaXi,intergenic
ctcf_45265,chrX,51895267,51896522,1,Xa_only,intergenic
ctcf_45266,chrX,51912843,51914149,0.34167,Xa_only,intergenic
ctcf_45267,chrX,51979505,51980300,0,XaXi,intergenic
ctcf_45268,chrX,52343056,52343951,0.20142,Xa_only,no_ase_genedata
ctcf_45269,chrX,52370083,52371112,0.74372,Xa_only,no_ase_genedata
ctcf_45270,chrX,52374872,52375900,0.00001,XaXi,no_ase_genedata
ctcf_45271,chrX,52441488,52442559,0.01476,XaXi,no_ase_genedata
ctcf_45272,chrX,52452912,52454114,0.02479,Xi_only,no_ase_genedata
ctcf_45273,chrX,52587305,52588273,0.0403,Xa_only,nontranscribed
ctcf_45274,chrX,52602774,52603886,0.01758,XaXi,nontranscribed
ctcf_45275,chrX,52651660,52652692,1,,intergenic
ctcf_45276,chrX,52678708,52679758,0.80247,Xa_only,intergenic
ctcf_45277,chrX,52694144,52695041,0.04094,Xa_only,intergenic
ctcf_45278,chrX,52717109,52718208,0,XaXi,intergenic
ctcf_45279,chrX,52775729,52776646,0,XaXi,intergenic
ctcf_45280,chrX,52797876,52798674,0.02772,Xa_only,nontranscribed
ctcf_45281,chrX,52815201,52815867,0.62253,,intergenic
ctcf_45282,chrX,52863854,52864880,0.00398,XaXi,intergenic
ctcf_45283,chrX,52928519,52929636,0.00014,XaXi,inactivated
ctcf_45284,chrX,52934000,52935354,0,XaXi,inactivated
ctcf_45285,chrX,52949374,52950447,0.1211,,inactivated
ctcf_45286,chrX,53000617,53001428,0.01258,XaXi,no_ase_genedata
ctcf_45287,chrX,53004559,53005689,0.01557,XaXi,no_ase_genedata
ctcf_45288,chrX,53005709,53006838,0.00536,Xi_only,no_ase_genedata
ctcf_45289,chrX,53015153,53016289,0.01665,Xi_only,no_ase_genedata
ctcf_45290,chrX,53023000,53023794,0.1944,,no_ase_genedata
ctcf_45291,chrX,53024018,53025053,0.13211,Xa_only,no_ase_genedata
ctcf_45292,chrX,53233403,53234467,0.07453,,no_ase_genedata
ctcf_45293,chrX,53237690,53238522,0.00062,XaXi,inactivated
ctcf_45294,chrX,53239954,53240681,0.45608,,inactivated
ctcf_45295,chrX,53254858,53255950,0.04573,,inactivated
ctcf_45296,chrX,53337035,53338075,0.2192,,intergenic
ctcf_45297,chrX,53341067,53342296,0,XaXi,inactivated
ctcf_45298,chrX,53432543,53433650,0,XaXi,no_ase_genedata
ctcf_45299,chrX,53449096,53450143,0.00683,XaXi,intergenic
ctcf_45300,chrX,53459333,53460186,0.70236,,intergenic
ctcf_45301,chrX,53599820,53600619,,,intergenic
ctcf_45302,chrX,53610531,53611270,0,XaXi,no_ase_genedata
ctcf_45303,chrX,53676942,53677677,1,,intergenic
ctcf_45304,chrX,53775992,53776859,0.11971,Xa_only,inactivated
ctcf_45305,chrX,53798857,53799682,0.03503,Xa_only,no_ase_genedata
ctcf_45306,chrX,55584529,55585183,1,,intergenic
ctcf_45307,chrX,56018276,56019128,0.01897,XaXi,intergenic
ctcf_45308,chrX,56273882,56274912,0.19308,Xa_only,intergenic
ctcf_45309,chrX,56276081,56277092,0.00919,XaXi,intergenic
ctcf_45310,chrX,56339865,56340978,0.19467,,intergenic
ctcf_45311,chrX,56417222,56418243,0.00093,XaXi,intergenic
ctcf_45312,chrX,56426951,56428163,0,XaXi,intergenic
ctcf_45313,chrX,56430355,56431378,0.324,,intergenic
ctcf_45314,chrX,56489370,56490523,0,XaXi,no_ase_genedata
