name,chr,start,end,score
Ubn1_96,chr1,36665274.0,36666207.0,55.85
Ubn1_97,chr1,36694116.0,36695193.0,107.21
Ubn1_98,chr1,36698021.0,36700729.0,316.98
Ubn1_99,chr1,36708209.0,36709104.0,90.74
Ubn1_100,chr1,36767199.0,36767943.0,68.0
Ubn1_101,chr1,36768125.0,36768980.0,76.71
Ubn1_102,chr1,36773935.0,36774758.0,67.19
Ubn1_103,chr1,36790497.0,36791414.0,95.11
Ubn1_104,chr1,36791423.0,36792262.0,75.15
Ubn1_105,chr1,36793465.0,36795357.0,64.09
Ubn1_106,chr1,36797754.0,36798962.0,61.59
Ubn1_107,chr1,36801509.0,36802215.0,53.87
Ubn1_108,chr1,36806188.0,36807154.0,63.92
Ubn1_109,chr1,36813940.0,36814892.0,74.84
Ubn1_110,chr1,36815799.0,36816677.0,51.07
Ubn1_111,chr1,36817825.0,36818578.0,50.25
Ubn1_112,chr1,36834511.0,36836259.0,90.25
Ubn1_113,chr1,36883961.0,36884957.0,72.7
Ubn1_114,chr1,36886133.0,36887192.0,71.26
Ubn1_115,chr1,36919935.0,36921996.0,329.24
Ubn1_116,chr1,36941479.0,36942255.0,56.98
Ubn1_117,chr1,36944058.0,36945066.0,69.59
Ubn1_118,chr1,37694196.0,37695114.0,60.94
Ubn1_119,chr1,37899948.0,37900746.0,71.29
Ubn1_120,chr1,37986179.0,37987382.0,171.46
Ubn1_121,chr1,38198289.0,38199289.0,63.48
Ubn1_122,chr1,39370153.0,39371394.0,93.78
Ubn1_123,chr1,39371782.0,39372866.0,83.89
Ubn1_124,chr1,39373255.0,39374280.0,69.62
Ubn1_125,chr1,39533934.0,39534627.0,53.18
Ubn1_126,chr1,39649583.0,39650266.0,61.3
Ubn1_127,chr1,39762384.0,39763242.0,58.62
Ubn1_128,chr1,39910203.0,39911120.0,61.07
Ubn1_129,chr1,39922795.0,39924098.0,95.7
Ubn1_130,chr1,39943628.0,39944938.0,54.43
Ubn1_131,chr1,39999912.0,40001133.0,115.67
Ubn1_132,chr1,40001330.0,40002266.0,68.26
Ubn1_133,chr1,40056998.0,40057803.0,58.7
Ubn1_134,chr1,42436632.0,42437518.0,61.79
Ubn1_135,chr1,42906563.0,42907318.0,74.11
Ubn1_136,chr1,43820401.0,43821206.0,69.94
Ubn1_137,chr1,45814699.0,45816134.0,95.0
Ubn1_138,chr1,45824316.0,45825090.0,67.13
Ubn1_139,chr1,49885386.0,49886383.0,93.63
Ubn1_140,chr1,51230232.0,51231054.0,63.65
Ubn1_141,chr1,52501484.0,52502192.0,51.07
Ubn1_142,chr1,53525426.0,53526642.0,133.32
Ubn1_143,chr1,54484402.0,54485462.0,119.61
Ubn1_144,chr1,54984151.0,54985020.0,64.15
Ubn1_145,chr1,55058979.0,55059926.0,50.03
Ubn1_146,chr1,55072716.0,55073343.0,63.45
Ubn1_147,chr1,55076791.0,55078112.0,134.06
Ubn1_148,chr1,55078912.0,55080814.0,211.97
Ubn1_149,chr1,55083200.0,55084297.0,78.41
Ubn1_150,chr1,55091362.0,55092530.0,104.06
Ubn1_151,chr1,55092645.0,55094462.0,135.58
Ubn1_152,chr1,55096240.0,55096985.0,59.64
Ubn1_153,chr1,55129171.0,55130034.0,52.23
Ubn1_154,chr1,55193001.0,55194391.0,166.31
Ubn1_155,chr1,58304374.0,58305447.0,54.09
Ubn1_156,chr1,58402293.0,58403071.0,70.35
Ubn1_157,chr1,58403561.0,58404328.0,60.7
Ubn1_158,chr1,58407182.0,58408133.0,66.26
Ubn1_159,chr1,58408186.0,58409204.0,82.62
Ubn1_160,chr1,58409341.0,58412028.0,150.99
Ubn1_161,chr1,58412111.0,58414188.0,172.38
Ubn1_162,chr1,58414468.0,58415206.0,61.3
Ubn1_163,chr1,58418022.0,58418794.0,66.77
Ubn1_164,chr1,58430839.0,58432052.0,91.2
Ubn1_165,chr1,58439755.0,58440518.0,68.86
Ubn1_166,chr1,58446288.0,58447414.0,77.91
Ubn1_167,chr1,58448666.0,58449473.0,78.33
Ubn1_168,chr1,58454135.0,58455230.0,85.69
Ubn1_169,chr1,58457552.0,58458907.0,114.7
Ubn1_170,chr1,58460788.0,58461979.0,98.19
Ubn1_171,chr1,58462701.0,58463567.0,55.02
Ubn1_172,chr1,58463600.0,58464785.0,89.4
Ubn1_173,chr1,58475626.0,58476477.0,57.98
Ubn1_174,chr1,58484416.0,58485088.0,52.57
Ubn1_175,chr1,58591170.0,58592194.0,74.87
Ubn1_176,chr1,58632536.0,58633049.0,62.85
Ubn1_177,chr1,58760382.0,58761069.0,65.46
Ubn1_178,chr1,58761289.0,58762378.0,114.36
Ubn1_179,chr1,59448484.0,59449405.0,86.36
Ubn1_180,chr1,59484727.0,59485444.0,60.72
Ubn1_181,chr1,59487051.0,59488187.0,86.56
Ubn1_182,chr1,59492274.0,59493206.0,59.11
Ubn1_183,chr1,59493591.0,59494276.0,58.05
Ubn1_184,chr1,59606982.0,59607692.0,61.8
Ubn1_185,chr1,59629534.0,59630506.0,52.95
Ubn1_186,chr1,59675235.0,59675951.0,55.14
Ubn1_187,chr1,59695806.0,59696494.0,61.4
Ubn1_188,chr1,59696679.0,59697391.0,57.74
Ubn1_189,chr1,59716209.0,59720031.0,468.47
Ubn1_190,chr1,59720866.0,59721668.0,59.29
Ubn1_191,chr1,59721706.0,59722558.0,102.76
Ubn1_192,chr1,59723284.0,59724125.0,83.75
Ubn1_193,chr1,59748902.0,59749725.0,59.91
Ubn1_194,chr1,59842464.0,59843198.0,85.97
Ubn1_195,chr1,60047418.0,60048191.0,96.1
Ubn1_196,chr1,60076108.0,60076956.0,74.71
Ubn1_197,chr1,60082467.0,60083649.0,71.44
Ubn1_198,chr1,60349741.0,60350684.0,86.71
Ubn1_199,chr1,62397764.0,62398733.0,75.11
Ubn1_200,chr1,62664731.0,62665746.0,84.86
Ubn1_201,chr1,62728194.0,62728962.0,67.4
Ubn1_202,chr1,62737702.0,62738420.0,68.29
Ubn1_203,chr1,62786671.0,62787434.0,53.5
Ubn1_204,chr1,62793866.0,62794806.0,120.86
Ubn1_205,chr1,63058537.0,63059442.0,60.94
Ubn1_206,chr1,63061816.0,63062697.0,77.21
Ubn1_207,chr1,63079624.0,63080231.0,54.86
Ubn1_208,chr1,63080969.0,63081793.0,90.02
Ubn1_209,chr1,63091560.0,63092681.0,57.21
Ubn1_210,chr1,63092888.0,63093718.0,66.15
Ubn1_211,chr1,63107639.0,63108401.0,65.18
Ubn1_212,chr1,63117964.0,63118789.0,78.42
Ubn1_213,chr1,63125131.0,63125896.0,55.19
Ubn1_214,chr1,63128520.0,63129287.0,52.96
Ubn1_215,chr1,63143932.0,63145016.0,69.75
Ubn1_216,chr1,63156601.0,63157813.0,64.93
Ubn1_217,chr1,63161838.0,63163847.0,195.36
Ubn1_218,chr1,63166665.0,63167335.0,56.56
Ubn1_219,chr1,63171546.0,63172408.0,64.46
Ubn1_220,chr1,63179067.0,63179786.0,64.23
Ubn1_221,chr1,63179793.0,63181119.0,164.94
Ubn1_222,chr1,63182841.0,63183682.0,64.46
Ubn1_223,chr1,63188775.0,63189579.0,70.3
Ubn1_224,chr1,63190759.0,63191749.0,93.24
Ubn1_225,chr1,63199789.0,63200888.0,165.87
Ubn1_226,chr1,63203115.0,63205608.0,136.44
Ubn1_227,chr1,63242988.0,63244410.0,103.94
Ubn1_228,chr1,63256337.0,63257767.0,98.99
Ubn1_229,chr1,63271741.0,63273147.0,140.99
Ubn1_230,chr1,63431120.0,63431774.0,78.49
Ubn1_231,chr1,63441739.0,63442449.0,54.37
Ubn1_232,chr1,63455647.0,63457347.0,103.12
Ubn1_233,chr1,63459767.0,63460333.0,57.59
Ubn1_234,chr1,63468386.0,63469707.0,66.38
Ubn1_235,chr1,63517462.0,63518128.0,53.44
Ubn1_236,chr1,63630249.0,63630981.0,62.21
Ubn1_237,chr1,64497995.0,64498769.0,70.99
Ubn1_238,chr1,64732780.0,64733318.0,54.23
Ubn1_239,chr1,67982681.0,67983311.0,51.35
Ubn1_240,chr1,71564819.0,71565521.0,51.91
Ubn1_241,chr1,71610999.0,71611929.0,56.31
Ubn1_242,chr1,71625652.0,71626446.0,56.85
Ubn1_243,chr1,72132567.0,72133175.0,50.91
Ubn1_244,chr1,72158166.0,72159386.0,134.63
Ubn1_245,chr1,72160425.0,72161242.0,63.64
Ubn1_246,chr1,72161754.0,72162495.0,69.88
Ubn1_247,chr1,72166318.0,72167938.0,199.08
Ubn1_248,chr1,72173727.0,72174708.0,62.54
Ubn1_249,chr1,72177370.0,72178114.0,57.87
Ubn1_250,chr1,72179689.0,72180572.0,68.88
Ubn1_251,chr1,72182793.0,72183552.0,63.66
Ubn1_252,chr1,72183618.0,72187166.0,376.17
Ubn1_253,chr1,72187623.0,72188812.0,92.08
Ubn1_254,chr1,72194867.0,72195780.0,74.03
Ubn1_255,chr1,72197405.0,72200607.0,151.12
Ubn1_256,chr1,72218581.0,72219501.0,54.0
Ubn1_257,chr1,72223733.0,72224989.0,81.07
Ubn1_258,chr1,72227058.0,72228607.0,121.76
Ubn1_259,chr1,72237883.0,72238777.0,99.21
Ubn1_260,chr1,72245466.0,72246685.0,128.59
Ubn1_261,chr1,72255361.0,72258341.0,418.58
Ubn1_262,chr1,72258773.0,72260156.0,92.88
Ubn1_263,chr1,72261553.0,72262586.0,95.99
Ubn1_264,chr1,72265383.0,72266110.0,50.6
Ubn1_265,chr1,72273737.0,72274583.0,67.19
Ubn1_266,chr1,72278397.0,72279479.0,80.9
Ubn1_267,chr1,72280105.0,72281738.0,133.34
Ubn1_268,chr1,72317681.0,72318510.0,62.64
Ubn1_269,chr1,72713829.0,72714577.0,63.54
Ubn1_270,chr1,72715438.0,72716403.0,110.64
Ubn1_271,chr1,72827563.0,72828503.0,107.74
Ubn1_272,chr1,73880634.0,73881436.0,78.25
Ubn1_273,chr1,73966396.0,73967289.0,59.81
Ubn1_274,chr1,74063721.0,74064379.0,66.29
Ubn1_275,chr1,74255767.0,74257221.0,82.05
Ubn1_276,chr1,74277424.0,74278403.0,51.58
Ubn1_277,chr1,74280457.0,74281948.0,57.08
Ubn1_278,chr1,74286455.0,74286978.0,51.89
Ubn1_279,chr1,74287861.0,74291152.0,153.41
Ubn1_280,chr1,74293667.0,74294469.0,51.38
Ubn1_281,chr1,74298892.0,74300070.0,79.81
Ubn1_282,chr1,74308165.0,74309111.0,71.36
Ubn1_283,chr1,74343926.0,74345180.0,66.17
Ubn1_284,chr1,74352156.0,74354156.0,79.33
Ubn1_285,chr1,74364794.0,74365526.0,60.61
Ubn1_286,chr1,74365616.0,74366324.0,52.68
Ubn1_287,chr1,74375025.0,74375910.0,58.97
Ubn1_288,chr1,74384390.0,74385098.0,50.13
Ubn1_289,chr1,74414673.0,74416419.0,141.98
Ubn1_290,chr1,74589094.0,74590165.0,89.57
Ubn1_291,chr1,74593332.0,74594803.0,134.33
Ubn1_292,chr1,74773849.0,74774644.0,60.28
Ubn1_293,chr1,74780672.0,74781845.0,107.04
Ubn1_294,chr1,74790072.0,74791258.0,55.65
Ubn1_295,chr1,74826020.0,74826903.0,55.7
Ubn1_296,chr1,74851325.0,74852340.0,56.75
Ubn1_297,chr1,75026435.0,75027744.0,84.48
Ubn1_298,chr1,75170755.0,75171433.0,51.71
Ubn1_299,chr1,75180840.0,75181761.0,50.25
Ubn1_300,chr1,75184527.0,75185368.0,67.04
Ubn1_301,chr1,75212436.0,75213106.0,52.32
Ubn1_302,chr1,75213970.0,75216192.0,270.55
Ubn1_303,chr1,75222981.0,75224032.0,88.87
Ubn1_304,chr1,75238550.0,75239591.0,69.98
Ubn1_305,chr1,75240990.0,75241933.0,68.01
Ubn1_306,chr1,75253760.0,75254395.0,58.17
Ubn1_307,chr1,75254403.0,75255152.0,71.12
Ubn1_308,chr1,75264430.0,75265216.0,51.01
Ubn1_309,chr1,75386086.0,75386942.0,62.41
Ubn1_310,chr1,75412925.0,75413703.0,67.1
Ubn1_311,chr1,75498300.0,75499408.0,101.31
Ubn1_312,chr1,75506990.0,75508204.0,105.4
Ubn1_313,chr1,75508509.0,75509214.0,58.78
Ubn1_314,chr1,75511248.0,75512236.0,99.15
Ubn1_315,chr1,75524492.0,75526036.0,81.58
Ubn1_316,chr1,75667807.0,75668549.0,57.02
Ubn1_317,chr1,76131528.0,76132352.0,74.65
Ubn1_318,chr1,77453580.0,77454502.0,129.1
Ubn1_319,chr1,77461535.0,77462493.0,84.3
Ubn1_320,chr1,77754318.0,77755064.0,71.61
Ubn1_321,chr1,84636547.0,84637400.0,70.15
Ubn1_322,chr1,84734999.0,84735706.0,58.48
Ubn1_323,chr1,84767090.0,84767935.0,51.24
Ubn1_324,chr1,84779099.0,84780047.0,57.17
Ubn1_325,chr1,84780310.0,84781145.0,50.25
Ubn1_326,chr1,84797469.0,84798762.0,100.81
Ubn1_327,chr1,84804434.0,84805291.0,69.55
Ubn1_328,chr1,84828923.0,84829694.0,55.34
Ubn1_329,chr1,84845975.0,84846770.0,67.33
Ubn1_330,chr1,84860196.0,84860855.0,66.12
Ubn1_331,chr1,84861211.0,84862163.0,56.57
Ubn1_332,chr1,84862305.0,84862987.0,66.28
Ubn1_333,chr1,84863825.0,84865122.0,110.17
Ubn1_334,chr1,84872105.0,84872830.0,63.29
Ubn1_335,chr1,84881894.0,84882578.0,50.86
Ubn1_336,chr1,86032032.0,86033010.0,62.03
Ubn1_337,chr1,86062714.0,86063496.0,54.99
Ubn1_338,chr1,86134636.0,86135338.0,59.24
Ubn1_339,chr1,86140561.0,86141450.0,54.26
Ubn1_340,chr1,86142290.0,86143070.0,69.87
Ubn1_341,chr1,86155182.0,86155936.0,66.42
Ubn1_342,chr1,86167303.0,86168075.0,59.34
Ubn1_343,chr1,86171594.0,86172979.0,72.28
Ubn1_344,chr1,86176130.0,86177264.0,54.64
Ubn1_345,chr1,86177726.0,86178613.0,64.45
Ubn1_346,chr1,86216815.0,86217768.0,61.63
Ubn1_347,chr1,86239166.0,86240672.0,78.48
Ubn1_348,chr1,86301622.0,86302557.0,55.84
Ubn1_349,chr1,86308608.0,86310342.0,165.69
Ubn1_350,chr1,86311351.0,86312121.0,71.63
Ubn1_351,chr1,86320786.0,86321356.0,60.98
Ubn1_352,chr1,86343470.0,86344412.0,86.87
Ubn1_353,chr1,86345239.0,86347098.0,240.68
Ubn1_354,chr1,86348179.0,86348963.0,51.27
Ubn1_355,chr1,86349043.0,86351838.0,198.51
Ubn1_356,chr1,86352900.0,86354126.0,139.98
Ubn1_357,chr1,86354199.0,86355621.0,180.84
Ubn1_358,chr1,86356069.0,86356743.0,63.64
Ubn1_359,chr1,86362755.0,86363764.0,69.98
Ubn1_360,chr1,86390608.0,86391300.0,58.55
Ubn1_361,chr1,86403676.0,86404568.0,70.45
Ubn1_362,chr1,86420889.0,86421615.0,50.74
Ubn1_363,chr1,86423023.0,86423784.0,57.45
Ubn1_364,chr1,86424701.0,86426426.0,125.73
Ubn1_365,chr1,86431011.0,86431859.0,90.73
Ubn1_366,chr1,86432318.0,86433371.0,108.32
Ubn1_367,chr1,86435037.0,86436265.0,118.0
Ubn1_368,chr1,86438513.0,86440299.0,193.61
Ubn1_369,chr1,86443902.0,86444860.0,50.62
Ubn1_370,chr1,86445789.0,86446841.0,69.1
Ubn1_371,chr1,86451250.0,86452374.0,124.8
Ubn1_372,chr1,86452631.0,86453390.0,73.44
Ubn1_373,chr1,86456648.0,86457250.0,51.81
Ubn1_374,chr1,86459033.0,86460421.0,52.87
Ubn1_375,chr1,86469032.0,86469916.0,65.61
Ubn1_376,chr1,86470524.0,86471342.0,59.56
Ubn1_377,chr1,86482694.0,86483578.0,72.95
Ubn1_378,chr1,86488288.0,86489366.0,84.77
Ubn1_379,chr1,86491862.0,86492905.0,58.15
Ubn1_380,chr1,86493726.0,86494726.0,68.25
Ubn1_381,chr1,86497325.0,86498396.0,117.59
Ubn1_382,chr1,86506341.0,86507211.0,52.89
Ubn1_383,chr1,86508307.0,86509189.0,55.27
Ubn1_384,chr1,86510243.0,86511494.0,106.31
Ubn1_385,chr1,86511545.0,86512876.0,137.73
Ubn1_386,chr1,86519552.0,86521098.0,98.09
Ubn1_387,chr1,86521727.0,86522924.0,96.67
Ubn1_388,chr1,86528509.0,86529296.0,61.44
Ubn1_389,chr1,86530558.0,86532133.0,270.49
Ubn1_390,chr1,86533086.0,86534041.0,109.22
Ubn1_391,chr1,86535465.0,86536732.0,149.48
Ubn1_392,chr1,86541114.0,86542091.0,63.05
Ubn1_393,chr1,86542431.0,86544728.0,114.68
Ubn1_394,chr1,86554785.0,86556120.0,91.56
Ubn1_395,chr1,86563033.0,86564110.0,65.28
Ubn1_396,chr1,86567266.0,86567933.0,52.68
Ubn1_397,chr1,86569415.0,86570983.0,122.61
Ubn1_398,chr1,86593501.0,86594719.0,74.99
Ubn1_399,chr1,86597238.0,86598023.0,52.86
Ubn1_400,chr1,86706335.0,86706910.0,52.17
Ubn1_401,chr1,87210654.0,87211646.0,81.97
Ubn1_402,chr1,87216541.0,87218277.0,236.43
Ubn1_403,chr1,87224916.0,87225695.0,53.19
Ubn1_404,chr1,87229769.0,87230460.0,57.15
Ubn1_405,chr1,87249628.0,87250482.0,51.77
Ubn1_406,chr1,87263251.0,87264065.0,54.15
Ubn1_407,chr1,87314045.0,87314879.0,57.39
Ubn1_408,chr1,88216518.0,88221866.0,256.66
Ubn1_409,chr1,88222070.0,88224933.0,79.63
Ubn1_410,chr1,88272324.0,88280927.0,249.57
Ubn1_411,chr1,88282698.0,88289742.0,755.89
Ubn1_412,chr1,88290056.0,88291162.0,72.43
Ubn1_413,chr1,88291241.0,88292714.0,68.99
Ubn1_414,chr1,88295514.0,88296787.0,65.81
Ubn1_415,chr1,88297315.0,88303616.0,568.61
Ubn1_416,chr1,88303674.0,88305009.0,58.67
Ubn1_417,chr1,88305289.0,88310205.0,392.38
Ubn1_418,chr1,88467623.0,88468466.0,60.67
Ubn1_419,chr1,88577329.0,88578121.0,75.93
Ubn1_420,chr1,88798628.0,88799783.0,81.85
Ubn1_421,chr1,88839466.0,88840629.0,94.32
Ubn1_422,chr1,89057487.0,89058189.0,55.52
Ubn1_423,chr1,89108722.0,89109622.0,70.56
Ubn1_424,chr1,89465254.0,89466157.0,97.58
Ubn1_425,chr1,89837918.0,89838816.0,60.06
Ubn1_426,chr1,89859854.0,89860790.0,57.43
Ubn1_427,chr1,89878037.0,89878893.0,78.42
Ubn1_428,chr1,89895328.0,89897440.0,118.72
Ubn1_429,chr1,89921215.0,89922432.0,84.12
Ubn1_430,chr1,89924423.0,89925584.0,122.31
Ubn1_431,chr1,89932771.0,89933410.0,50.04
Ubn1_432,chr1,89961079.0,89961783.0,55.23
Ubn1_433,chr1,90504295.0,90504900.0,51.36
Ubn1_434,chr1,90524200.0,90524990.0,73.54
Ubn1_435,chr1,90621765.0,90622633.0,71.62
Ubn1_436,chr1,90628616.0,90629443.0,121.42
Ubn1_437,chr1,90891030.0,90892283.0,122.66
Ubn1_438,chr1,91492724.0,91493485.0,73.11
Ubn1_439,chr1,91526815.0,91528137.0,83.2
Ubn1_440,chr1,92978764.0,92979593.0,65.86
Ubn1_441,chr1,93196918.0,93198758.0,194.52
Ubn1_442,chr1,93403868.0,93404837.0,62.36
Ubn1_443,chr1,93437428.0,93438414.0,83.74
Ubn1_444,chr1,93505754.0,93506571.0,64.38
Ubn1_445,chr1,93510177.0,93511030.0,98.25
Ubn1_446,chr1,93727201.0,93727931.0,57.73
Ubn1_447,chr1,93731929.0,93733301.0,91.32
Ubn1_448,chr1,93787661.0,93790351.0,204.75
Ubn1_449,chr1,93791083.0,93791806.0,52.98
Ubn1_450,chr1,93813290.0,93814611.0,110.75
Ubn1_451,chr1,93820799.0,93821831.0,56.68
Ubn1_452,chr1,93822572.0,93825023.0,211.12
Ubn1_453,chr1,102303035.0,102304119.0,73.18
Ubn1_454,chr1,108806752.0,108807411.0,58.25
Ubn1_455,chr1,109327203.0,109328086.0,84.71
Ubn1_456,chr1,112042699.0,112043561.0,80.25
Ubn1_457,chr1,112779588.0,112780458.0,78.96
Ubn1_458,chr1,117455956.0,117456694.0,54.0
Ubn1_459,chr1,117456921.0,117457649.0,66.67
Ubn1_460,chr1,118332317.0,118333525.0,104.35
Ubn1_461,chr1,118334245.0,118336038.0,159.28
Ubn1_462,chr1,118347999.0,118348889.0,91.6
Ubn1_463,chr1,118382694.0,118383581.0,83.23
Ubn1_464,chr1,118456516.0,118458206.0,71.84
Ubn1_465,chr1,118497473.0,118498517.0,58.41
Ubn1_466,chr1,118554035.0,118554811.0,82.72
Ubn1_467,chr1,118554889.0,118556087.0,148.2
Ubn1_468,chr1,118557687.0,118558444.0,73.77
Ubn1_469,chr1,118559164.0,118562683.0,396.94
Ubn1_470,chr1,118562886.0,118564778.0,256.2
Ubn1_471,chr1,118564965.0,118567247.0,212.36
Ubn1_472,chr1,118567861.0,118569373.0,91.0
Ubn1_473,chr1,118570049.0,118572647.0,283.81
Ubn1_474,chr1,118573796.0,118575519.0,195.88
Ubn1_475,chr1,118576946.0,118577726.0,86.18
Ubn1_476,chr1,118577791.0,118580354.0,202.46
Ubn1_477,chr1,118580461.0,118581755.0,175.54
Ubn1_478,chr1,118589165.0,118591098.0,169.58
Ubn1_479,chr1,118591115.0,118591888.0,114.31
Ubn1_480,chr1,118592312.0,118593458.0,68.71
Ubn1_481,chr1,118593673.0,118594986.0,121.4
Ubn1_482,chr1,118595189.0,118596644.0,238.99
Ubn1_483,chr1,118596931.0,118604033.0,742.89
Ubn1_484,chr1,118604777.0,118606803.0,236.96
Ubn1_485,chr1,118606911.0,118609129.0,192.24
Ubn1_486,chr1,118609403.0,118612717.0,399.84
Ubn1_487,chr1,118613524.0,118614634.0,158.76
Ubn1_488,chr1,118614851.0,118616128.0,126.65
Ubn1_489,chr1,118619611.0,118620243.0,54.8
Ubn1_490,chr1,118621107.0,118623753.0,306.27
Ubn1_491,chr1,118624087.0,118625198.0,232.23
Ubn1_492,chr1,118625234.0,118627138.0,511.27
Ubn1_493,chr1,118627156.0,118628624.0,198.59
Ubn1_494,chr1,118629926.0,118631633.0,155.8
Ubn1_495,chr1,118631782.0,118635006.0,546.66
Ubn1_496,chr1,118635051.0,118635555.0,55.98
Ubn1_497,chr1,118635912.0,118637870.0,225.16
Ubn1_498,chr1,118638542.0,118648208.0,1480.93
Ubn1_499,chr1,118648242.0,118651896.0,459.69
