name,chrom,start,end,strand,TPM
Mir7117,chr15,27571493,27571558,+,0.0922776606
Runx1,chr16,92601465,92826074,-,0.0921618323
Zfp536,chr7,37479108,37769752,-,0.092043089
Amica1,chr9,45079182,45108531,+,0.09198081
Actl6b,chr5,137553554,137569573,+,0.0918424716
Mir495,chr12,109718753,109718816,+,0.0918234064
4930556G01Rik,chr4,30664595,30855744,+,0.091815252
Cped1,chr6,21985909,22255606,+,0.0917577847
Hmgcs2,chr3,98280430,98310738,+,0.0913666101
Cldn34b1,chrX,154886802,154890267,-,0.0912983194
Mmp16,chr4,17853481,18118734,+,0.0912798019
Efcab5,chr11,77089914,77188968,-,0.0912459558
2810433D01Rik,chr11,102619506,102624416,-,0.0911803114
Astn1,chr1,158362303,158691786,+,0.0911560465
Myt1l,chr12,29528383,29923209,+,0.0908023031
4933424G05Rik,chr18,14988994,15047987,+,0.09068762
Gja3,chr14,57034459,57058030,-,0.0906874159
Bex6,chr16,32179799,32186944,+,0.0906045519
Syt1,chr10,108497649,109010975,-,0.0905498453
Tmem217,chr17,29526017,29549593,-,0.0904436227
Fgf2,chr3,37348652,37404830,+,0.0903765669
Pcdh8,chr14,79766771,79771312,-,0.0901547503
4930449E01Rik,chr14,105498787,105505628,+,0.0901468483
St8sia4,chr1,95587681,95667594,-,0.0900288997
Reln,chr5,21884453,22344705,-,0.0900109863
Pnoc,chr14,65400672,65425472,-,0.0897382735
G630093K05Rik,chr13,47910434,47934301,+,0.0897251818
Krt15,chr11,100131758,100135949,-,0.0896893682
Cct8l1,chr5,25516066,25518027,+,0.0896414934
Gbp10,chr5,105215698,105239533,-,0.0896363795
Serpinb1c,chr13,32881396,32898140,-,0.0896176826
Pgm5,chr19,24678260,24861842,-,0.0895891949
St6gal2,chr17,55445716,55499226,+,0.0894226293
Ovol3,chr7,30233296,30236765,-,0.0893961699
Cxcl5,chr5,90759297,90761625,+,0.0893487069
1700061J23Rik,chr11,23152139,23166375,+,0.089336711
AI839979,chr5,31569591,31571397,-,0.0893107705
Abca17,chr17,24264278,24347252,-,0.0892906047
1700042G15Rik,chr4,57359791,57364292,-,0.08928717
4933422A05Rik,chr9,35281104,35285423,+,0.0892749111
Fxyd3,chr7,31070534,31076697,-,0.0891700955
Srp54b,chr12,55155103,55263480,+,0.0890614366
Cd96,chr16,46035656,46120248,-,0.089011102
1700007J10Rik,chr11,59725916,59740154,-,0.0889893942
Bmpr1b,chr3,141837135,142169228,-,0.088754366
4921504A21Rik,chr5,19202367,19226555,-,0.0887491249
Ptcra,chr17,46755662,46763712,-,0.0887156318
Gm10638,chr8,86745698,86747060,+,0.0887115311
Ces5a,chr8,93499212,93535707,-,0.0885417222
Mir3109,chr9,69456943,69457031,+,0.0884496037
Serpinb9e,chr13,33249609,33260846,+,0.0883702549
Gm11426,chr11,82633352,82636309,+,0.0883592569
Irx1,chr13,71958231,71963723,-,0.0883466483
Zfp781,chr10,81742820,81930480,-,0.0883015855
BB557941,chr2,57127476,57181754,-,0.0882173633
Chdh,chr14,30008999,30040466,+,0.0881856019
Mir335,chr6,30741298,30741396,+,0.0881717577
Kcnk13,chr12,99964498,100062682,+,0.088103032
1700109G15Rik,chr11,84716975,84720432,-,0.0880356905
Mesp1,chr7,79792240,79793590,-,0.0879661294
Trpd52l3,chr19,30003789,30006020,+,0.0879619158
Wisp2,chr2,163820833,163833147,+,0.0879275792
Gm14169,chr2,156609197,156613422,-,0.0877691423
Adam21,chr12,81558583,81568474,-,0.0877296954
LOC102631757,chr17,31152751,31163052,+,0.0876920676
Trpv1,chr11,73234148,73261322,+,0.0875440129
Trp63,chr16,25683764,25892088,+,0.0871362976
Foxd2os,chr4,114909288,114921118,+,0.0871352649
Klk1b11,chr7,43995878,43999875,+,0.0870458504
Prss23,chr7,89507784,89517586,-,0.0870210667
Mir8116,chr5,137293779,137293876,+,0.0869583348
Mir6914,chr10,128382837,128382906,+,0.086928231
1700013G24Rik,chr4,137453295,137455461,+,0.0869206086
Tmprss4,chr9,45172725,45204075,-,0.0868734657
D130043K22Rik,chr13,24845130,24901439,+,0.0868503846
Lrrc69,chr4,14665753,14796052,-,0.0868460513
Nps,chr7,135268618,135272942,+,0.0868160344
Lrrn3,chr12,41451667,41486057,-,0.0866327352
Apc2,chr10,80301819,80318256,+,0.0866199906
Trpm5,chr7,143071528,143094642,-,0.086491634
Serpinb8,chr1,107590005,107608978,+,0.0864276613
Ppp1r3d,chr2,178411205,178414463,-,0.0864271613
Tmem45a2,chr16,57036966,57071346,-,0.0863970986
Mir6900,chr1,92464482,92464542,-,0.0861990007
Nat8,chr6,85830386,85831890,-,0.0861494654
Prdm13,chr4,21677479,21685963,-,0.0859952404
Mir431,chr12,109590446,109590537,+,0.0859610749
Spin2d,chrX,73175301,73176989,-,0.0858555183
Tnfsf13b,chr8,10006632,10035999,+,0.0857840434
Bmp10,chr6,87429001,87434512,+,0.0857491217
4930413G21Rik,chr7,122969057,122970459,-,0.0857445993
Fam90a1a,chr8,21958713,21964303,+,0.0857258831
Rnu12,chr15,83149644,83149794,+,0.0856382214
Gm8580,chr10,93665243,93665854,-,0.0855561004
Gm5136,chr10,108699043,108700160,-,0.0855558235
Mir32,chr4,56895228,56895298,-,0.0854563625
A930007I19Rik,chr19,29503662,29521987,-,0.0853508094
Gsta1,chr9,78230668,78242683,+,0.0853359759
Gm13271,chr4,88754867,88755416,+,0.0853140263
P2rx6,chr16,17561884,17572012,+,0.0852657321
9230116L04Rik,chr12,79088704,79103939,-,0.0852420504
Doc2b,chr11,75769089,75796057,-,0.0851680229
Hoxa13,chr6,52258852,52260880,-,0.0851514358
Cyp1a2,chr9,57676936,57683655,-,0.085117725
Mpp4,chr1,59120934,59163389,-,0.0851014574
Gm5129,chr5,29735333,29735936,-,0.0850502753
Gm5089,chr14,122365678,122451146,-,0.0849268746
Tdpoz2,chr3,93651541,93652686,-,0.0848744052
Sell,chr1,164062075,164080785,+,0.0848637139
1600025M17Rik,chrX,56317607,56320664,+,0.0847375098
Vtcn1,chr3,100825458,100896922,+,0.0847094624
Lrrc74a,chr12,86734368,86763795,+,0.0846455232
Pldi,chr10,60928225,60938132,-,0.0845998049
4930503B20Rik,chr3,146646258,146651317,-,0.0845804753
Rnf183,chr4,62427541,62434726,-,0.0844665476
Marc1,chr1,184786766,184811300,-,0.0844100822
Fbxl13,chr5,21483846,21645605,-,0.0842640675
Mir7038,chr5,140427338,140427409,+,0.0842527518
Syt16,chr12,73997760,74267916,+,0.084250817
Opn4,chr14,34590617,34600142,-,0.0842309986
Fbxl22,chr9,66508458,66514593,-,0.0840738947
Ido1,chr8,24584132,24596952,-,0.0840375331
Prr29,chr11,106374825,106377114,+,0.0840178139
Trpm3,chr19,22139116,22989884,+,0.0839391605
Mir15b,chr3,69009771,69009835,+,0.083727084
Gm15008,chrX,36910833,36911985,+,0.0837047553
Irf7,chr7,141263182,141266424,-,0.0836793801
Gm16701,chr1,166974022,166999730,-,0.0835604357
Mir7064,chr7,143570670,143570759,-,0.0834533811
5031434O11Rik,chr3,51559756,51567116,+,0.0834111806
Actrt3,chr3,30597072,30599870,-,0.0833968675
F7,chr8,13026033,13035805,+,0.0833872074
Gm17455,chr10,60399725,60403558,+,0.0833825544
Cldn11,chr3,31149919,31164326,+,0.0833563607
Scn2a1,chr2,65670444,65767447,+,0.0833032215
Mir6345,chr1,93352157,93352285,+,0.0832157637
1700019O17Rik,chr1,86426328,86428049,+,0.0831838774
Morc2b,chr17,33135589,33139683,-,0.0831736996
Lca5l,chr16,96158405,96192257,-,0.0830318875
Sp140,chr1,85600702,85645036,+,0.0830213272
Mir7017,chr4,133195654,133195716,+,0.083006485
Olfml2a,chr2,38931979,38960585,+,0.0829259673
Chad,chr11,94565073,94569127,+,0.0828328569
Gm3264,chr14,4430991,4875851,+,0.0828100257
Psg19,chr7,18789124,18798510,-,0.0827595358
Cyp2a4,chr7,26307191,26315088,+,0.0825438285
Spz1,chr13,92574631,92576232,-,0.0823991035
Add2,chr6,86028680,86124409,+,0.0823457921
Opalin,chr19,41063419,41077113,-,0.0822688729
Alas2,chrX,150547416,150570622,+,0.0821492897
Psca,chr15,74714838,74717065,+,0.0820920931
Csf1r,chr18,61105571,61131139,+,0.0820906858
Cspg4,chr9,56865103,56899870,+,0.0820817863
5031414D18Rik,chr14,75016026,75052532,+,0.0820257618
1700028D13Rik,chr5,112206762,112210002,+,0.0819150906
Gm10639,chr9,78289927,78305525,+,0.0818931118
Mir6965,chr17,24240883,24240947,-,0.0818133421
Mir181c,chr8,84178872,84178961,-,0.0817938634
5033403F01Rik,chr13,38960618,38966297,+,0.0817160923
Calm4,chr13,3837756,3838671,+,0.0814201084
Mir337,chr12,109585788,109585885,+,0.0813961089
Adgrb3,chr1,25067475,25829707,-,0.0813198963
Gimap8,chr6,48647233,48660875,+,0.0813031534
Aox2,chr1,58278325,58379264,+,0.0812649508
Zcchc13,chrX,103630585,103631664,+,0.0811591423
Npffr1,chr10,61595483,61626385,+,0.0811224485
Cacna1i,chr15,80287237,80398292,+,0.0811191932
Adamts20,chr15,94270162,94404350,-,0.0811182329
Hbb-y,chr7,103851753,103853207,-,0.0810097994
Fam162b,chr10,51585449,51590460,-,0.0808867899
Gabra4,chr5,71569733,71658308,-,0.0808737186
Col15a1,chr4,47208011,47313165,+,0.0808398464
Itga8,chr2,12106659,12301920,-,0.0808157707
Vmn2r-ps54,chr7,41668013,41727193,+,0.0807817149
Micalcl,chr7,112368307,112413104,+,0.0807536055
Hoxa11,chr6,52242104,52245810,-,0.0807410085
Gm4461,chr17,33215260,33216351,-,0.0807010171
Mir6962,chr15,101193868,101193931,+,0.0805361648
Mir7067,chr8,70895507,70895570,-,0.0805361648
Tgfb3,chr12,86056742,86079041,-,0.0805048183
Lhx8,chr3,154306293,154330560,-,0.0803689569
Krt40,chr11,99537484,99543158,-,0.0803585193
Adipoq,chr16,23146535,23157968,+,0.080348993
Olfr1349,chr7,6514473,6515427,-,0.0803284056
Mir145a,chr18,61647824,61647894,-,0.0802660123
Gm7173,chrX,79482567,79517285,-,0.0802374798
Nrn1,chr13,36725621,36734477,-,0.0801993086
Rab40b,chr11,121356120,121388251,-,0.080131921
Gm5607,chr8,12385770,12436732,+,0.0801169528
Gpr35,chr1,92973118,92986391,+,0.0800279979
Txndc2,chr17,65637504,65642204,-,0.0799327353
Mir6351,chr1,73855476,73855575,-,0.0799169585
Pcdhgb4,chr18,37720553,37841870,+,0.079861032
Gm11747,chr11,118444199,118454995,-,0.0797645931
Wnt10b,chr15,98771751,98778150,-,0.0797132295
4930402K13Rik,chrX,9104561,9106342,+,0.0796531272
Scn11a,chr9,119753764,119825456,-,0.0794512261
Pcdhga9,chr18,37736935,37841863,+,0.0794224179
1600002D24Rik,chr16,95831122,95929077,-,0.0793953519
Mir7664,chr2,25059810,25059873,+,0.0792481967
Pcdh18,chr3,49743295,49757316,-,0.0791601982
Egr4,chr6,85511121,85513542,-,0.0790720252
Six3,chr17,85620833,85626191,+,0.0790513892
2010010A06Rik,chr18,75288659,75297329,-,0.0790056409
Epb4.2,chr2,121018216,121036755,-,0.0789707099
Tdg,chr10,82629837,82650494,+,0.0789697201
Arhgap24,chr5,102481390,102897937,+,0.0789178661
Fezf2,chr14,12341891,12345865,-,0.0788847812
Apol10b,chr15,77584157,77596125,-,0.0788177336
Rprml,chr11,103649508,103650580,+,0.078813303
Mir344f,chr7,62046180,62046248,-,0.0788019614
H2-DMb2,chr17,34145415,34151095,+,0.0787770366
Gm11564,chr11,99814975,99815666,-,0.0787334588
Trim30d,chr7,104470013,104507849,-,0.078650039
Slc7a14,chr3,31202855,31310319,-,0.0786184814
1700031A10Rik,chr17,36923791,36933432,+,0.078533702
E330033B04Rik,chr15,96268563,96275275,-,0.0784848851
Wnt2b,chr3,104944804,104961709,-,0.0783770023
Fam167b,chr4,129576814,129578580,-,0.0783277286
Mir126b,chr2,26591362,26591420,-,0.0781881658
Mir7671,chr11,53763596,53763654,-,0.0781881658
Rab7b,chr1,131688694,131713464,+,0.0780409535
Barx2,chr9,31846043,31913285,-,0.0779594599
Klf14,chr6,30956020,30958990,-,0.0778478787
Cacna1s,chr1,136052900,136119822,+,0.0777406633
Cldn34a,chrX,152563333,152563969,+,0.0777366216
Slc26a7,chr4,14505196,14621778,-,0.0776103612
A330041J22Rik,chr9,86695441,86701253,+,0.0775743402
Olfr875,chr9,37772636,37773640,+,0.0774298584
Mir7060,chr7,127489250,127489387,+,0.0774263346
Theg,chr10,79576476,79587136,-,0.0773523073
Hoxd10,chr2,74691890,74695106,+,0.0773474452
Dnali1,chr4,125055338,125065657,-,0.0773186315
Lair1,chr7,4007072,4063204,-,0.0772707081
Pax9,chr12,56695638,56711230,+,0.0772280201
Nostrin,chr2,69135799,69189329,+,0.0771833835
E130008D07Rik,chr17,43146040,43158291,-,0.0771064357
4930425O10Rik,chr3,138711534,138726984,-,0.0770764821
Gm15284,chr8,21134649,21135598,+,0.0770641139
Gucy2e,chr11,69218116,69237022,-,0.0770614878
Slpi,chr2,164354069,164356507,-,0.0770604952
Nfia,chr4,97581942,98118876,+,0.0769470521
Mir155hg,chr16,84713022,84715244,+,0.0769278075
Adam5,chr8,24727092,24824369,-,0.0768681694
Hhipl2,chr1,183418469,183437053,+,0.0768440794
Apob,chr12,7977676,8016839,+,0.0768390076
Mir7073,chr8,95753150,95753214,-,0.0768048828
Mir670,chr2,94261299,94261399,-,0.076759917
Syt6,chr3,103575281,103645567,+,0.0767258252
Smpd3,chr8,106252547,106337988,-,0.0766812143
Gm5907,chr8,13986089,14003561,+,0.076679137
Slc5a8,chr10,88885991,88929515,+,0.0766182312
Ces2e,chr8,104926259,104934672,+,0.0766175609
Adamts19,chr18,58836763,59053678,+,0.0766148102
Gm15091,chrX,149941654,149984982,+,0.0764051307
Trim30a,chr7,104409025,104465193,-,0.076340382
Csgalnact1,chr8,68356780,68735146,-,0.0762275829
Gm10789,chr16,90142236,90146827,+,0.0762109439
Bfsp2,chr9,103424923,103480328,-,0.0761730445
4930471M09Rik,chr6,91430459,91440854,-,0.0761563971
9430069I07Rik,chr15,34349050,34357872,-,0.0760470363
Scin,chr12,40059770,40134228,-,0.0759639539
Acsm4,chr7,119690025,119714566,+,0.0759626175
Syce1l,chr8,113643212,113655533,+,0.0759255824
Kdm4d,chr9,14462580,14500482,-,0.0759082547
Atp8a2,chr14,59647740,60086834,-,0.0758219537
Mir98,chrX,151913213,151913321,+,0.0757898656
Ctnna2,chr6,76881636,77979667,-,0.0757535047
Wfdc3,chr2,164731225,164743267,-,0.0757389627
Omt2b,chr9,78328029,78329620,+,0.0756601585
Dnah6,chr6,73017606,73221631,-,0.0756593873
Dcn,chr10,97479499,97518162,+,0.0756021611
Zg16,chr7,127050155,127051977,-,0.0755347105
Plcxd3,chr15,4375490,4575579,+,0.0754123695
Styxl1,chr5,135747219,135778385,-,0.0754100888
Hk3,chr13,55005984,55021385,-,0.0753654407
2900052N01Rik,chr9,46913602,46927366,+,0.0753357181
D930020B18Rik,chr10,121641700,121693914,+,0.0752523093
Mir1b,chr18,10785445,10785567,+,0.0751507196
Pitpnm3,chr11,72047527,72135889,-,0.0751147309
Prok2,chr6,99711298,99726392,-,0.0750306182
Ces2b,chr8,104831643,104838652,+,0.0748898472
Cox8b,chr7,140898941,140900446,-,0.0747259832
Cyp4v3,chr8,45305801,45333196,-,0.0746942709
Gabrb2,chr11,42419756,42632591,+,0.0746808863
B3gat1,chr9,26751561,26761338,+,0.0746651235
Irgc1,chr7,24431925,24445682,-,0.0745429661
Rnasel,chr1,153749425,153764221,+,0.0744920505
Rxrg,chr1,167598361,167639623,+,0.0743528212
Fam105a,chr15,27655070,27681542,-,0.0742679483
Taar2,chr10,23938571,23941583,+,0.0742518601
Dennd2d,chr3,106482430,106503030,+,0.074251078
Col6a1,chr10,76708791,76726044,-,0.0742140947
Pkd1l3,chr8,109614516,109672592,+,0.0742100615
Slc39a8,chr3,135825278,135888572,+,0.0742084112
Mir3100,chr7,19086827,19086892,+,0.0741830399
Snord90,chr2,37400060,37400128,-,0.0741724452
Abhd16b,chr2,181493205,181494980,+,0.0741433418
Glb1l3,chr9,26817952,26860823,-,0.0740622604
Chgb,chr2,132781277,132795072,+,0.0740448551
Lta,chr17,35203164,35205351,-,0.0739254349
Grin3a,chr4,49661610,49845769,-,0.0738848333
Meig1,chr2,3409042,3422648,-,0.0738446087
Exph5,chr9,53301669,53381158,+,0.0738218085
Sel1l3,chr5,53107082,53213452,-,0.0737538357
Fam166b,chr4,43427019,43429134,-,0.0736472531
Gm4980,chr7,99624066,99627103,-,0.0735760829
Cyp4f37,chr17,32621318,32636184,+,0.0733608975
9430065F17Rik,chr13,67553201,67570892,+,0.0732919692
Tbr1,chr2,61804452,61814113,+,0.073278705
BC051628,chr2,181220015,181222851,+,0.0732130978
Ctrb1,chr8,111686509,111691010,-,0.0731840701
Mir450b,chrX,53047996,53048078,-,0.0731469261
Ect2l,chr10,18129021,18210890,-,0.073144394
Nlrc5,chr8,94472762,94527272,+,0.0729787198
Mir882,chr12,109682196,109682273,+,0.072969102
Ripply2,chr9,87015536,87019916,+,0.0728353455
Arl14,chr3,69222418,69223618,+,0.0727912649
Slc6a20a,chr9,123636906,123678832,-,0.0727275765
Mylk3,chr8,85324928,85381041,-,0.0727083408
Dcst1,chr3,89350218,89365253,-,0.0726862805
Chrdl2,chr7,100006403,100034726,+,0.072645445
E130215H24Rik,chr2,150667493,150668932,+,0.0724613652
Slc39a5,chr10,128395930,128401224,-,0.0724555938
Pdgfd,chr9,6168611,6377519,+,0.0724510575
Efcc1,chr6,87730868,87755911,+,0.0724463763
Lhx9,chr1,138825185,138847579,-,0.0724332098
Rbm11,chr16,75592890,75602825,+,0.0724077917
Mir485,chr12,109734901,109734974,+,0.0724050497
Cdk15,chr1,59256906,59352369,+,0.0724042019
Gabbr2,chr4,46663897,46991714,-,0.072372685
Acnat1,chr4,49443531,49451109,-,0.0723416524
Styk1,chr6,131299143,131313827,-,0.0723301345
AV039307,chr2,120850655,120866690,+,0.0722769485
Wdr17,chr8,54629615,54724368,-,0.0722726761
Gbp6,chr5,105270701,105293699,-,0.0720838521
Tmem88b,chr4,155781590,155785874,-,0.0720743277
Cpne4,chr9,104569787,105034544,+,0.0719688274
Ankk1,chr9,49415221,49427021,-,0.0719535264
Pantr1,chr1,42648199,42694825,-,0.0719032746
2310007B03Rik,chr1,93151354,93160948,-,0.0716754697
Havcr2,chr11,46454930,46481254,+,0.0716134544
Gpr156,chr16,37916495,38007529,+,0.0715861094
Actg2,chr6,83512908,83536251,-,0.0714355384
Gm14459,chrX,8514051,8524954,-,0.0714186028
Plcb2,chr2,118707516,118728438,-,0.0713502796
Mettl7a3,chr15,100334928,100340169,+,0.0713061466
Gm12409,chr4,45762376,45764223,-,0.0712891879
Apol7a,chr15,77388216,77399110,-,0.071272131
Far2,chr6,148047415,148182760,+,0.0711511784
5330413P13Rik,chr2,131820005,131847656,-,0.0711272451
Ccdc175,chr12,72101291,72185029,-,0.0710928868
Gm10432,chr12,100276608,100300908,+,0.0710099108
Smoc2,chr17,14279505,14404790,+,0.0710091048
Tm4sf19,chr16,32400505,32408227,+,0.0709574133
Sprn,chr7,140150627,140154659,-,0.0709040243
Sdsl,chr5,120458201,120472763,-,0.0708874276
1500004A13Rik,chr3,88822009,88832487,-,0.0708696914
Mir3094,chr4,40993694,40993758,+,0.0708580253
Cxcl1,chr5,90891244,90893115,+,0.0708330431
Mir6387,chr12,15800993,15801101,-,0.0707659284
Kcnd3,chr3,105452329,105674002,+,0.0706632159
Gm11780,chr4,4527773,4529458,-,0.070636104
Hnmt,chr2,24002912,24049379,-,0.0705683727
Akap3,chr6,126853097,126874308,+,0.0705126236
Bcl2,chr1,106538177,106714290,-,0.070498463
Hoxb8,chr11,96281904,96285325,+,0.0704809206
Zfp652os,chr11,95700105,95712754,-,0.0704716872
Ghsr,chr3,27371350,27378010,+,0.0704669317
4930404N11Rik,chr10,81364023,81365820,-,0.0704376243
Psd3,chr8,67689081,67974574,-,0.0704092547
Pkib,chr10,57631980,57741112,+,0.0703578457
Serpina3n,chr12,104406707,104414329,+,0.0703027364
Adarb2,chr13,8202865,8768762,+,0.0702988742
Mir20b,chrX,52742112,52742192,-,0.0702327607
Mir466n,chr11,114344525,114749749,-,0.0702327607
Mos,chr4,3870657,3872105,-,0.0702309169
Rsph14,chr10,74957476,75032586,-,0.0702308331
Tnfrsf17,chr16,11313808,11320068,+,0.0702230801
C2cd4a,chr9,67830531,67832330,-,0.070178451
Ass1,chr2,31470269,31520670,+,0.0700466784
Muc2,chr7,141690339,141754694,+,0.0699643486
9430060I03Rik,chr1,92933542,92950590,-,0.0699229362
Pth2r,chr1,65311256,65389244,+,0.0698410671
Pramef6,chr4,143894236,143900380,-,0.0697786538
Mir219b,chr2,29845646,29845711,+,0.0697679018
Dux,chr10,58230650,58232675,-,0.0697319142
Chn1os3,chr2,73596525,73616012,+,0.0697235947
Mir3074-2,chr8,84208824,84208907,-,0.0696972844
C920009B18Rik,chr10,22306719,22312942,+,0.0696670917
Adam3,chr8,24677233,24725825,-,0.0696568949
Islr,chr9,58156263,58159221,-,0.0696202038
Rnase6,chr14,51129067,51131121,+,0.0694917372
Kctd16,chr18,40258360,40531184,+,0.0694801215
Tmem169,chr1,72284372,72302995,+,0.0694762547
Slc26a1,chr5,108670544,108675649,-,0.0694520153
Clec4g,chr8,3716070,3720651,-,0.0694471857
Cnrip1,chr11,17051933,17079372,+,0.0694154613
Dchs1,chr7,105752988,105787550,-,0.0694150875
Higd1b,chr11,102836295,102838039,+,0.069404273
Cpn2,chr16,30256378,30267532,-,0.0693851875
1700084J12Rik,chr15,33405208,33405939,-,0.0693176146
Acmsd,chr1,127729412,127767564,+,0.0693011108
Gm10696,chr3,94174411,94178193,-,0.0692714556
Myadml2,chr11,120646030,120648337,-,0.0692602077
Krt12,chr11,99415663,99422259,-,0.0692383814
Gpr25,chr1,136258913,136260873,-,0.0691584809
Itih4,chr14,30886475,30901986,+,0.0691356748
Gm4566,chr17,71333200,71341804,-,0.0691019247
Cd200r2,chr16,44867096,44915840,+,0.0690521917
Kcnk10,chr12,98433993,98577940,-,0.0689971826
Mir143,chr18,61649195,61649258,-,0.0689919079
Cetn1,chr18,9618418,9619469,-,0.0689911336
Ntn4,chr10,93641048,93745972,+,0.0687802003
Ccdc154,chr17,25162460,25171913,+,0.0687686766
Gabra3,chrX,72432675,72656246,-,0.0687119622
Mir1900,chr9,21032250,21032328,-,0.0686991458
Mroh5,chr15,73786935,73839671,-,0.0686336466
D730045A05Rik,chr18,74017906,74020088,+,0.0685992871
Speer5-ps1,chr10,44170446,44219585,+,0.0685884448
Mageb3,chr2,121953770,121956092,-,0.0685122771
Slc7a10,chr7,35186384,35201111,+,0.0684151802
Gpr84,chr15,103308234,103310438,-,0.0683866392
Bcas1os2,chr2,170356360,170380435,+,0.0683862552
Arhgap36,chrX,49470449,49500250,+,0.0682147995
Gm16907,chr13,63289153,63297147,-,0.0680359165
Treml1,chr17,48359915,48367176,+,0.0680217521
Cyp4f18,chr8,71988481,72009626,-,0.0679662189
Mir30a,chr1,23272268,23272339,+,0.0679140506
B230119M05Rik,chrX,134684561,134686462,-,0.0678412424
Tmem229a,chr6,24951140,24956125,-,0.0677651797
Slamf8,chr1,172581376,172590568,-,0.0677507267
Ngp,chr9,110419807,110423012,+,0.0677031702
Chrna10,chr7,102111265,102116713,-,0.0676950426
Gm16159,chr8,25548672,25556083,-,0.0674567473
Klk6,chr7,43824543,43832027,+,0.0674042229
Tac1,chr6,7555070,7562973,+,0.0673317747
Mir763,chr10,120447990,120448110,-,0.0673031426
Gm19510,chr15,59788416,59794959,-,0.0672988902
Cdrt4,chr11,62951192,62993095,+,0.0672646841
Edaradd,chr13,12471208,12520450,-,0.0672396244
Kcnmb2,chr3,31902702,32200180,+,0.0672227109
4933421O10Rik,chr4,33027138,33031323,-,0.0671755614
Mir700,chr4,135416554,135416633,-,0.067090731
Pcsk2,chr2,143546132,143816282,+,0.0670309766
Rasl12,chr9,65398487,65414853,+,0.0669720107
A330076H08Rik,chr7,61943900,61982303,-,0.066955206
Slc13a2os,chr11,78394484,78405657,+,0.0669515164
Catsper3,chr13,55784578,55809000,+,0.0669487542
Sphkap,chr1,83255780,83408200,-,0.0669360177
Gm15612,chr6,88842853,88847274,+,0.0669174797
Gm6194,chr3,8461386,8463098,-,0.0669127032
Ptger3,chr3,157566891,157644758,+,0.0669051841
1700007B14Rik,chr8,75448693,75984507,+,0.0668186249
Hmcn1,chr1,150562501,150993435,-,0.0668051018
Mir6898,chr1,36348681,36348758,-,0.066741591
Gm3230,chr2,19655805,19657897,-,0.0667376277
