name,chr,start,end,strand,RPK
Dzip3,chr16,48993612,48994612,-,280.6550575787
Erlec1,chr11,30953631,30954631,-,280.2892582219
Mtmr1,chrX,71364259,71365259,+,280.248420271
Atp1b2,chr11,69605460,69606460,-,279.940675813
Zfp955a,chr17,33254645,33255645,-,279.6735751635
Zbtb24,chr10,41449857,41450857,+,279.6422214632
Ahnak,chr19,8988783,8989783,+,279.6250818782
Large,chr8,73352056,73353056,-,279.5966990743
Thap3,chr4,151988486,151989486,-,279.5235028667
Ikzf5,chr7,131409978,131410978,-,279.313831246
Tmem110,chr14,30825093,30826093,+,278.8910984474
Piwil2,chr14,70428594,70429594,-,278.8866368133
Rit1,chr3,88716353,88717353,+,278.7884194051
Id4,chr13,48260926,48261926,+,278.6967919278
Gtpbp10,chr5,5559001,5560001,-,278.4606121267
Cidea,chr18,67343063,67344063,+,278.4548684902
Avl9,chr6,56714404,56715404,+,278.3987566137
Smad5,chr13,56702509,56703509,+,278.3362904911
Tnfrsf1a,chr6,125349222,125350222,+,278.3231856119
Pomt2,chr12,87147402,87148402,-,278.2868082001
Mtmr6,chr14,60264704,60265704,+,278.2618174233
Lig4,chr8,9975823,9976823,-,277.8850599537
Gltscr1,chr7,15998995,15999995,-,277.7059422146
Krt19,chr11,100145419,100146419,-,277.3766819744
Fam213a,chr14,41013275,41014275,-,277.2147656445
Alg12,chr15,88818818,88819818,-,276.9505420804
Smim10l1,chr6,133104738,133105738,+,276.9310311039
Zbtb38,chr9,96731175,96732175,-,276.7255676126
Atf7,chr15,102624964,102625964,-,276.6661842945
Serp2,chr14,76556389,76557389,-,276.637293215
Hip1r,chr5,123973127,123974127,+,276.5916939834
Spint5,chr2,164714804,164715804,+,276.4172420771
Dact3,chr7,16874816,16875816,+,276.3309087149
Igfbp3,chr11,7213423,7214423,-,276.2328084336
Gpc2,chr5,138279437,138280437,-,275.9806007962
Snora43,chr2,26637485,26638485,-,275.9294234023
St6galnac2,chr11,116694160,116695160,-,275.8965079579
Zdhhc15,chrX,104670564,104671564,-,275.7826222044
Camk2n2,chr16,20620778,20621778,-,275.7201005107
Magi1,chr6,94283417,94284417,-,275.7052675759
Bbip1,chr19,53944127,53945127,-,275.6179695339
1810043G02Rik,chr10,77978149,77979149,+,275.3626384331
Iqce,chr5,140701878,140702878,-,275.3564579599
Ndufa4l2,chr10,127514438,127515438,+,275.2826076765
Dnajc25,chr4,59002692,59003692,+,274.9899037469
Dennd4c,chr4,86748054,86749054,+,274.8191999853
Zufsp,chr10,33950712,33951712,-,274.7748175016
Gm14403,chr2,177497725,177498725,+,274.7076367943
Slc36a1,chr11,55203839,55204839,+,274.6520769123
2300009A05Rik,chr9,63398744,63399744,-,274.4249023917
Gm6548,chr17,78852044,78853044,-,274.1497868564
Dok1,chr6,83032971,83033971,-,274.0511003211
Platr26,chr2,71718916,71719916,+,274.0256355044
Zfp160,chr17,21008440,21009440,+,273.6175414016
Ift172,chr5,31290614,31291614,-,273.517075347
Kmt2c,chr5,25498283,25499283,-,273.5018236266
Dnajc16,chr4,141790144,141791144,-,273.2147079458
Rmi1,chr13,58401747,58402747,+,272.9863794067
Slc6a9,chr4,117834757,117835757,+,272.8194234909
Bbs9,chr9,22475214,22476214,+,272.6667814452
Plekha4,chr7,45525829,45526829,+,272.5512166612
Tor3a,chr1,156673839,156674839,-,272.5401140885
Tdrd3,chr14,87416082,87417082,+,272.5350738189
Pigh,chr12,79089170,79090170,-,272.5101366074
Kmt2a,chr9,44880774,44881774,-,272.4735079578
Azi2,chr9,118040021,118041021,+,272.3839684201
Zswim8,chr14,20707051,20708051,+,272.224564688
Pex11a,chr7,79742525,79743525,-,272.1980870458
Sh2b3,chr5,121836359,121837359,-,272.1805227828
Hbegf,chr18,36515305,36516305,-,272.1480292443
Akap17b,chrX,36644914,36645914,-,272.0314624452
Zfp940,chr7,29853148,29854148,-,272.0037468895
Sept3,chr15,82274434,82275434,+,271.9995562519
Elmod3,chr6,72597913,72598913,-,271.9968579109
Samd10,chr2,181598647,181599647,-,271.9742138228
Galnt11,chr5,25222392,25223392,+,271.7037700115
Gfod2,chr8,105758107,105759107,-,271.378051835
Pcsk7,chr9,45906068,45907068,+,271.2422139685
Msra,chr14,64455403,64456403,-,271.0511438589
Cyb561d2,chr9,107541365,107542365,-,270.9048901147
Vav2,chr2,27426325,27427325,-,270.845063189
Ttc17,chr2,94406189,94407189,-,270.8143339592
Ncam1,chr9,49798569,49799569,-,270.769919807
Stil,chr4,114999617,115000617,+,270.7585814994
Usp53,chr3,122983947,122984947,-,270.6293486004
Ppfia3,chr7,45366519,45367519,-,270.6120959633
Trip4,chr9,65908294,65909294,-,270.3658746773
Ankrd32,chr13,77134968,77135968,-,270.3200325575
Nav1,chr1,135584855,135585855,-,270.3161080618
Ebag9,chr15,44619140,44620140,+,270.1960266204
Krba1,chr6,48395085,48396085,+,270.0629650483
Dnajc18,chr18,35702644,35703644,-,270.0005619042
Slc27a3,chr3,90389427,90390427,-,269.9255102885
Thumpd2,chr17,81064585,81065585,-,269.9139676461
2300002M23Rik,chr17,35566984,35567984,+,269.4248699044
Fbxo44,chr4,148159594,148160594,-,269.3650221719
Syde1,chr10,78591464,78592464,-,269.2479200773
Arhgdig,chr17,26200850,26201850,-,268.6741697969
Wbscr27,chr5,134931872,134932872,+,268.5652527545
Copz2,chr11,96849375,96850375,+,268.5374601851
Tnfrsf19,chr14,61046355,61047355,-,268.2813603712
Ift88,chr14,57423570,57424570,+,268.0703874666
Rnf166,chr8,122475564,122476564,-,268.0036242844
Pard6g,chr18,80046394,80047394,+,267.9498234169
Cdk6,chr5,3343811,3344811,+,267.8998717712
2310009B15Rik,chr1,138856354,138857354,-,267.7860833156
Usp40,chr1,88008051,88009051,-,267.6565025909
D7Ertd143e,chr7,3218283,3219283,+,267.6487830069
Snora69,chrX,37082533,37083533,-,267.5484919347
2610301B20Rik,chr4,10873997,10874997,+,267.4151526511
D2hgdh,chr1,93824739,93825739,+,267.3534289316
Mfap1a,chr2,121506156,121507156,-,267.3389512633
Dcun1d3,chr7,119895245,119896245,-,267.3268787817
Lrch3,chr16,32913599,32914599,+,267.1094250717
Mir3082,chr17,25830928,25831928,-,267.0989395858
Myrf,chr19,10240248,10241248,-,266.9933128226
Vps45,chr3,96057955,96058955,-,266.9699663315
Pomk,chr8,25993621,25994621,-,266.9187422267
Psen2,chr1,180255800,180256800,-,266.8680649523
Mical3,chr6,121130522,121131522,-,266.8656924888
Dcaf17,chr2,71055243,71056243,+,266.8359689766
Gpr137,chr19,6941950,6942950,-,266.7830042876
Ubxn11,chr4,134102082,134103082,+,266.7614446262
Ube2e2,chr14,18893127,18894127,-,266.7552602884
Det1,chr7,78846711,78847711,-,266.7100766058
Mllt11,chr3,95228177,95229177,-,266.4272651785
Cldn12,chr5,5514476,5515476,-,266.3130466157
Yaf2,chr15,93336435,93337435,-,266.0422733535
Notch3,chr17,32166352,32167352,-,266.0073381945
Dnajc27,chr12,4082073,4083073,+,265.6802499979
Skida1,chr2,18047949,18048949,-,265.5589187759
Fuz,chr7,44895578,44896578,+,265.4677819244
Pigb,chr9,73039199,73040199,-,265.4341325816
Zgrf1,chr3,127552988,127553988,+,265.2585741569
Lrsam1,chr2,32960755,32961755,-,265.2511154827
Camk1d,chr2,5714262,5715262,-,265.2410163278
Sgsm2,chr11,74896580,74897580,-,265.1166463926
Sh3gl3,chr7,82259407,82260407,+,265.0934946133
Lrrc16a,chr13,24280290,24281290,-,265.022324024
Ilvbl,chr10,78573999,78574999,+,264.6903126246
Parp16,chr9,65214189,65215189,+,264.6857965377
Dffb,chr4,153974581,153975581,-,264.6512009601
3110043O21Rik,chr4,35225380,35226380,-,264.5395878018
Traf3ip2,chr10,39612433,39613433,+,264.4658804418
Ick,chr9,78108691,78109691,+,264.3844484806
Sass6,chr3,116594457,116595457,+,264.2236528088
Adad2,chr8,119612246,119613246,+,264.1867891808
Parp6,chr9,59616783,59617783,+,264.0854447504
Vmac,chr17,56717199,56718199,-,263.7980697977
Akap11,chr14,78536360,78537360,-,263.7624559806
Mir7079,chr8,123104474,123105474,+,263.7287658867
Synrg,chr11,83963930,83964930,+,263.724368882
Lysmd3,chr13,81657305,81658305,+,263.6736975435
Shisa4,chr1,135374563,135375563,-,263.6302057877
Kiss1,chr1,133326711,133327711,+,263.5530978895
Slc52a3,chr2,151996010,151997010,+,263.4479231308
Tarsl2,chr7,65644397,65645397,+,263.441837289
Txnrd3,chr6,89643487,89644487,+,263.4160741483
Gpx3,chr11,54902353,54903353,+,263.4054920574
Snord98,chr10,62765106,62766106,-,263.2717548102
Pstpip1,chr9,56089475,56090475,+,263.145338641
Mir5133,chr9,62122094,62123094,-,263.1006677732
Myo7a,chr7,98118993,98119993,-,262.9678579418
Mfsd7c,chr12,85746038,85747038,+,262.8724891861
P4htm,chr9,108597100,108598100,-,262.7280632209
Ppip5k1,chr2,121350513,121351513,-,262.6850186772
Rnf13,chr3,57735561,57736561,+,262.5575229853
Gcc1,chr6,28421224,28422224,-,262.5551569956
Slc9b1,chr3,135347536,135348536,+,262.3275292099
Pdss2,chr10,43220985,43221985,+,262.1735821213
Cd3e,chr9,45009090,45010090,-,262.068757031
2810429I04Rik,chr13,3477802,3478802,+,262.0539726998
Abhd8,chr8,71463157,71464157,-,261.9742947174
Snora20,chr17,12922356,12923356,+,261.8598044228
Zfp524,chr7,5015007,5016007,+,261.7848971516
Pik3c2a,chr7,116442958,116443958,-,261.7079653355
Gls,chr1,52232732,52233732,-,261.5936354873
Tmf1,chr6,97178624,97179624,-,261.4975047389
Dstyk,chr1,132416952,132417952,+,261.4358257303
Eda2r,chrX,97376709,97377709,-,261.4050738309
Pikfyve,chr1,65186184,65187184,+,261.3612680833
Fem1a,chr17,56256292,56257292,+,261.2160588049
Cpn1,chr19,43986020,43987020,-,261.1342229128
Tspan2,chr3,102734269,102735269,+,261.1340029543
Gcfc2,chr6,81923168,81924168,+,260.9572867223
Zfp668,chr7,127876323,127877323,-,260.9158420085
Phip,chr9,82974989,82975989,-,260.8301674971
Creb1,chr1,64532303,64533303,+,260.793632704
Mmp17,chr5,129583713,129584713,+,260.6174799224
Csnk1g1,chr9,65908509,65909509,+,260.5818333307
Zc4h2,chrX,95658009,95659009,-,260.412422816
Zfp68,chr5,138619243,138620243,-,260.3655877496
Ebpl,chr14,61359945,61360945,-,260.3235612073
Sarm1,chr11,78497254,78498254,-,260.2599243871
Lnx2,chr5,147076072,147077072,-,260.2518875522
Adgrb1,chr15,74515695,74516695,+,260.0089486842
Pip5k1b,chr19,24555327,24556327,-,259.9638852089
Pank1,chr19,34878955,34879955,-,259.8221109118
Prex1,chr2,166713332,166714332,-,259.6988614336
Gpatch2l,chr12,86241377,86242377,+,259.6737439311
Armcx5,chrX,135742191,135743191,+,259.5170927611
Trib1,chr15,59648153,59649153,+,259.1735465343
Sepsecs,chr5,52669201,52670201,-,258.9590094236
Trim2,chr3,84304275,84305275,-,258.9546632387
Rab15,chr12,76822024,76823024,-,258.9515324788
Arhgef3,chr14,27143492,27144492,+,258.8494067378
Pot1b,chr17,55712128,55713128,-,258.7986381898
Rasgrp4,chr7,29134432,29135432,+,258.7793515505
Traf6,chr2,101677919,101678919,+,258.6509812088
Smim22,chr16,5006787,5007787,+,258.5990150385
Plekhg2,chr7,28372162,28373162,-,258.544820474
Mettl8,chr2,71055106,71056106,-,258.4638283045
Pemt,chr11,60045989,60046989,-,258.4630516981
Fam214b,chr4,43045720,43046720,-,258.1966405361
Braf,chr6,39724963,39725963,-,257.9450818215
Lrrn2,chr1,132879854,132880854,+,257.6327269949
Tatdn1,chr15,58933230,58934230,-,257.5383556376
Bphl,chr13,34037140,34038140,+,257.3270374911
Ccdc91,chr6,147475370,147476370,+,257.2536390877
Eif2ak2,chr17,78882072,78883072,-,257.223835231
Stra8,chr6,34920459,34921459,+,257.0690058322
Ephb2,chr4,136835511,136836511,-,256.8294802928
Cers4,chr8,4492904,4493904,+,256.8215999807
Zfp866,chr8,69774411,69775411,-,256.7850356329
Map3k10,chr7,27674081,27675081,-,256.6773322883
Mapkbp1,chr2,119972198,119973198,+,256.6097593646
Tor1aip1,chr1,156035980,156036980,-,256.5791659355
B3gnt3,chr8,71701300,71702300,-,256.4743841335
Ring1,chr17,34024180,34025180,-,256.3743247033
Zfp446,chr7,12977347,12978347,+,256.3494377102
Akna,chr4,63402945,63403945,-,256.2549558692
Bspry,chr4,62479566,62480566,+,256.2221523402
Ikbkb,chr8,22706083,22707083,-,256.0413089623
Ammecr1,chrX,142966228,142967228,-,256.0259520511
Lin52,chr12,84451007,84452007,+,255.9625013457
Tcf19,chr17,35516324,35517324,-,255.8394185649
Aste1,chr9,105394891,105395891,+,255.8363821365
Glrx2,chr1,143738848,143739848,+,255.8185370783
Lipt1,chr1,37871705,37872705,+,255.7626367423
Pigk,chr3,152713599,152714599,+,255.7471041194
Zfp747,chr7,127375550,127376550,-,255.4839308086
Cpne5,chr17,29237290,29238290,-,255.3419039022
Exog,chr9,119444422,119445422,+,255.0752106993
Zfp84,chr7,29768051,29769051,+,254.9855581101
Zfp358,chr8,3492637,3493637,+,254.722848155
Slc37a1,chr17,31294982,31295982,+,254.5680422314
Stim2,chr5,53998022,53999022,+,254.5503714474
Zfp87,chr13,67525731,67526731,-,254.3429370123
Exoc3l,chr8,105295598,105296598,-,254.2745955168
Atg9b,chr5,24391643,24392643,-,254.1414088825
Etv1,chr12,38779757,38780757,+,254.1083043516
Creb3l1,chr2,92023670,92024670,-,253.9995636241
Alox5ap,chr5,149264503,149265503,+,253.8022538334
Kiz,chr2,146855388,146856388,+,253.6927803548
Hyal1,chr9,107576451,107577451,+,253.6040699401
Dusp3,chr11,101984291,101985291,-,253.5469371566
Igsf3,chr3,101376624,101377624,+,253.4667520506
Zfp39,chr11,58903725,58904725,-,253.424281254
Gprasp2,chrX,135838533,135839533,+,253.4189643855
Zscan18,chr7,12775158,12776158,-,253.352581582
Pard6a,chr8,105700647,105701647,+,253.327476383
Rhod,chr19,4438924,4439924,-,253.1048253224
Vcpip1,chr1,9747882,9748882,-,252.7695040977
Pgpep1l,chr7,68263733,68264733,-,252.6896988561
Tpk1,chr6,43665675,43666675,-,252.631814811
Ube2j1,chr4,33030924,33031924,+,252.5778596478
Cln8,chr8,14888035,14889035,+,252.5232267052
Zfp397,chr18,23954187,23955187,+,252.4612007788
Prkag2,chr5,25100142,25101142,-,252.3723814074
Fam219b,chr9,57537027,57538027,+,252.3118653344
Lmo4,chr3,144204755,144205755,-,252.2615651099
Idnk,chr13,58157148,58158148,+,252.2074171169
Myo5a,chr9,75070705,75071705,+,252.0862674306
Xpnpep3,chr15,81399687,81400687,+,251.8648821107
Clip3,chr7,30291252,30292252,+,251.692449555
Rccd1,chr7,80323954,80324954,-,251.6421486903
Kmt2e,chr5,23433928,23434928,+,251.6117661815
Zscan12,chr13,21362319,21363319,+,251.3877189104
Gpsm3,chr17,34589305,34590305,+,251.2836772326
Lrrc58,chr16,37867899,37868899,+,251.1798000759
Dopey2,chr16,93711406,93712406,+,251.1689076196
Ankrd16,chr2,11777252,11778252,+,251.1612549137
Tmem218,chr9,37207722,37208722,+,251.0246049288
Slco2a1,chr9,103007988,103008988,+,250.9546043322
Bglap3,chr3,88372241,88373241,-,250.8178588795
2310047M10Rik,chr11,69059274,69060274,+,250.7281994585
Zmym6,chr4,127076882,127077882,+,250.6066800467
Mecp2,chrX,74085190,74086190,-,250.4051092214
Lrch1,chr14,74947377,74948377,-,250.3596887994
Sema4g,chr19,44988843,44989843,+,250.34419807
Fahd1,chr17,24849802,24850802,-,250.2180962972
Nsmaf,chr4,6453771,6454771,-,250.0548046284
Pou2f3,chr9,43205255,43206255,-,249.7473575632
Acy3,chr19,3986069,3987069,+,249.6593346442
Clcc1,chr3,108653412,108654412,+,249.6555643018
Tmem238,chr7,4789060,4790060,-,249.5661717417
Klk8,chr7,43797076,43798076,+,249.5658666827
Fdx1,chr9,51963102,51964102,-,249.4799623741
Erbb2ip,chr13,103920086,103921086,-,249.4774565475
1700021K19Rik,chr16,32867866,32868866,-,249.3706478803
Pfn2,chr3,57847257,57848257,-,249.3345036903
Reep1,chr6,71707180,71708180,+,249.2529468981
Pbx3,chr2,34371545,34372545,-,249.1835885892
Aifm2,chr10,61714762,61715762,+,249.1089836983
Traf2,chr2,25546440,25547440,-,249.0846409299
Rhobtb3,chr13,75943324,75944324,-,249.0671184338
Aurkc,chr7,6994884,6995884,+,249.0191446611
Cep152,chr2,125624613,125625613,-,248.9664643508
Zfp423,chr8,87959095,87960095,-,248.8834747084
Glt8d1,chr14,31000892,31001892,+,248.8661561091
A930004D18Rik,chr2,18037241,18038241,-,248.8020142695
Cep162,chr9,87255032,87256032,-,248.6385024272
Elavl2,chr4,91399484,91400484,-,248.5688754492
Zfp51,chr17,21449873,21450873,+,248.494629184
Ighmbp2,chr19,3282510,3283510,-,248.3552554631
Rapgef6,chr11,54522344,54523344,+,248.2883504877
Uevld,chr7,46958018,46959018,-,248.2644008948
Aga,chr8,53511201,53512201,+,248.2269652221
Zfp426,chr9,20492246,20493246,-,248.1363671493
Dock9,chr14,121797234,121798234,-,248.0194182213
Habp4,chr13,64161365,64162365,+,247.9932843424
Gm13251,chr4,146448529,146449529,+,247.8656945584
Asb3,chr11,30953897,30954897,+,247.8529624022
Ralgps2,chr1,156939126,156940126,-,247.8472680656
Pik3cd,chr4,149701129,149702129,-,247.6782967367
Capg,chr6,72543890,72544890,+,247.5475446208
St3gal5,chr6,72097107,72098107,+,247.4525298652
Tnk1,chr11,69858230,69859230,-,246.805829252
C2cd2l,chr9,44319782,44320782,-,246.7446935657
Slc25a14,chrX,48623077,48624077,+,246.7293917902
Dnd1,chr18,36765714,36766714,-,246.6859620594
P2ry2,chr7,101011553,101012553,-,246.5571922602
B3galnt1,chr3,69598460,69599460,-,246.4479826831
Lnpep,chr17,17623989,17624989,-,246.3554804178
Otud1,chr2,19657561,19658561,+,246.2915761423
Pik3ca,chr3,32435650,32436650,+,246.2547500406
Eef2k,chr7,120842330,120843330,+,246.0905535408
As3mt,chr19,46706942,46707942,+,246.0605136958
Arl13b,chr16,62846540,62847540,-,245.9597637107
Neu1,chr17,34930752,34931752,+,245.9438093906
Rnf141,chr7,110843881,110844881,-,245.8462006289
Rsph1,chr17,31276856,31277856,-,245.719710881
Crat,chr2,30415248,30416248,-,245.7179740051
Tubd1,chr11,86544490,86545490,+,245.5701320348
Map4k2,chr19,6340659,6341659,+,245.5248283298
Dolk,chr2,30285854,30286854,-,245.4435610562
1190002F15Rik,chr6,134928591,134929591,+,245.3757950178
B630005N14Rik,chr6,13677466,13678466,-,245.3205999181
Efcab7,chr4,99828999,99829999,+,245.269815705
Fhod3,chr18,24708122,24709122,+,245.1763414804
Fam110a,chr2,151979719,151980719,-,244.9002473877
Galnt7,chr8,57652555,57653555,-,244.8652298111
Ripk2,chr4,16162998,16163998,-,244.8550464216
Rimklb,chr6,122485805,122486805,-,244.7506856564
Cdc14b,chr13,64274488,64275488,-,244.2523686503
Grhl2,chr15,37232535,37233535,+,244.2197282369
Fadd,chr7,144581936,144582936,-,244.1653441167
Uros,chr7,133708795,133709795,-,244.0492747051
Fam189a2,chr19,24030519,24031519,-,244.0398780822
Krtcap3,chr5,31251205,31252205,+,243.9944704287
Tmem177,chr1,119912668,119913668,-,243.7053117559
Mob1b,chr5,88720370,88721370,+,243.6129135142
Wdfy3,chr5,102069421,102070421,-,243.5307549035
Dnajc22,chr15,99098983,99099983,+,243.4574011947
Ap4e1,chr2,127008210,127009210,+,243.4541273993
Stradb,chr1,58973070,58974070,+,243.4245583423
Irs2,chr8,11007930,11008930,-,243.3566106084
Gyk,chrX,85776319,85777319,-,243.1026187316
