name,chr,start,end,length,abs_summit,pileup,-log10(pvalue),fold_enrichment,-log10(qvalue)
WTvsKO_DOX_peak_28,chr1,74772487,74772781,295,74772703,47.24,6.93051,2.26634,3.68941
WTvsKO_DOX_peak_29,chr1,74803882,74804557,676,74804324,62.99,8.61265,2.2853,4.90911
WTvsKO_DOX_peak_30,chr1,74882975,74883705,731,74883679,88.92,7.90387,1.91329,4.3832
WTvsKO_DOX_peak_31,chr1,74891944,74892363,420,74892228,62.99,5.25876,1.82824,2.48074
WTvsKO_DOX_peak_32,chr1,74899655,74900138,484,74900080,63.91,7.19121,2.07514,3.88912
WTvsKO_DOX_peak_33,chr1,74934261,74934620,360,74934445,33.35,7.18368,2.73588,3.88582
WTvsKO_DOX_peak_34,chr1,74949615,74949951,337,74949793,72.25,7.05397,1.94043,3.78123
WTvsKO_DOX_peak_35,chr1,74953281,74953918,638,74953318,60.21,4.36685,1.70026,1.85791
WTvsKO_DOX_peak_36,chr1,75143426,75143818,393,75143547,30.57,7.09779,2.8698,3.81391
WTvsKO_DOX_peak_37,chr1,75262123,75262494,372,75262488,26.86,4.48555,2.32189,1.94742
WTvsKO_DOX_peak_38,chr1,75276679,75277142,464,75277074,34.27,6.68742,2.56901,3.52451
WTvsKO_DOX_peak_39,chr1,75278694,75279060,367,75278969,48.17,5.97212,2.08002,2.99173
WTvsKO_DOX_peak_40,chr1,75357804,75358277,474,75357942,34.27,8.5988,3.04498,4.89695
WTvsKO_DOX_peak_41,chr1,75358594,75359080,487,75358662,43.54,6.79196,2.344,3.60217
WTvsKO_DOX_peak_42,chr1,75369301,75369595,295,75369446,41.68,8.57048,2.77057,4.87525
WTvsKO_DOX_peak_43,chr1,75369898,75370273,376,75370087,32.42,6.54143,2.61916,3.41096
WTvsKO_DOX_peak_44,chr1,75377625,75377970,346,75377754,37.05,6.14076,2.33619,3.12018
WTvsKO_DOX_peak_45,chr1,75378569,75378985,417,75378773,37.05,7.05584,2.5368,3.78123
WTvsKO_DOX_peak_46,chr1,75383232,75383702,471,75383433,40.76,8.22177,2.73656,4.62873
WTvsKO_DOX_peak_47,chr1,75384457,75384929,473,75384695,50.02,6.48245,2.12584,3.36688
WTvsKO_DOX_peak_48,chr1,75386330,75387094,765,75387026,55.58,5.68415,1.95096,2.78794
WTvsKO_DOX_peak_49,chr1,75387346,75387814,469,75387549,58.36,7.13704,2.11626,3.84683
WTvsKO_DOX_peak_50,chr1,75389860,75390392,533,75390218,60.21,8.88816,2.32877,5.12139
WTvsKO_DOX_peak_51,chr1,75401496,75402284,789,75401530,32.42,6.35161,2.5708,3.25673
WTvsKO_DOX_peak_52,chr1,75403894,75404290,397,75404163,45.39,8.33069,2.57715,4.71254
WTvsKO_DOX_peak_53,chr1,75405718,75406479,762,75405832,40.76,7.86422,2.65969,4.35973
WTvsKO_DOX_peak_54,chr1,75414941,75415362,422,75415339,37.98,5.1017,2.16546,2.35751
WTvsKO_DOX_peak_55,chr1,75423662,75424243,582,75424150,68.55,9.10099,2.24342,5.26101
WTvsKO_DOX_peak_56,chr1,75429416,75429747,332,75429546,54.65,7.83294,2.29718,4.35973
WTvsKO_DOX_peak_57,chr1,75431818,75432385,568,75431904,49.09,10.16954,2.78299,6.02904
WTvsKO_DOX_peak_58,chr1,75468279,75468906,628,75468633,34.27,9.51593,3.28606,5.55205
WTvsKO_DOX_peak_59,chr1,75483766,75484188,423,75483821,37.98,7.05584,2.59855,3.78123
WTvsKO_DOX_peak_60,chr1,75490756,75491061,306,75490875,42.61,9.31169,2.88577,5.41912
WTvsKO_DOX_peak_61,chr1,75493435,75493954,520,75493741,34.27,7.28108,2.71331,3.95465
WTvsKO_DOX_peak_62,chr1,75494381,75494675,295,75494466,30.57,7.35014,2.94088,3.98489
WTvsKO_DOX_peak_63,chr1,75554099,75554695,597,75554485,35.2,7.97941,2.83694,4.44276
WTvsKO_DOX_peak_64,chr1,75555259,75555677,419,75555366,35.2,9.78272,3.29205,5.75664
WTvsKO_DOX_peak_65,chr1,75625061,75625718,658,75625066,41.68,3.62271,1.77848,1.32081
WTvsKO_DOX_peak_66,chr1,75654255,75655790,1536,75655587,41.68,10.89291,3.28334,6.56656
WTvsKO_DOX_peak_67,chr1,75683950,75684355,406,75684169,31.49,6.55554,2.66958,3.41987
WTvsKO_DOX_peak_68,chr1,75926487,75926895,409,75926732,28.72,5.59764,2.55224,2.72818
WTvsKO_DOX_peak_69,chr1,76637475,76637829,355,76637571,29.64,6.8412,2.85459,3.61499
WTvsKO_DOX_peak_70,chr1,77929813,77930559,747,77929896,40.76,6.39222,2.35145,3.29139
WTvsKO_DOX_peak_71,chr1,77934500,77935043,544,77934867,40.76,7.63476,2.6108,4.20704
WTvsKO_DOX_peak_72,chr1,78117939,78118373,435,78118312,55.58,4.96669,1.84329,2.25462
WTvsKO_DOX_peak_73,chr1,82771573,82771906,334,82771743,33.35,7.52117,2.82178,4.11675
WTvsKO_DOX_peak_74,chr1,82960898,82961297,400,82961055,31.49,5.20724,2.32101,2.43801
WTvsKO_DOX_peak_75,chr1,90824614,90824946,333,90824745,37.05,4.44622,1.97596,1.91938
WTvsKO_DOX_peak_76,chr1,90972525,90973193,669,90972707,54.65,7.97122,2.31882,4.43617
WTvsKO_DOX_peak_77,chr1,91050857,91051174,318,91050965,27.79,5.8651,2.682,2.91038
WTvsKO_DOX_peak_78,chr1,132604390,132604758,369,132604621,29.64,4.99625,2.34202,2.2763
WTvsKO_DOX_peak_79,chr1,132875440,132875862,423,132875713,38.9,5.78936,2.28496,2.87018
WTvsKO_DOX_peak_80,chr1,134087987,134088342,356,134088188,25.94,4.94768,2.50941,2.23806
WTvsKO_DOX_peak_81,chr1,134095581,134095880,300,134095666,25.94,4.94768,2.50941,2.23806
WTvsKO_DOX_peak_82,chr1,134205368,134205699,332,134205605,25.94,4.19909,2.27903,1.72659
WTvsKO_DOX_peak_83,chr1,135766694,135767359,666,135767122,32.42,8.40776,3.11347,4.74731
WTvsKO_DOX_peak_84,chr1,137222090,137222441,352,137222251,37.98,4.75772,2.09111,2.13595
WTvsKO_DOX_peak_85,chr1,152938086,152938402,317,152938312,34.27,5.87354,2.3757,2.91583
WTvsKO_DOX_peak_86,chr1,152945941,152946511,571,152946299,39.83,5.60887,2.21849,2.73843
WTvsKO_DOX_peak_87,chr1,152948995,152949401,407,152949189,62.06,12.79972,2.84473,7.92951
WTvsKO_DOX_peak_88,chr1,171156747,171157076,330,171156833,26.86,3.84445,2.13441,1.47406
WTvsKO_DOX_peak_89,chr1,171600286,171600595,310,171600369,37.98,5.23769,2.19497,2.4627
WTvsKO_DOX_peak_90,chr1,172294295,172294626,332,172294443,35.2,4.22576,1.97315,1.74548
WTvsKO_DOX_peak_91,chr1,180402396,180403138,743,180403004,45.39,7.65457,2.45002,4.22151
WTvsKO_DOX_peak_92,chr1,180410899,180411343,445,180411145,33.35,6.04417,2.45334,3.05076
WTvsKO_DOX_peak_93,chr1,180718667,180718980,314,180718706,26.86,5.39882,2.5957,2.57055
WTvsKO_DOX_peak_94,chr1,180940267,180940716,450,180940614,25.94,4.16195,2.26775,1.69473
WTvsKO_DOX_peak_95,chr1,182256278,182257074,797,182256991,34.27,3.60613,1.85648,1.30704
WTvsKO_DOX_peak_96,chr10,9010241,9010750,510,9010711,31.49,5.28833,2.34155,2.50388
WTvsKO_DOX_peak_97,chr10,43957502,43958018,517,43957864,35.2,4.39756,2.01107,1.88101
WTvsKO_DOX_peak_98,chr10,44005234,44005577,344,44005435,96.34,5.73891,1.64975,2.8327
WTvsKO_DOX_peak_99,chr10,44466351,44466655,305,44466405,39.83,7.18782,2.55193,3.88776
WTvsKO_DOX_peak_100,chr10,44533689,44534037,349,44533870,52.8,5.64996,1.99256,2.7621
WTvsKO_DOX_peak_101,chr10,45018320,45018802,483,45018591,48.17,12.12568,3.19145,7.42602
WTvsKO_DOX_peak_102,chr10,45813740,45814203,464,45813916,33.35,8.9557,3.19977,5.14437
WTvsKO_DOX_peak_103,chr10,45826583,45826876,294,45826699,24.08,4.11754,2.216,1.66031
WTvsKO_DOX_peak_104,chr10,45867489,45867872,384,45867640,30.57,6.32909,2.65767,3.25605
WTvsKO_DOX_peak_105,chr10,46010449,46010821,373,46010601,46.31,5.89294,2.10644,2.93037
WTvsKO_DOX_peak_106,chr10,52544453,52544845,393,52544608,30.57,4.80778,2.25485,2.17209
WTvsKO_DOX_peak_107,chr10,60688985,60689421,437,60689000,62.06,5.80565,1.87495,2.88401
WTvsKO_DOX_peak_108,chr10,62684301,62684685,385,62684316,25.94,4.75251,2.44876,2.13408
WTvsKO_DOX_peak_109,chr10,67893767,67894066,300,67893987,32.42,7.18288,2.78504,3.88522
WTvsKO_DOX_peak_110,chr10,69954365,69954658,294,69954403,27.79,5.8651,2.682,2.91038
WTvsKO_DOX_peak_111,chr10,69957444,69957823,380,69957712,29.64,6.8412,2.85459,3.61499
WTvsKO_DOX_peak_112,chr10,70308124,70308503,380,70308205,31.49,4.59066,2.16628,2.00635
WTvsKO_DOX_peak_113,chr10,71185490,71185873,384,71185828,26.86,4.97632,2.46791,2.25954
WTvsKO_DOX_peak_114,chr10,75582208,75582868,661,75582694,25.94,4.94768,2.50941,2.23806
WTvsKO_DOX_peak_115,chr10,75583276,75583938,663,75583710,26.86,5.39882,2.5957,2.57055
WTvsKO_DOX_peak_116,chr10,75965392,75965832,441,75965683,25.94,3.98106,2.21298,1.57881
WTvsKO_DOX_peak_117,chr10,75995689,75996090,402,75995850,34.27,7.23535,2.70209,3.91895
WTvsKO_DOX_peak_118,chr10,80813016,80813860,845,80813655,27.79,5.8651,2.682,2.91038
WTvsKO_DOX_peak_119,chr10,86730371,86730668,298,86730399,33.35,5.4827,2.31791,2.63078
WTvsKO_DOX_peak_120,chr10,93282975,93283268,294,93283171,26.86,5.39882,2.5957,2.57055
WTvsKO_DOX_peak_121,chr10,93429838,93430164,327,93429991,34.27,7.75032,2.82954,4.29473
WTvsKO_DOX_peak_122,chr10,93606170,93606526,357,93606337,29.64,6.8412,2.85459,3.61499
WTvsKO_DOX_peak_123,chr10,100298979,100299304,326,100299065,34.27,8.18652,2.93942,4.60019
WTvsKO_DOX_peak_124,chr10,100356666,100357355,690,100357107,59.28,26.77455,5.61601,17.33958
WTvsKO_DOX_peak_125,chr10,100371848,100372284,437,100372054,42.61,14.404,4.06271,9.11557
WTvsKO_DOX_peak_126,chr10,100375089,100376387,1299,100376115,56.5,24.42277,5.35713,16.65056
WTvsKO_DOX_peak_127,chr10,100376571,100376878,308,100376755,31.49,7.87245,3.02718,4.35973
WTvsKO_DOX_peak_128,chr10,100379507,100379820,314,100379574,23.16,4.09288,2.25053,1.63961
WTvsKO_DOX_peak_129,chr10,100380007,100380556,550,100380354,31.49,7.87245,3.02718,4.35973
WTvsKO_DOX_peak_130,chr10,100381066,100381417,352,100381187,34.27,9.51593,3.28606,5.55205
WTvsKO_DOX_peak_131,chr10,104196774,104197071,298,104196983,30.57,7.35014,2.94088,3.98489
WTvsKO_DOX_peak_132,chr10,116991017,116991343,327,116991119,32.42,6.30969,2.56017,3.25605
WTvsKO_DOX_peak_133,chr10,117422183,117422547,365,117422357,38.9,6.08011,2.34733,3.081
WTvsKO_DOX_peak_134,chr10,121504484,121504833,350,121504776,26.86,5.39882,2.5957,2.57055
WTvsKO_DOX_peak_135,chr10,122749472,122750122,651,122749556,37.98,6.54282,2.48269,3.41096
WTvsKO_DOX_peak_136,chr11,63001074,63001518,445,63001094,30.57,5.23119,2.36499,2.45764
WTvsKO_DOX_peak_137,chr11,116280223,116280540,318,116280351,36.13,5.37648,2.19991,2.57055
WTvsKO_DOX_peak_138,chr12,9031543,9031997,455,9031824,26.86,5.39882,2.5957,2.57055
WTvsKO_DOX_peak_139,chr12,25140536,25140860,325,25140771,31.49,6.69973,2.70784,3.5327
WTvsKO_DOX_peak_140,chr12,28534150,28534560,411,28534240,26.86,4.62551,2.36328,2.03499
WTvsKO_DOX_peak_141,chr12,64786680,64786984,305,64786709,36.13,5.55459,2.23891,2.69075
WTvsKO_DOX_peak_142,chr12,76141219,76141545,327,76141297,29.64,6.34802,2.71404,3.25605
WTvsKO_DOX_peak_143,chr12,76197495,76197906,412,76197703,25.94,4.08592,2.2447,1.63961
WTvsKO_DOX_peak_144,chr12,81783619,81783984,366,81783870,39.83,5.997,2.29929,3.01256
WTvsKO_DOX_peak_145,chr12,83501609,83501945,337,83501743,26.86,4.56625,2.34574,1.99115
WTvsKO_DOX_peak_146,chr12,86128386,86129006,621,86128775,33.35,8.9557,3.19977,5.14437
WTvsKO_DOX_peak_147,chr12,86148130,86148820,691,86148174,33.35,6.81026,2.64206,3.61442
WTvsKO_DOX_peak_148,chr12,86152109,86152820,712,86152611,29.64,6.8412,2.85459,3.61499
WTvsKO_DOX_peak_149,chr12,86215420,86215743,324,86215677,59.28,4.9485,1.79233,2.23883
WTvsKO_DOX_peak_150,chr12,86392847,86393390,544,86393102,25.94,4.54862,2.38586,1.97717
WTvsKO_DOX_peak_151,chr12,86393771,86394075,305,86393994,36.13,9.23779,3.0938,5.36032
WTvsKO_DOX_peak_152,chr12,105023407,105023708,302,105023698,46.31,4.37956,1.84133,1.86739
WTvsKO_DOX_peak_153,chr12,105564367,105565092,726,105564638,30.57,6.32909,2.65767,3.25605
WTvsKO_DOX_peak_154,chr12,108327004,108327343,340,108327182,47.24,5.77924,2.06654,2.86277
WTvsKO_DOX_peak_155,chr12,108328647,108329081,435,108328917,45.39,8.74537,2.65624,5.00889
WTvsKO_DOX_peak_156,chr12,109540289,109540708,420,109540544,26.86,4.48555,2.32189,1.94742
WTvsKO_DOX_peak_157,chr12,111139119,111139478,360,111139120,41.68,3.62271,1.77848,1.32081
WTvsKO_DOX_peak_158,chr12,112775926,112776219,294,112775962,44.46,4.92421,1.97233,2.23806
WTvsKO_DOX_peak_159,chr12,112776676,112776973,298,112776964,57.43,4.63945,1.77062,2.04579
WTvsKO_DOX_peak_160,chr12,112783782,112784697,916,112783913,63.91,7.33215,2.09402,3.98489
WTvsKO_DOX_peak_161,chr12,113872925,113873441,517,113873057,29.64,4.42143,2.18868,1.89805
WTvsKO_DOX_peak_162,chr13,38193765,38194441,677,38194431,48.17,4.84901,1.89106,2.20685
WTvsKO_DOX_peak_163,chr13,41026457,41026950,494,41026717,33.35,5.36498,2.28978,2.5631
WTvsKO_DOX_peak_164,chr13,41185514,41185953,440,41185805,37.98,6.33864,2.43705,3.25605
WTvsKO_DOX_peak_165,chr13,45811245,45811813,569,45811466,28.72,6.34605,2.76829,3.25605
WTvsKO_DOX_peak_166,chr13,45962253,45962779,527,45962537,34.27,9.51593,3.28606,5.55205
WTvsKO_DOX_peak_167,chr13,48586689,48587139,451,48587043,41.68,6.05214,2.25433,3.05711
WTvsKO_DOX_peak_168,chr13,54907631,54908026,396,54907946,31.49,7.33194,2.87813,3.98489
WTvsKO_DOX_peak_169,chr13,55160858,55161190,333,55160899,37.05,7.42786,2.61993,4.04495
WTvsKO_DOX_peak_170,chr13,55475243,55475580,338,55475509,38.9,6.75587,2.49403,3.57577
WTvsKO_DOX_peak_171,chr13,55482611,55482983,373,55482852,44.46,6.59894,2.28069,3.45407
WTvsKO_DOX_peak_172,chr13,55486351,55486644,294,55486356,55.58,4.19916,1.72746,1.72664
WTvsKO_DOX_peak_173,chr13,55491278,55491629,352,55491473,41.68,8.57048,2.77057,4.87525
WTvsKO_DOX_peak_174,chr13,55492739,55493387,649,55492765,34.27,5.77036,2.35154,2.85715
WTvsKO_DOX_peak_175,chr13,56281896,56282237,342,56282140,37.05,7.86097,2.71799,4.35973
WTvsKO_DOX_peak_176,chr13,57658381,57658978,598,57658620,73.18,18.65368,3.37171,12.26948
WTvsKO_DOX_peak_177,chr13,58004500,58004853,354,58004590,27.79,5.19768,2.48523,2.4339
WTvsKO_DOX_peak_178,chr13,59875082,59875412,331,59875233,28.72,5.32932,2.47627,2.53433
WTvsKO_DOX_peak_179,chr13,78196811,78197180,370,78196964,98.19,5.27227,1.59589,2.48991
WTvsKO_DOX_peak_180,chr13,95335103,95335681,579,95335453,41.68,12.58727,3.68469,7.76268
WTvsKO_DOX_peak_181,chr13,102813485,102813778,294,102813613,34.27,6.75637,2.58562,3.57577
WTvsKO_DOX_peak_182,chr13,110397121,110397633,513,110397485,35.2,8.14202,2.87671,4.56741
WTvsKO_DOX_peak_183,chr13,113747005,113747423,419,113747207,31.49,4.2014,2.06969,1.72821
WTvsKO_DOX_peak_184,chr13,117221657,117222195,539,117221999,36.13,10.67196,3.45865,6.38684
WTvsKO_DOX_peak_185,chr13,119425099,119425517,419,119425143,27.79,5.8651,2.682,2.91038
WTvsKO_DOX_peak_186,chr14,3810565,3810925,361,3810601,45.39,6.87924,2.30674,3.64844
WTvsKO_DOX_peak_187,chr14,4415836,4416230,395,4415958,35.2,5.90949,2.34969,2.94125
WTvsKO_DOX_peak_188,chr14,20709270,20709729,460,20709385,25.94,4.08592,2.2447,1.63961
WTvsKO_DOX_peak_189,chr14,20805195,20805557,363,20805415,25.01,4.94768,2.42311,2.23806
WTvsKO_DOX_peak_190,chr14,33342392,33342849,458,33342650,26.86,5.39882,2.5957,2.57055
WTvsKO_DOX_peak_191,chr14,43621743,43622066,324,43621855,62.99,6.86059,2.04553,3.63161
WTvsKO_DOX_peak_192,chr14,48473179,48474041,863,48473388,30.57,7.35014,2.94088,3.98489
WTvsKO_DOX_peak_193,chr14,48477187,48478182,996,48477950,31.49,7.87245,3.02718,4.35973
WTvsKO_DOX_peak_194,chr14,48480595,48481074,480,48480842,32.42,4.39627,2.08878,1.88101
WTvsKO_DOX_peak_195,chr14,51072098,51072604,507,51072198,50.95,6.68176,2.19758,3.51963
WTvsKO_DOX_peak_196,chr14,51173552,51173950,399,51173565,46.31,6.72026,2.25309,3.55046
WTvsKO_DOX_peak_197,chr14,54913939,54914352,414,54914119,33.35,8.9557,3.19977,5.14437
WTvsKO_DOX_peak_198,chr14,54928079,54928740,662,54928138,40.76,7.63015,2.60982,4.20535
WTvsKO_DOX_peak_199,chr14,54928930,54929514,585,54929376,37.98,7.05584,2.59855,3.78123
WTvsKO_DOX_peak_200,chr14,55760849,55761479,631,55761380,31.49,4.69735,2.19288,2.09316
WTvsKO_DOX_peak_201,chr14,59602176,59602549,374,59602379,25.94,4.94768,2.50941,2.23806
WTvsKO_DOX_peak_202,chr14,66908460,66909153,694,66909036,45.39,5.2758,2.0169,2.49226
WTvsKO_DOX_peak_203,chr14,68124324,68124663,340,68124578,32.42,4.97164,2.22803,2.25655
WTvsKO_DOX_peak_204,chr14,95420122,95420601,480,95420568,29.64,6.8412,2.85459,3.61499
WTvsKO_DOX_peak_205,chr14,99580177,99580512,336,99580304,43.54,8.77475,2.73428,5.02606
WTvsKO_DOX_peak_206,chr15,8630947,8631272,326,8631076,44.46,6.67143,2.29422,3.51106
WTvsKO_DOX_peak_207,chr15,10712990,10713400,411,10713188,36.13,6.97338,2.55616,3.72273
WTvsKO_DOX_peak_208,chr15,10718412,10718994,583,10718439,25.94,4.94768,2.50941,2.23806
WTvsKO_DOX_peak_209,chr15,27773405,27773793,389,27773574,30.57,4.22237,2.10452,1.74286
WTvsKO_DOX_peak_210,chr15,31273844,31274154,311,31274059,25.94,4.94768,2.50941,2.23806
WTvsKO_DOX_peak_211,chr15,37136266,37136737,472,37136680,29.64,5.05207,2.35704,2.31971
WTvsKO_DOX_peak_212,chr15,37167316,37167618,303,37167575,49.09,6.13022,2.08724,3.11257
WTvsKO_DOX_peak_213,chr15,37674878,37675272,395,37675089,28.72,5.41944,2.5017,2.5861
WTvsKO_DOX_peak_214,chr15,56340480,56340776,297,56340594,31.49,7.33194,2.87813,3.98489
WTvsKO_DOX_peak_215,chr15,75645675,75646220,546,75645995,36.13,5.37648,2.19991,2.57055
WTvsKO_DOX_peak_216,chr15,76102636,76103770,1135,76103603,89.85,9.04092,2.01443,5.21079
WTvsKO_DOX_peak_217,chr15,76104355,76105324,970,76104768,80.59,10.1624,2.21297,6.0244
WTvsKO_DOX_peak_218,chr15,78801010,78801359,350,78801198,32.42,5.61949,2.38717,2.74351
WTvsKO_DOX_peak_219,chr15,78841479,78841823,345,78841652,39.83,6.97787,2.5068,3.72629
WTvsKO_DOX_peak_220,chr15,79197313,79197696,384,79197474,33.35,8.07439,2.96502,4.5212
WTvsKO_DOX_peak_221,chr15,84076348,84077265,918,84076635,28.72,6.34605,2.76829,3.25605
WTvsKO_DOX_peak_222,chr15,85321688,85322012,325,85321702,28.72,4.64558,2.28579,2.0489
WTvsKO_DOX_peak_223,chr15,86031719,86032184,466,86031859,39.83,8.11894,2.75549,4.55391
WTvsKO_DOX_peak_224,chr15,86109793,86110194,402,86109956,26.86,5.39882,2.5957,2.57055
WTvsKO_DOX_peak_225,chr15,86110328,86110621,294,86110584,28.72,5.20487,2.44128,2.43801
WTvsKO_DOX_peak_226,chr15,86141571,86141886,316,86141710,29.64,6.8412,2.85459,3.61499
WTvsKO_DOX_peak_227,chr15,86142986,86143371,386,86143174,27.79,5.8651,2.682,2.91038
WTvsKO_DOX_peak_228,chr15,87329692,87330132,441,87329976,39.83,5.30907,2.15648,2.51906
WTvsKO_DOX_peak_229,chr15,88656888,88657271,384,88657024,35.2,4.37134,2.00528,1.86144
WTvsKO_DOX_peak_230,chr15,88658560,88658854,295,88658568,39.83,4.14611,1.9182,1.6828
WTvsKO_DOX_peak_231,chr15,88914595,88914972,378,88914705,30.57,6.22951,2.63065,3.19116
WTvsKO_DOX_peak_232,chr15,89410655,89411129,475,89410870,31.49,5.90546,2.49955,2.93869
WTvsKO_DOX_peak_233,chr15,89423790,89424215,426,89424002,31.49,6.69973,2.70784,3.5327
WTvsKO_DOX_peak_234,chr15,91387576,91387870,295,91387743,27.79,5.8651,2.682,2.91038
WTvsKO_DOX_peak_235,chr15,91982840,91983167,328,91983121,42.61,8.31076,2.67741,4.69838
WTvsKO_DOX_peak_236,chr15,93612689,93613099,411,93612871,54.65,7.3311,2.21909,3.98489
WTvsKO_DOX_peak_237,chr15,94523925,94524245,321,94524163,55.58,6.12525,2.01718,3.10861
WTvsKO_DOX_peak_238,chr15,94626041,94626545,505,94626530,34.27,3.60613,1.85648,1.30704
WTvsKO_DOX_peak_239,chr15,94655129,94655571,443,94655332,50.02,7.92722,2.36423,4.40028
WTvsKO_DOX_peak_240,chr15,97214380,97214713,334,97214550,39.83,6.48464,2.40181,3.36704
WTvsKO_DOX_peak_241,chr15,97665779,97666109,331,97666101,29.64,4.42143,2.18868,1.89805
WTvsKO_DOX_peak_242,chr15,97806939,97807286,348,97807029,38.9,6.75587,2.49403,3.57577
WTvsKO_DOX_peak_243,chr15,98577183,98577480,298,98577394,26.86,5.39882,2.5957,2.57055
WTvsKO_DOX_peak_244,chr15,98597317,98597929,613,98597828,62.06,7.44782,2.09466,4.06068
WTvsKO_DOX_peak_245,chr15,98721001,98721374,374,98721266,52.8,4.78256,1.85514,2.15382
WTvsKO_DOX_peak_246,chr15,99612929,99613725,797,99613500,37.05,6.33454,2.37825,3.25605
WTvsKO_DOX_peak_247,chr15,100335160,100335782,623,100335370,34.27,6.75637,2.58562,3.57577
WTvsKO_DOX_peak_248,chr15,100678462,100678777,316,100678634,38.9,7.41839,2.64059,4.03988
WTvsKO_DOX_peak_249,chr15,100943609,100943932,324,100943818,33.35,7.67859,2.86223,4.23563
WTvsKO_DOX_peak_250,chr15,101070077,101070599,523,101070577,27.79,3.68963,2.05635,1.35086
WTvsKO_DOX_peak_251,chr15,101089838,101090351,514,101090133,36.13,5.92801,2.32122,2.95526
WTvsKO_DOX_peak_252,chr15,101098832,101099147,316,101098932,32.42,7.03208,2.74568,3.76637
WTvsKO_DOX_peak_253,chr15,101110890,101111348,459,101111033,38.9,4.91801,2.10024,2.23806
WTvsKO_DOX_peak_254,chr15,101998356,101998825,470,101998418,30.57,5.43405,2.41825,2.59664
WTvsKO_DOX_peak_255,chr15,102365349,102366081,733,102365898,56.5,5.55125,1.91681,2.68855
WTvsKO_DOX_peak_256,chr16,7937528,7938185,658,7938059,27.79,5.8651,2.682,2.91038
WTvsKO_DOX_peak_257,chr16,10295681,10296053,373,10295954,25.94,4.94768,2.50941,2.23806
WTvsKO_DOX_peak_258,chr16,10738937,10739790,854,10739434,28.72,6.34605,2.76829,3.25605
WTvsKO_DOX_peak_259,chr16,29848147,29848455,309,29848218,37.05,6.14076,2.33619,3.12018
WTvsKO_DOX_peak_260,chr16,31520952,31521279,328,31521201,27.79,5.64714,2.61718,2.76015
WTvsKO_DOX_peak_261,chr16,31908467,31908867,401,31908485,28.72,5.32932,2.47627,2.53433
WTvsKO_DOX_peak_262,chr16,35518723,35519036,314,35518824,51.87,6.88108,2.20929,3.64985
